s_129	G_20	s_163	s_133	s_252	s_201	s_245	s_228	s_142	s_158	G_18	s_205	s_172	s_222	s_145	s_248	s_226	s_231	G_31	s_168	G_22	s_215	s_138	s_199	s_240	s_224	G_33	s_153	s_208	s_219	s_181	s_151	s_237	s_196	s_183	s_164	s_178	G_2	s_213	G_27	s_136	s_246	G_14	s_241	G_10	s_182	s_156	G_5	s_144	G_16	s_239	s_243	s_220	s_203	s_250	s_187	G_25	s_184	s_154	G_21	s_131	s_124	s_159	s_254	s_233	s_209	G_28	s_166	s_188	G_19	s_216	G_17	s_229	s_195	s_128	s_123	s_160	s_174	G_9	G_12	s_218	G_4	s_202	s_253	s_225	s_167	s_132	s_127	s_212	s_227	s_214	s_134	s_148	s_198	s_249	s_191	s_162	s_185	G_32	s_171	s_149	s_143	s_197	s_236	s_179	G_36	G_34	s_152	s_137	s_244	G_23	s_169	s_247	s_177	s_223	s_146	s_140	G_7	s_147	s_230	s_207	s_180	G_8	s_234	G_35	s_170	s_242	s_165	G_1	s_125	G_26	G_11	s_204	s_139	G_15	s_155	s_217	s_251	s_130	s_175	s_255	s_141	G_6	G_30	G_29	s_173	s_235	G_3	s_206	s_210	s_232	s_157	s_190	s_186	G_24	s_161	s_238	G_13
s_170 0.10000000 0.00108102 0.10000000 0.10000000 0.10000000 0.00000652 0.10000000 0.00000521 0.10000000 0.10000000 0.00008327 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007427 0.00000444 0.00009801 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007458 0.00001021 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000313 0.00000809 0.00000704 0.00096690 0.00000652 0.00007356 0.10000000 0.10000000 0.00010996 0.10000000 0.10000000 0.10000000 0.10000000 0.00007343 0.10000000 0.00010808 0.10000000 0.10000000 0.10000000 0.10000000 0.00000809 0.10000000 0.00008327 0.10000000 0.10000000 0.00011464 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00006951 0.00000809 0.10000000 0.00009254 0.10000000 0.00007932 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00008396 0.00007382 0.10000000 0.00008508 0.00000704 0.10000000 0.00001071 0.00000548 0.10000000 0.10000000 0.00000600 0.00001045 0.00000417 0.10000000 0.10000000 0.10000000 0.10000000 0.00000834 0.10000000 0.10000000 0.00010585 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00014324 0.00008023 0.10000000 0.10000000 0.10000000 0.00006871 0.00000470 0.10000000 0.00000600 0.10000000 0.10000000 0.10000000 0.00007109 0.10000000 0.00004678 0.10000000 0.10000000 0.00007036 0.10000000 0.00011200 0 0.10000000 0.00001358 0.00102269 0.10000000 0.00007615 0.00097926 0.10000000 0.10000000 0.00009156 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007570 0.00007249 0.00009271 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000678 0.10000000 0.00000783 0.00000782 0.00007746 0.10000000 0.00000425 0.00006866
s_242 0.00000529 0.10000000 0.00005152 0.10000000 0.10000000 0.10000000 0.00000763 0.10000000 0.00000448 0.00000796 0.10000000 0.10000000 0.00000823 0.00000822 0.00000687 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00005374 0.10000000 0.10000000 0.10000000 0.00000369 0.10000000 0.00000504 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000579 0.10000000 0.10000000 0.10000000 0.10000000 0.00000743 0.10000000 0.00000501 0.10000000 0.10000000 0.10000000 0.00000504 0.10000000 0.10000000 0.10000000 0.10000000 0.00000584 0.00000955 0.10000000 0.00000635 0.00000527 0.00000904 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000478 0.10000000 0.00000683 0.10000000 0.10000000 0.00000264 0.00005133 0.00000717 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000581 0.10000000 0.10000000 0.10000000 0.10000000 0.00000500 0.10000000 0.10000000 0.10000000 0.00005154 0.00000558 0.10000000 0.00000674 0.10000000 0.00000369 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000744 0.10000000 0.10000000 0.10000000 0.10000000 0.00000527 0.10000000 0.00000690 0.00000342 0.00000661 0.10000000 0.00000581 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0 0.10000000 0.10000000 0.00000317 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000636 0.10000000 0.10000000 0.00000582 0.00000716 0.10000000 0.00000501 0.10000000 0.10000000 0.10000000 0.00000716 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000695 0.10000000 0.10000000 0.10000000 0.00005370 0.10000000 0.10000000
s_165 0.10000000 0.00108783 0.10000000 0.10000000 0.10000000 0.00000940 0.10000000 0.00000783 0.10000000 0.10000000 0.00008416 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007673 0.00000940 0.00009995 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007623 0.00001138 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00001019 0.00000541 0.00000862 0.00096658 0.00000862 0.00007523 0.10000000 0.10000000 0.00011303 0.10000000 0.10000000 0.10000000 0.10000000 0.00007829 0.10000000 0.00011195 0.10000000 0.10000000 0.10000000 0.10000000 0.00000335 0.10000000 0.00008564 0.10000000 0.10000000 0.00011980 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007407 0.00000283 0.10000000 0.00009463 0.10000000 0.00008367 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00008751 0.00007923 0.10000000 0.00008756 0.00001384 0.10000000 0.00000361 0.00000835 0.10000000 0.10000000 0.00000966 0.00000257 0.00000993 0.10000000 0.10000000 0.10000000 0.10000000 0.00000914 0.10000000 0.10000000 0.00010734 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00014662 0.00008402 0.10000000 0.10000000 0.10000000 0.00007118 0.00001123 0.10000000 0.00000992 0.10000000 0.10000000 0.10000000 0.00007620 0.10000000 0.00004191 0.10000000 0.10000000 0.00007411 0.10000000 0.00011294 0.00001358 0.10000000 0 0.00102184 0.10000000 0.00007784 0.00097708 0.10000000 0.10000000 0.00009405 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007869 0.00007627 0.00009731 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000705 0.10000000 0.00000653 0.00000888 0.00008311 0.10000000 0.00000851 0.00007190
G_1 0.10000000 0.00202237 0.10000000 0.10000000 0.10000000 0.00102132 0.10000000 0.00102216 0.10000000 0.10000000 0.00105320 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00103974 0.00102195 0.00106684 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00104362 0.00102585 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00102261 0.00102183 0.00102150 0.00012636 0.00102442 0.00104761 0.10000000 0.10000000 0.00108792 0.10000000 0.10000000 0.10000000 0.10000000 0.00104254 0.10000000 0.00107246 0.10000000 0.10000000 0.10000000 0.10000000 0.00102106 0.10000000 0.00105080 0.10000000 0.10000000 0.00108998 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00102942 0.00102187 0.10000000 0.00106827 0.10000000 0.00104500 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00105479 0.00104245 0.10000000 0.00105173 0.00102315 0.10000000 0.00102298 0.00102337 0.10000000 0.10000000 0.00102175 0.00102222 0.00102204 0.10000000 0.10000000 0.10000000 0.10000000 0.00102312 0.10000000 0.10000000 0.00107580 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00109680 0.00103083 0.10000000 0.10000000 0.10000000 0.00103393 0.00102298 0.10000000 0.00102284 0.10000000 0.10000000 0.10000000 0.00104536 0.10000000 0.00111717 0.10000000 0.10000000 0.00104999 0.10000000 0.00107967 0.00102269 0.10000000 0.00102184 0 0.10000000 0.00104765 0.00012482 0.10000000 0.10000000 0.00106416 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00104660 0.00104067 0.00105945 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00102209 0.10000000 0.00102280 0.00102200 0.00106186 0.10000000 0.00103918 0.00103622
s_125 0.00001007 0.10000000 0.00005388 0.10000000 0.10000000 0.10000000 0.00000820 0.10000000 0.00000714 0.00001039 0.10000000 0.10000000 0.00000667 0.00001360 0.00000397 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00005610 0.10000000 0.10000000 0.10000000 0.00000397 0.10000000 0.00000773 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000661 0.10000000 0.10000000 0.10000000 0.10000000 0.00001306 0.10000000 0.00000503 0.10000000 0.10000000 0.10000000 0.00000425 0.10000000 0.10000000 0.10000000 0.10000000 0.00000614 0.00000959 0.10000000 0.00001138 0.00000423 0.00000815 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000213 0.10000000 0.00000684 0.10000000 0.10000000 0.00000212 0.00005612 0.00000640 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000608 0.10000000 0.10000000 0.10000000 0.10000000 0.00000951 0.10000000 0.10000000 0.10000000 0.00005280 0.00001014 0.10000000 0.00001265 0.10000000 0.00000847 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000827 0.10000000 0.10000000 0.10000000 0.10000000 0.00000476 0.10000000 0.00000640 0.00000291 0.00000582 0.10000000 0.00000264 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000317 0.10000000 0.10000000 0 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000640 0.10000000 0.10000000 0.00000740 0.00000773 0.10000000 0.00000476 0.10000000 0.10000000 0.10000000 0.00000720 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000588 0.10000000 0.10000000 0.10000000 0.00005525 0.10000000 0.10000000
G_26 0.10000000 0.00105337 0.10000000 0.10000000 0.10000000 0.00007749 0.10000000 0.00007558 0.10000000 0.10000000 0.00006885 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00005684 0.00007748 0.00008483 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00005473 0.00008028 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007651 0.00007751 0.00007587 0.00098633 0.00007507 0.00004983 0.10000000 0.10000000 0.00009511 0.10000000 0.10000000 0.10000000 0.10000000 0.00005579 0.10000000 0.00009295 0.10000000 0.10000000 0.10000000 0.10000000 0.00007793 0.10000000 0.00007171 0.10000000 0.10000000 0.00009736 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00005653 0.00007655 0.10000000 0.00007632 0.10000000 0.00005710 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00006554 0.00005925 0.10000000 0.00006592 0.00007634 0.10000000 0.00007812 0.00007545 0.10000000 0.10000000 0.00007689 0.00007867 0.00007718 0.10000000 0.10000000 0.10000000 0.10000000 0.00007619 0.10000000 0.10000000 0.00008945 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00012218 0.00006187 0.10000000 0.10000000 0.10000000 0.00005088 0.00007673 0.10000000 0.00007691 0.10000000 0.10000000 0.10000000 0.00005091 0.10000000 0.00011832 0.10000000 0.10000000 0.00005715 0.10000000 0.00009931 0.00007615 0.10000000 0.00007784 0.00104765 0.10000000 0 0.00099939 0.10000000 0.10000000 0.00007098 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00005748 0.00005454 0.00007645 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007568 0.10000000 0.00007588 0.00007619 0.00006217 0.10000000 0.00007669 0.00004984
G_11 0.10000000 0.00196117 0.10000000 0.10000000 0.10000000 0.00097699 0.10000000 0.00097734 0.10000000 0.10000000 0.00100677 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00098902 0.00097615 0.00101380 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00099276 0.00098080 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00097759 0.00097807 0.00097631 0.00008070 0.00097608 0.00099879 0.10000000 0.10000000 0.00104518 0.10000000 0.10000000 0.10000000 0.10000000 0.00099351 0.10000000 0.00103270 0.10000000 0.10000000 0.10000000 0.10000000 0.00097889 0.10000000 0.00100655 0.10000000 0.10000000 0.00104283 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00098083 0.00097736 0.10000000 0.00102797 0.10000000 0.00099868 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00100241 0.00100045 0.10000000 0.00100012 0.00097743 0.10000000 0.00097851 0.00097727 0.10000000 0.10000000 0.00097750 0.00097752 0.00097622 0.10000000 0.10000000 0.10000000 0.10000000 0.00097615 0.10000000 0.10000000 0.00104324 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00104465 0.00097964 0.10000000 0.10000000 0.10000000 0.00098822 0.00097762 0.10000000 0.00097603 0.10000000 0.10000000 0.10000000 0.00099270 0.10000000 0.00106178 0.10000000 0.10000000 0.00100884 0.10000000 0.00102957 0.00097926 0.10000000 0.00097708 0.00012482 0.10000000 0.00099939 0 0.10000000 0.10000000 0.00101474 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00099490 0.00099048 0.00101796 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00097371 0.10000000 0.00097641 0.00097538 0.00101218 0.10000000 0.00099580 0.00098227
s_204 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000527 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000343 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000846 0.10000000 0.10000000 0.00000474 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000
s_139 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00139408 0.10000000 0.10000000 0.10000000 0.10000000 0.00000339 0.00064383 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00070651 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000392 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00064490 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000
G_15 0.10000000 0.00106562 0.10000000 0.10000000 0.10000000 0.00009258 0.10000000 0.00009177 0.10000000 0.10000000 0.00008417 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007119 0.00009184 0.00009664 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00006955 0.00009652 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00009062 0.00009347 0.00009023 0.00100225 0.00009258 0.00007189 0.10000000 0.10000000 0.00011006 0.10000000 0.10000000 0.10000000 0.10000000 0.00007222 0.10000000 0.00010732 0.10000000 0.10000000 0.10000000 0.10000000 0.00009307 0.10000000 0.00008652 0.10000000 0.10000000 0.00011389 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007002 0.00009306 0.10000000 0.00009080 0.10000000 0.00007593 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00008306 0.00007482 0.10000000 0.00007991 0.00009304 0.10000000 0.00009275 0.00009218 0.10000000 0.10000000 0.00009177 0.00009327 0.00009154 0.10000000 0.10000000 0.10000000 0.10000000 0.00009344 0.10000000 0.10000000 0.00010543 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00013846 0.00007494 0.10000000 0.10000000 0.10000000 0.00006574 0.00009267 0.10000000 0.00009177 0.10000000 0.10000000 0.10000000 0.00006862 0.10000000 0.00013350 0.10000000 0.10000000 0.00007214 0.10000000 0.00011293 0.00009156 0.10000000 0.00009405 0.00106416 0.10000000 0.00007098 0.00101474 0.10000000 0.10000000 0 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00007259 0.00006943 0.00008934 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00009190 0.10000000 0.00009260 0.00009294 0.00007922 0.10000000 0.00009265 0.00006367
s_155 0.00001279 0.10000000 0.00006367 0.10000000 0.10000000 0.10000000 0.00000849 0.10000000 0.00001166 0.00001288 0.10000000 0.10000000 0.00000869 0.00001006 0.00000799 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00006591 0.10000000 0.10000000 0.10000000 0.00000769 0.10000000 0.00000394 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000716 0.10000000 0.10000000 0.10000000 0.10000000 0.00000762 0.10000000 0.00000531 0.10000000 0.10000000 0.10000000 0.00000481 0.10000000 0.10000000 0.10000000 0.10000000 0.00000526 0.00001104 0.10000000 0.00001092 0.00000557 0.00000432 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000723 0.10000000 0.00000217 0.10000000 0.10000000 0.00000319 0.00006705 0.00000342 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000558 0.10000000 0.10000000 0.10000000 0.10000000 0.00001405 0.10000000 0.10000000 0.10000000 0.00006257 0.00000658 0.10000000 0.00000751 0.10000000 0.00000982 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000742 0.10000000 0.10000000 0.10000000 0.10000000 0.00000876 0.10000000 0.00000316 0.00000662 0.00000639 0.10000000 0.00000878 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000636 0.10000000 0.10000000 0.00000640 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0 0.10000000 0.10000000 0.00001118 0.00000737 0.10000000 0.00000902 0.10000000 0.10000000 0.10000000 0.00000790 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000583 0.10000000 0.10000000 0.10000000 0.00006640 0.10000000 0.10000000
s_217 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000124 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000106 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000239 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000
s_251 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000160 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000455 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000
s_130 0.00000609 0.10000000 0.00005739 0.10000000 0.10000000 0.10000000 0.00000926 0.10000000 0.00000661 0.00000905 0.10000000 0.10000000 0.00001173 0.00000773 0.00000581 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00005797 0.10000000 0.10000000 0.10000000 0.00000741 0.10000000 0.00000612 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000952 0.10000000 0.10000000 0.10000000 0.10000000 0.00000852 0.10000000 0.00000847 0.10000000 0.10000000 0.10000000 0.00000796 0.10000000 0.10000000 0.10000000 0.10000000 0.00000986 0.00001279 0.10000000 0.00000476 0.00000767 0.00000658 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000983 0.10000000 0.00001175 0.10000000 0.10000000 0.00000212 0.00005256 0.00000907 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00001057 0.10000000 0.10000000 0.10000000 0.10000000 0.00000740 0.10000000 0.10000000 0.10000000 0.00005767 0.00000587 0.10000000 0.00001040 0.10000000 0.00000953 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00001147 0.10000000 0.10000000 0.10000000 0.10000000 0.00001243 0.10000000 0.00001039 0.00000899 0.00000662 0.10000000 0.00000766 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00000582 0.10000000 0.10000000 0.00000740 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00001118 0.10000000 0.10000000 0 0.00001173 0.10000000 0.00000846 0.10000000 0.10000000 0.10000000 0.00001253 0.10000000 0.10000000 0.10000000 0.10000000 0.10000000 0.00001069 0.10000000 0.10000000 0.10000000 0.00005768 0.10000000 0.10000000
