s_2377	s_2405	F_28	s_2393	F_47	F_17	F_12	s_2384	F_53	F_35	s_2373	F_51	s_2382	F_58	F_13	s_2370	F_37	s_2366	s_2414	s_2399	s_2368	F_39	s_2344	s_2371	F_44	s_2408	s_2401	s_2364	F_64	F_31	s_2387	F_61	G_2	s_2367	F_26	F_19	s_2390	F_21	s_2337	s_2360	G_5	s_2396	F_32	s_2391	s_2349	s_2336	F_56	s_2410	F_59	s_2412	F_41	s_2379	F_27	F_54	F_15	s_2340	s_2356	F_45	s_2361	s_2389	s_2335	F_24	s_2345	s_2397	s_2354	G_9	s_2403	G_4	s_2369	F_52	F_34	s_2363	F_25	F_11	F_18	F_62	s_2404	s_2378	F_43	F_29	s_2347	s_2409	F_42	F_40	s_2406	F_14	F_60	s_2353	F_48	F_20	s_2376	F_23	F_57	s_2343	s_2372	s_2388	s_2386	s_2400	F_36	F_66	F_38	G_7	s_2385	s_2338	s_2380	F_55	s_2398	s_2413	F_67	F_46	F_65	s_2350	G_8	s_2362	s_2381	F_63	s_2395	F_16	G_1	s_2355	F_22	s_2407	s_2415	G_6	F_30	s_2392	s_2411	s_2374	s_2348	s_2394	G_3	s_2351	s_2402	F_33	F_50	s_2383	F_49	s_2359	s_2365	s_2346
F_67 0.00030725 0.01360256 0.00142311 0.01328505 0.00021301 0.00021504 0.01381188 0.01332188 0.01381362 0.00144073 0.01449533 0.00002148 0.00031857 0.01508760 0.01403774 0.00030830 0.01415223 0.00030393 0.01447731 0.01358537 0.00030707 0.00023315 0.01359837 0.00032189 0.07539698 0.01375146 0.01358198 0.01403616 0.15210933 0.01417105 0.00032667 0.00142383 0.01398000 0.00030425 0.01446401 0.00059898 0.00032162 0.00136838 0.00031187 0.00030459 0.00002333 0.01350625 0.01380858 0.00032106 0.00036868 0.00030916 0.01486089 0.00031931 0.00037761 0.01384924 0.00062315 0.01402791 0.00014949 0.01410294 0.01450916 0.01333698 0.01443715 0.01414027 0.01370609 0.00032034 0.08325373 0.01458260 0.01402029 0.01388064 0.01441382 0.00001685 0.01373623 0.00066710 0.00026229 0.01435188 0.01381334 0.01508722 0.00066300 0.01450537 0.00015397 0.16158285 0.01364537 0.07931078 0.00135374 0.01431363 0.01373070 0.01359308 0.01375607 0.01393585 0.01376027 0.00135380 0.07539180 0.01369723 0.01414678 0.01405779 0.01372973 0.00063904 0.01372778 0.01386606 0.01422085 0.00032117 0.00031874 0.01358123 0.00056542 0.00142638 0.01443214 0.00000825 0.00032018 0.01394008 0.07847861 0.00123755 0.01373468 0.01361614 0 0.00142078 0.01520127 0.00044224 0.01397861 0.01434250 0.00031926 0.00139148 0.01373911 0.00142143 0.01486693 0.01437354 0.00001572 0.01373451 0.00133248 0.00001801 0.01386409 0.00032096 0.00032363 0.01440956 0.00029994 0.01377422 0.01441676 0.05595670 0.01350871 0.01381204 0.15117324 0.00031864 0.00032294 0.00030490 0.01434857 0.01303530
F_46 0.00018761 0.01454507 0.00000493 0.01419276 0.00002732 0.00002644 0.01377267 0.01425577 0.01382712 0.00020149 0.01291527 0.00149465 0.00019739 0.01502258 0.01400520 0.00018486 0.01415146 0.00018559 0.01299076 0.01453554 0.00018479 0.00002811 0.01454360 0.00020055 0.07523463 0.01472806 0.01453258 0.01284450 0.15238212 0.01411828 0.00018692 0.00000305 0.01397884 0.00018621 0.01447546 0.00002554 0.00018743 0.00002324 0.00018522 0.00018631 0.00145498 0.01445607 0.01370122 0.00018660 0.00018582 0.00018527 0.01548061 0.00018462 0.00018393 0.01480567 0.00002628 0.01501529 0.00002761 0.01412221 0.01430358 0.01329672 0.01305396 0.01408258 0.01372962 0.00018511 0.08040805 0.01439422 0.01501404 0.01482948 0.01297792 0.00141562 0.01468330 0.00002931 0.00022896 0.01445470 0.01382219 0.01297280 0.00002862 0.01438670 0.00002815 0.16114790 0.01460298 0.07626598 0.00011702 0.01416455 0.01467601 0.01454322 0.01375080 0.01391882 0.01473319 0.00000822 0.07519423 0.01380340 0.01408428 0.01515566 0.01467476 0.00002761 0.01473250 0.01481474 0.01459870 0.00018672 0.00020245 0.01453123 0.00002546 0.00000681 0.01450825 0.00139144 0.00019778 0.01513664 0.07545202 0.00012245 0.01468285 0.01455896 0.00142078 0 0.01696036 0.00012847 0.01396447 0.01298463 0.00019731 0.00002745 0.01468807 0.00000539 0.01466048 0.01299516 0.00140958 0.01468099 0.00003366 0.00141198 0.01383851 0.00018698 0.00018410 0.01299297 0.00018499 0.01471855 0.01414951 0.05318532 0.01445705 0.01380603 0.15203286 0.00019735 0.00018593 0.00018636 0.01328786 0.01391362
F_65 0.01578920 0.01524585 0.01691833 0.01469205 0.01573777 0.01576183 0.01476814 0.01532750 0.01468710 0.01682592 0.01644231 0.01528333 0.01578218 0.01317421 0.00394658 0.01577126 0.01423958 0.01570120 0.01635266 0.01522649 0.01569988 0.01576908 0.01525658 0.01571052 0.07607013 0.01545259 0.01521026 0.01590275 0.15129400 0.01542546 0.01574964 0.01687221 0.01452475 0.01576491 0.00389805 0.01616102 0.01566871 0.01683970 0.01569595 0.01578331 0.01531016 0.01520276 0.01453945 0.01578039 0.01580435 0.01569412 0.01514946 0.01569095 0.01576690 0.01534694 0.01615334 0.01560331 0.01566560 0.01528933 0.01780627 0.01527123 0.01615873 0.01542580 0.01547789 0.01578602 0.08398807 0.01783483 0.01560765 0.01539388 0.01624190 0.01537003 0.01525626 0.01617653 0.01570295 0.01578979 0.01075428 0.01727791 0.01624693 0.01782677 0.01574333 0.16158285 0.01523553 0.08331738 0.01687128 0.01538153 0.01525724 0.01525483 0.01461513 0.00951039 0.01543836 0.01699928 0.07593082 0.01559087 0.01536632 0.01763502 0.01525987 0.01623314 0.01535088 0.01540137 0.01619378 0.01568491 0.01570683 0.01521138 0.01623477 0.01688310 0.01288745 0.01520839 0.01570856 0.01562995 0.08034105 0.01681707 0.01538892 0.01523654 0.01520127 0.01696036 0 0.01588285 0.01452331 0.01614777 0.01576625 0.01683029 0.01537267 0.01694659 0.01780924 0.01616342 0.01528397 0.01524827 0.01685429 0.01539926 0.01548733 0.01577610 0.01577937 0.01600037 0.01578037 0.01540647 0.01762880 0.05828560 0.01522546 0.01463484 0.15173719 0.01578655 0.01564666 0.01570610 0.01718716 0.01440094
s_2350 0.00001522 0.01458949 0.00012919 0.01456404 0.00013223 0.00013248 0.01368755 0.01446964 0.01370919 0.00075481 0.01307043 0.00048206 0.00007011 0.01460923 0.01410610 0.00004724 0.01400174 0.00005061 0.01309558 0.01458550 0.00005932 0.00012650 0.01472993 0.00006482 0.07501884 0.01484117 0.01459072 0.01285762 0.15210838 0.01377076 0.00031497 0.00012895 0.01466187 0.00005058 0.01456854 0.00014841 0.00031374 0.00048059 0.00004836 0.00005042 0.00048758 0.01465577 0.01355426 0.00031434 0.00004314 0.00004930 0.01452380 0.00032058 0.00006335 0.01457622 0.00011914 0.01474377 0.00012072 0.01379209 0.01482808 0.01210560 0.01305911 0.01376238 0.01287828 0.00031388 0.08364610 0.01484639 0.01506547 0.01455790 0.01302085 0.00045109 0.01456594 0.00014949 0.00011444 0.01432530 0.01398708 0.01375466 0.00015062 0.01484521 0.00009788 1.00000000 0.01464782 0.07895466 0.00061755 0.01383073 0.01492692 0.01458608 0.01367103 0.01408838 0.01474363 0.00013145 0.07501740 0.01297754 0.01375378 0.01436200 0.01455601 0.00014862 0.01455029 0.01493316 0.01441420 0.00031175 0.00007233 0.01459166 0.00012067 0.00012881 0.01438601 0.00044574 0.00006300 0.01504856 0.08123620 0.00066969 0.01455429 0.01457966 0.00044224 0.00012847 0.01588285 0 0.01442187 0.01298875 0.00006099 0.00043034 0.01465614 0.00013139 0.01512116 0.01301568 0.00044500 0.01455046 0.00038132 0.00044992 0.01381446 0.00031343 0.00035302 0.01316620 0.00004785 0.01457473 0.01457253 0.06147824 0.01464661 0.01370849 0.14888517 0.00006387 0.00007397 0.00004845 0.01323584 0.01401408
G_8 0.01451270 0.01311803 0.01395816 0.01236288 0.01424950 0.01402760 0.00914495 0.01284501 0.00914302 0.01417071 0.01504851 0.01421873 0.01454407 0.01234700 0.01303388 0.01448986 0.01275125 0.01455395 0.01474858 0.01283294 0.01448494 0.01399114 0.01312408 0.01453974 0.07527933 0.01321893 0.01312184 0.01448786 0.15000499 0.01451962 0.01449650 0.01396210 0.00001799 0.01454310 0.01321169 0.01424252 0.01450279 0.01402746 0.01451658 0.01452620 0.01423173 0.01310707 0.00908685 0.01415123 0.01449781 0.01451724 0.01274146 0.01452468 0.01399990 0.01295489 0.01414525 0.01337911 0.01397568 0.01458232 0.01534879 0.01460362 0.01501057 0.01452981 0.01462433 0.01452957 0.08393967 0.01501007 0.01304213 0.01294910 0.01506925 0.01395923 0.01308706 0.01427202 0.01448438 0.01496231 0.01272352 0.01512205 0.01425455 0.01500769 0.01402270 0.03222958 0.01286954 0.08096169 0.01431971 0.01464392 0.01308964 0.01312963 0.00902287 0.01290851 0.01324502 0.01393059 0.07532965 0.01490600 0.01450321 0.01509782 0.01309044 0.01426998 0.01267878 0.01320094 0.01536905 0.01450266 0.01455910 0.01311075 0.01427809 0.01394782 0.01285863 0.01418402 0.01449940 0.01285597 0.07924219 0.01403755 0.01324271 0.01309170 0.01397861 0.01396447 0.01452331 0.01442187 0 0.01466738 0.01453245 0.01426720 0.01294741 0.01396898 0.01530504 0.01476035 0.01396288 0.01282038 0.01451952 0.01453672 0.01505198 0.01449232 0.01452391 0.01470084 0.01451569 0.01323270 0.01514882 0.05538934 0.01283350 0.00914336 0.15031619 0.01456405 0.01424798 0.01427555 0.01474031 0.01237186
s_2362 0.01330061 0.01574939 0.01298764 0.01574517 0.01329988 0.01332149 0.01478374 0.01558383 0.01478390 0.01286360 0.00001361 0.01432046 0.01335764 0.01470536 0.01470525 0.01333753 0.01331009 0.01333753 0.00000562 0.01577009 0.01334546 0.01327550 0.01576602 0.01333958 0.07566422 0.01587645 0.01577178 0.00001345 0.15208333 0.01482174 0.01330983 0.01299685 0.01466942 0.01333698 0.01457089 0.01345391 0.01332300 0.01285169 0.01339875 0.01333266 0.01437196 0.01577507 0.01483647 0.01332126 0.01326941 0.01333587 0.01571118 0.01333067 0.01333619 0.01577351 0.01351967 0.01587550 0.01332686 0.01472120 0.00337095 0.00027712 0.00000570 0.01472518 0.00001596 0.01332341 0.08032265 0.00332489 0.01591582 0.01577001 0.00001272 0.01433805 0.01578455 0.01346826 0.01334707 0.01390548 0.01452193 0.00058371 0.01363318 0.00332424 0.01332013 1.00000000 0.01577425 0.07522883 0.01305419 0.01508643 0.01575976 0.01574523 0.01478372 0.01467328 0.01590013 0.01299049 0.07566653 0.00001695 0.01468132 0.00369191 0.01577562 0.01362274 0.01575805 0.01575778 0.00121176 0.01330688 0.01334083 0.01574685 0.01365002 0.01298636 0.01517458 0.01433716 0.01335284 0.01608310 0.07726360 0.01307372 0.01575893 0.01578550 0.01434250 0.01298463 0.01614777 0.01298875 0.01466738 0 0.01333589 0.01285118 0.01576418 0.01297729 0.00342859 0.00000361 0.01433866 0.01576258 0.01288796 0.01422966 0.01469457 0.01332476 0.01332868 0.00001392 0.01326750 0.01575467 0.00316300 0.05479017 0.01575148 0.01477914 0.14801742 0.01335845 0.01326810 0.01334433 0.00050653 0.01476535
s_2381 0.00003867 0.01457967 0.00019924 0.01455000 0.00007408 0.00007408 0.01384850 0.01438515 0.01386427 0.00060898 0.01332994 0.00039355 0.00000072 0.01460682 0.01397050 0.00001956 0.01416993 0.00002028 0.01338405 0.01457968 0.00002127 0.00017851 0.01456219 0.00000821 0.07525094 0.01476539 0.01457941 0.01319020 0.15234245 0.01409389 0.00002321 0.00019707 0.01453386 0.00002000 0.01449418 0.00021381 0.00002055 0.00052229 0.00001957 0.00003792 0.00036424 0.01457967 0.01375951 0.00002107 0.00003853 0.00003790 0.01459987 0.00001889 0.00001710 0.01468463 0.00010313 0.01500522 0.00017756 0.01411328 0.01489045 0.01273005 0.01338981 0.01407490 0.01323053 0.00002010 0.08326842 0.01496878 0.01500677 0.01468102 0.01334533 0.00032495 0.01455412 0.00021554 0.00006517 0.01443108 0.01382039 0.01369905 0.00021711 0.01490163 0.00006987 0.16114790 0.01456990 0.07953690 0.00035964 0.01414696 0.01467319 0.01456925 0.01374160 0.01395447 0.01474189 0.00020253 0.07524936 0.01321541 0.01408798 0.01435610 0.01467195 0.00021580 0.01466244 0.01481196 0.01397677 0.00003802 0.00000821 0.01457941 0.00017747 0.00020476 0.01435048 0.00031475 0.00000290 0.01487604 0.07847699 0.00051731 0.01467397 0.01458452 0.00031926 0.00019731 0.01576625 0.00006099 0.01453245 0.01333589 0 0.00036626 0.01469513 0.00019829 0.01508700 0.01334639 0.00032241 0.01454325 0.00034820 0.00032301 0.01390671 0.00003802 0.00003705 0.01340396 0.00002005 0.01469082 0.01459333 0.05611101 0.01457968 0.01386346 0.15192142 0.00000097 0.00003300 0.00002078 0.01331141 0.01393095
F_63 0.00037949 0.01466596 0.00002650 0.01433370 0.00042265 0.00042255 0.01383418 0.01437622 0.01381512 0.00007631 0.01276141 0.00146788 0.00037046 0.01532548 0.01398094 0.00037833 0.01417614 0.00038071 0.01282023 0.01465678 0.00036040 0.00036129 0.01466681 0.00038951 0.07598517 0.01485454 0.01465381 0.01271305 0.15231125 0.01416371 0.00037269 0.00002938 0.01429624 0.00038064 0.01423796 0.00102073 0.00039549 0.00000263 0.00037659 0.00035675 0.00142543 0.01457484 0.01370934 0.00039556 0.00036129 0.00037692 0.01509824 0.00038100 0.00035680 0.01492953 0.00102359 0.01516398 0.00035764 0.01406030 0.01430669 0.01359806 0.01302235 0.01412871 0.01383863 0.00039608 0.08024103 0.01435415 0.01513488 0.01497598 0.01283099 0.00138602 0.01482676 0.00101745 0.00031347 0.01451207 0.01383637 0.01281981 0.00110060 0.01439367 0.00036234 0.16158285 0.01472551 0.07603624 0.00002221 0.01419630 0.01482165 0.01466551 0.01367045 0.01403468 0.01488370 0.00002966 0.07615022 0.01403238 0.01411571 0.01493946 0.01482067 0.00109545 0.01469719 0.01496098 0.01454490 0.00037343 0.00037192 0.01464974 0.00102107 0.00002691 0.01439165 0.00125903 0.00036435 0.01500836 0.07512304 0.00001016 0.01482679 0.01468210 0.00139148 0.00002745 0.01683029 0.00043034 0.01426720 0.01285118 0.00036626 0 0.01481179 0.00002551 0.01461937 0.01286131 0.00140194 0.01482737 0.00008353 0.00138483 0.01381381 0.00039502 0.00038005 0.01258607 0.00037672 0.01484157 0.01404901 0.05308693 0.01457826 0.01381307 0.15163400 0.00038921 0.00037153 0.00037907 0.01305089 0.01402925
s_2395 0.01465948 0.00002553 0.01467683 0.00000830 0.01476118 0.01472013 0.01261079 0.00001500 0.01260589 0.01391297 0.01581079 0.01377065 0.01490258 0.01349553 0.01368134 0.01463483 0.01351012 0.01485049 0.01578092 0.00001217 0.01483617 0.01467413 0.00001025 0.01485838 0.07624880 0.00001958 0.00001145 0.01547302 0.15209304 0.01616339 0.01482207 0.01469561 0.01327473 0.01484972 0.01395463 0.01473128 0.01492358 0.01476924 0.01463004 0.01483341 0.01375210 0.00000740 0.01264232 0.01488630 0.01479831 0.01462689 0.01250940 0.01481993 0.01468464 0.00001241 0.01477037 0.00004038 0.01473512 0.01611544 0.01500118 0.01533598 0.01581974 0.01632631 0.01566711 0.01506253 0.08217179 0.01509600 0.00003004 0.00000477 0.01581112 0.01373219 0.00000358 0.01472576 0.01481578 0.01546955 0.01341014 0.01561682 0.01480059 0.01508229 0.01464918 1.00000000 0.00002529 0.07905449 0.01379393 0.01612893 0.00001383 0.00001312 0.01263584 0.01345000 0.00001150 0.01474076 0.07625679 0.01558371 0.01627863 0.01513470 0.00001025 0.01479858 0.00003722 0.00000597 0.01453168 0.01490857 0.01490294 0.00009736 0.01480963 0.01474148 0.01361827 0.01375313 0.01470949 0.00019090 0.07733455 0.01378853 0.00001336 0.00000549 0.01373911 0.01468807 0.01537267 0.01465614 0.01294741 0.01576418 0.01469513 0.01481179 0 0.01468952 0.01532524 0.01575116 0.01377467 0.00004414 0.01483500 0.01377689 0.01581392 0.01500742 0.01482608 0.01557671 0.01470999 0.00001226 0.01499707 0.04797008 0.00002195 0.01260159 0.15161572 0.01477485 0.01463639 0.01481195 0.01556451 0.00002695
F_16 0.00018835 0.01454801 0.00000493 0.01419413 0.00002633 0.00002657 0.01377363 0.01425624 0.01382168 0.00020725 0.01284176 0.00149506 0.00019813 0.01502330 0.01399569 0.00018584 0.01412450 0.00018681 0.01299340 0.01453035 0.00018528 0.00002874 0.01454511 0.00020178 0.07514975 0.01472684 0.01452684 0.01283693 0.15227350 0.01414402 0.00018814 0.00000352 0.01397036 0.00018718 0.01446833 0.00002678 0.00018768 0.00002407 0.00018620 0.00018754 0.00145653 0.01445006 0.01373021 0.00018734 0.00018680 0.00018625 0.01547263 0.00018512 0.00018264 0.01480712 0.00002560 0.01501864 0.00002873 0.01416199 0.01430563 0.01331554 0.01307897 0.01414312 0.01374627 0.00018657 0.08040086 0.01427987 0.01501529 0.01483292 0.01297955 0.00141717 0.01468481 0.00003026 0.00023019 0.01445634 0.01378174 0.01320692 0.00002818 0.01431350 0.00002731 0.16114790 0.01459960 0.07619788 0.00011813 0.01420205 0.01467950 0.01453856 0.01378774 0.01389734 0.01473624 0.00000728 0.07513222 0.01374627 0.01414616 0.01505959 0.01467826 0.00003005 0.01459199 0.01481825 0.01460437 0.00018818 0.00020318 0.01452576 0.00002721 0.00001338 0.01448119 0.00139116 0.00019876 0.01513798 0.07544154 0.00012096 0.01468409 0.01456245 0.00142143 0.00000539 0.01694659 0.00013139 0.01396898 0.01297729 0.00019829 0.00002551 0.01468952 0 0.01466756 0.01298756 0.00142399 0.01468278 0.00003147 0.00141397 0.01385518 0.00018820 0.00018533 0.01291550 0.00018597 0.01472178 0.01418486 0.05318967 0.01445274 0.01381942 0.15198205 0.00019833 0.00018729 0.00018759 0.01327923 0.01391660
G_1 0.01527486 0.01533143 0.01463945 0.01479807 0.01531971 0.01532220 0.01522094 0.01533196 0.01515887 0.01348607 0.00350986 0.01486337 0.01519655 0.01629632 0.01510990 0.01518288 0.01524237 0.01530418 0.00362591 0.01531805 0.01521973 0.01526558 0.01533611 0.01530842 0.07522020 0.01543878 0.01531627 0.00391316 0.15132957 0.01587021 0.01505748 0.01466640 0.01531961 0.01518128 0.01498731 0.01577918 0.01527480 0.01462002 0.01521893 0.01516564 0.01489508 0.01531587 0.01524444 0.01516868 0.01524464 0.01529426 0.01616557 0.01518873 0.01529712 0.01533937 0.01577811 0.01544160 0.01528048 0.01589943 0.00000563 0.00453717 0.00379283 0.01576716 0.00447231 0.01509589 0.08029729 0.00002154 0.01545863 0.01532542 0.00359892 0.01486791 0.01533778 0.01579984 0.01512931 0.01397997 0.01475682 0.00419547 0.01581787 0.00002178 0.01528319 0.16114790 0.01533626 0.07762174 0.01356580 0.01571796 0.01532483 0.01532994 0.01522085 0.01496242 0.01544954 0.01464604 0.07522139 0.00459481 0.01559376 0.00083815 0.01533885 0.01585083 0.01531215 0.01532251 0.00547079 0.01525213 0.01520481 0.01530876 0.01582082 0.01464682 0.01530547 0.01486249 0.01528989 0.01559767 0.07573636 0.01354292 0.01532877 0.01532809 0.01486693 0.01466048 0.01780924 0.01512116 0.01530504 0.00342859 0.01508700 0.01461937 0.01532524 0.01466756 0 0.00345826 0.01486082 0.01533866 0.01457229 0.01487433 0.01436267 0.01517026 0.01516671 0.00370940 0.01517378 0.01529926 0.00014063 0.05434051 0.01531546 0.01514720 0.15056593 0.01519512 0.01525142 0.01530669 0.00433682 0.01436379
s_2355 0.01330976 0.01574601 0.01299806 0.01573617 0.01331236 0.01333361 0.01478477 0.01556965 0.01477047 0.01287712 0.00000991 0.01435260 0.01336724 0.01468980 0.01472202 0.01334748 0.01333442 0.01334748 0.00000307 0.01575819 0.01335866 0.01328552 0.01574880 0.01335084 0.07569082 0.01586728 0.01575794 0.00000979 0.15211125 0.01482395 0.01332344 0.01300729 0.01476239 0.01334638 0.01458527 0.01347107 0.01333393 0.01286185 0.01348551 0.01333641 0.01441099 0.01575658 0.01482497 0.01333230 0.01321476 0.01334929 0.01570240 0.01334172 0.01334707 0.01576612 0.01353217 0.01586851 0.01333777 0.01471971 0.00339837 0.00027363 0.00000347 0.01472384 0.00001348 0.01333369 0.08045962 0.00335228 0.01589966 0.01576651 0.00000973 0.01437183 0.01577713 0.01348031 0.01334507 0.01390790 0.01453391 0.00061280 0.01365667 0.00335241 0.01333101 1.00000000 0.01576687 0.07528174 0.01306461 0.01508445 0.01574797 0.01573618 0.01477898 0.01468809 0.01589287 0.01300124 0.07569530 0.00001367 0.01467570 0.00369636 0.01577135 0.01364213 0.01575655 0.01572847 0.00121132 0.01332150 0.01335103 0.01573785 0.01366092 0.01300017 0.01517394 0.01436451 0.01336214 0.01607340 0.07742623 0.01308464 0.01575179 0.01578201 0.01437354 0.01299516 0.01616342 0.01301568 0.01476035 0.00000361 0.01334639 0.01286131 0.01575116 0.01298756 0.00345826 0 0.01437269 0.01574679 0.01290005 0.01426304 0.01468469 0.01333480 0.01333917 0.00001059 0.01328159 0.01574441 0.00319724 0.05488353 0.01573855 0.01476485 0.14823051 0.01336680 0.01327949 0.01334776 0.00050389 0.01475691
F_22 0.00031008 0.01363765 0.00141053 0.01331930 0.00021941 0.00022208 0.01380888 0.01335061 0.01382957 0.00148701 0.01442304 0.00001664 0.00032145 0.01509828 0.01401312 0.00031087 0.01416509 0.00030675 0.01447355 0.01362051 0.00030964 0.00022932 0.01363491 0.00032527 0.07541727 0.01378298 0.01361950 0.01403182 0.15222921 0.01398192 0.00032884 0.00141105 0.01396428 0.00030809 0.01447627 0.00056928 0.00032407 0.00137122 0.00031319 0.00030740 0.00002592 0.01355163 0.01384501 0.00032295 0.00037206 0.00031173 0.01487906 0.00032172 0.00037699 0.01388537 0.00058890 0.01406384 0.00014851 0.01399038 0.01450554 0.01333170 0.01443964 0.01396707 0.01370336 0.00032293 0.08332600 0.01438137 0.01405526 0.01390694 0.01441742 0.00002196 0.01377313 0.00065699 0.00026457 0.01445671 0.01380306 0.01511308 0.00062921 0.01449961 0.00015916 0.16114790 0.01368809 0.07958812 0.00136459 0.01411834 0.01376579 0.01362733 0.01370587 0.01392007 0.01378855 0.00135453 0.07540293 0.01369356 0.01396481 0.01401755 0.01376439 0.00060641 0.01383214 0.01390112 0.01420982 0.00032382 0.00032137 0.01361822 0.00056204 0.00141038 0.01448548 0.00001171 0.00032357 0.01388595 0.07867815 0.00123950 0.01377087 0.01364987 0.00001572 0.00140958 0.01528397 0.00044500 0.01396288 0.01433866 0.00032241 0.00140194 0.01377467 0.00142399 0.01486082 0.01437269 0 0.01377032 0.00134159 0.00001849 0.01387082 0.00032260 0.00032651 0.01440840 0.00030493 0.01380723 0.01439142 0.05621033 0.01354300 0.01382836 0.15153223 0.00032147 0.00032328 0.00030747 0.01426638 0.01306630
s_2407 0.01450681 0.00002595 0.01467005 0.00001821 0.01475376 0.01471278 0.01262090 0.00002283 0.01259105 0.01390764 0.01580761 0.01376631 0.01475104 0.01349314 0.01355000 0.01448296 0.01351866 0.01469774 0.01576853 0.00005405 0.01468354 0.01464325 0.00001811 0.01470860 0.07602309 0.00002174 0.00001857 0.01547500 0.15211604 0.01609698 0.01466985 0.01468790 0.01314569 0.01469778 0.01397410 0.01470133 0.01477056 0.01478476 0.01447738 0.01468140 0.01375053 0.00004856 0.01251218 0.01473410 0.01466756 0.01447423 0.01233900 0.01478135 0.01465312 0.00002001 0.01485697 0.00001493 0.01469954 0.01616129 0.01501032 0.01532361 0.01582488 0.01610425 0.01567398 0.01491021 0.08232509 0.01510426 0.00003202 0.00004818 0.01580853 0.01373738 0.00004477 0.01469895 0.01468672 0.01550176 0.01328496 0.01561805 0.01476995 0.01509656 0.01467048 1.00000000 0.00003192 0.07924804 0.01379449 0.01610532 0.00001953 0.00001929 0.01263522 0.01353994 0.00002028 0.01473355 0.07602994 0.01557043 0.01628601 0.01515698 0.00002168 0.01476797 0.00004027 0.00001527 0.01451889 0.01475547 0.01475807 0.00002429 0.01477786 0.01473427 0.01348052 0.01376064 0.01455656 0.00019087 0.07751191 0.01380801 0.00005008 0.00001215 0.01373451 0.01468099 0.01524827 0.01455046 0.01282038 0.01576258 0.01454325 0.01482737 0.00004414 0.01468278 0.01533866 0.01574679 0.01377032 0 0.01482170 0.01378091 0.01565880 0.01485511 0.01478802 0.01557614 0.01455813 0.00001490 0.01500677 0.04826811 0.00002000 0.01263157 0.15163223 0.01462325 0.01460688 0.01465919 0.01556562 0.00003121
s_2415 0.00034204 0.01469256 0.00003391 0.01432991 0.00036837 0.00037304 0.01384500 0.01439625 0.01384762 0.00012654 0.01272616 0.00140648 0.00034928 0.01540999 0.01399219 0.00034008 0.01422448 0.00034050 0.01286129 0.01468344 0.00033908 0.00034354 0.01469138 0.00035230 0.07629205 0.01487827 0.01468266 0.01274999 0.15270814 0.01416482 0.00035764 0.00004001 0.01452093 0.00034044 0.01420945 0.00104190 0.00035585 0.00008141 0.00033806 0.00033789 0.00136851 0.01460643 0.01375745 0.00035568 0.00034020 0.00033926 0.01515045 0.00035648 0.00033672 0.01494545 0.00104049 0.01516284 0.00034094 0.01418848 0.01421234 0.01362604 0.01306336 0.01415374 0.01386914 0.00035622 0.08038979 0.01422678 0.01516915 0.01497718 0.01287005 0.00132730 0.01483219 0.00104137 0.00027395 0.01445025 0.01378480 0.01285277 0.00100263 0.01423199 0.00033904 1.00000000 0.01474390 0.07625430 0.00007189 0.01423130 0.01482488 0.01468357 0.01381070 0.01401721 0.01488618 0.00003466 0.07629150 0.01406198 0.01417580 0.01493765 0.01482362 0.00099954 0.01475494 0.01496446 0.01459506 0.00035549 0.00035658 0.01467938 0.00100621 0.00003175 0.01444221 0.00131844 0.00035118 0.01510671 0.07527109 0.00007772 0.01483196 0.01470308 0.00133248 0.00003366 0.01685429 0.00038132 0.01451952 0.01288796 0.00034820 0.00008353 0.01483500 0.00003147 0.01457229 0.01290005 0.00134159 0.01482170 0 0.00133662 0.01381446 0.00035523 0.00038692 0.01260501 0.00033790 0.01486651 0.01403052 0.05311883 0.01460322 0.01384686 0.15241824 0.00034975 0.00035819 0.00033983 0.01314759 0.01404631
