#species	lib	length	genomeID	n50	genome_quality
Elizabethkingia_miricola	N239_BC03	4439432	s_3064	4395352	HIGH_QUAL
Enterobacter_aerogenes	N206_BC12	5078568	s_3069	5028158	HIGH_QUAL
Enterobacter_aerogenes	N211_BC07	5090680	s_3070	5040150	HIGH_QUAL
Enterobacter_bugandensis	N144_BC02	4755089	s_3074	1468812	HIGH_QUAL
Enterobacter_cloacae	N131_BC01	4790796	s_3082	4743235	HIGH_QUAL
Enterobacter_cloacae	N136_BC01	5183720	s_3083	5132269	HIGH_QUAL
Enterobacter_cloacae	N136_BC02	5416424	s_3084	3742363	HIGH_QUAL
Enterobacter_cloacae	N136_BC03	5391650	s_3085	5121538	HIGH_QUAL
Enterobacter_cloacae	N140_BC02	5155564	s_3086	4748638	HIGH_QUAL
Enterobacter_cloacae	N140_BC03	5157894	s_3087	4756603	HIGH_QUAL
Enterobacter_cloacae	N140_BC04	5158094	s_3088	4759160	HIGH_QUAL
Enterobacter_cloacae	N140_BC05	5058160	s_3089	3212577	HIGH_QUAL
Enterobacter_cloacae	N140_BC06	5182511	s_3090	4759348	HIGH_QUAL
Enterobacter_cloacae	N150_BC03	5309416	s_3091	1290016	HIGH_QUAL
Enterobacter_cloacae	N186_BC03	4706899	s_3093	2082781	HIGH_QUAL
Enterobacter_cloacae	N196_BC07	4714546	s_3094	4667740	HIGH_QUAL
Enterobacter_cloacae	N211_BC08	3165733	s_3096	44036	MEDIUM_QUAL
Enterobacter_cloacae	N212_BC01	5204419	s_3097	3231612	HIGH_QUAL
Enterobacter_cloacae	N229_BC05	4810637	s_3105	4762879	HIGH_QUAL
Enterobacter_cloacae	N233_BC09	2673388	s_3107	2621590	MEDIUM_QUAL
Enterobacter_hormaechei	N129_BC09	4847672	s_3108	4799548	HIGH_QUAL
Enterobacter_hormaechei	N220_BC08	2310643	s_3113	2026380	MEDIUM_QUAL
Enterobacteriaceae_bacterium	N107_BC03	2931489	s_3115	2902337	MEDIUM_QUAL
Enterobacter_sp.	N220_BC08	2447367	s_3134	2423009	MEDIUM_QUAL
Enterococcus_faecalis	N100_BC08	3089401	s_3161	2833683	HIGH_QUAL
Enterococcus_faecalis	N100_BC09	3222947	s_3162	3190911	HIGH_QUAL
Enterococcus_faecalis	N100_BC10	3208503	s_3163	2842971	HIGH_QUAL
Enterococcus_faecalis	N101_BC01	3232735	s_3164	3200602	HIGH_QUAL
Enterococcus_faecalis	N101_BC02	3253552	s_3165	2862219	HIGH_QUAL
Enterococcus_faecalis	N101_BC11	3216180	s_3166	2328387	HIGH_QUAL
Enterococcus_faecalis	N101_BC12	3219184	s_3167	2868692	HIGH_QUAL
Enterococcus_faecalis	N102_BC01	3228356	s_3168	2871523	HIGH_QUAL
Enterococcus_faecalis	N102_BC10	3242689	s_3169	2879690	HIGH_QUAL
Enterococcus_faecalis	N102_BC11	3231700	s_3170	3199578	HIGH_QUAL
Enterococcus_faecalis	N102_BC12	3256660	s_3171	2878052	HIGH_QUAL
Enterococcus_faecalis	N106_BC04	2050300	s_3173	107529	MEDIUM_QUAL
Enterococcus_faecalis	N106_BC10	3242756	s_3174	2879463	HIGH_QUAL
Enterococcus_faecalis	N107_BC06	2967724	s_3175	2938214	HIGH_QUAL
Enterococcus_faecalis	N114_BC03	3199657	s_3178	2864763	HIGH_QUAL
Enterococcus_faecalis	N115_BC03	2958202	s_3181	2293970	HIGH_QUAL
Enterococcus_faecalis	N118_BC12	2972790	s_3183	749640	HIGH_QUAL
Enterococcus_faecalis	N119_BC03	3015513	s_3185	1025295	HIGH_QUAL
Enterococcus_faecalis	N120_BC03	3031393	s_3186	2925259	HIGH_QUAL
Enterococcus_faecalis	N120_BC07	2848452	s_3187	407693	HIGH_QUAL
Enterococcus_faecalis	N120_BC08	2929957	s_3188	2900821	HIGH_QUAL
Enterococcus_faecalis	N120_BC09	2928363	s_3189	2899244	HIGH_QUAL
Enterococcus_faecalis	N121_BC03	3039850	s_3190	3009625	HIGH_QUAL
Enterococcus_faecalis	N121_BC04	3049122	s_3191	3018806	HIGH_QUAL
Enterococcus_faecalis	N124_BC01	3010814	s_3193	2696446	HIGH_QUAL
Enterococcus_faecalis	N124_BC02	3013594	s_3194	1715164	HIGH_QUAL
Enterococcus_faecalis	N124_BC03	3030187	s_3195	3000060	HIGH_QUAL
Enterococcus_faecalis	N124_BC06	3077662	s_3196	3047065	HIGH_QUAL
Enterococcus_faecalis	N124_BC08	3084887	s_3197	3054218	HIGH_QUAL
Enterococcus_faecalis	N131_BC02	2920294	s_3200	2891255	HIGH_QUAL
Enterococcus_faecalis	N131_BC03	3044259	s_3201	3013991	HIGH_QUAL
Enterococcus_faecalis	N131_BC07	3088532	s_3202	3057827	HIGH_QUAL
Enterococcus_faecalis	N133_BC07	2724997	s_3203	2697892	HIGH_QUAL
Enterococcus_faecalis	N133_BC08	2732605	s_3204	2705424	HIGH_QUAL
Enterococcus_faecalis	N133_BC09	2736009	s_3205	2708793	HIGH_QUAL
Enterococcus_faecalis	N133_BC11	1744489	s_3206	35184	MEDIUM_QUAL
Enterococcus_faecalis	N134_BC01	3013272	s_3207	452726	HIGH_QUAL
Enterococcus_faecalis	N134_BC02	3184808	s_3208	2752945	HIGH_QUAL
Enterococcus_faecalis	N134_BC03	2914979	s_3209	164842	HIGH_QUAL
Enterococcus_faecalis	N134_BC09	2510949	s_3210	75209	HIGH_QUAL
Enterococcus_faecalis	N135_BC09	3202752	s_3212	1051119	HIGH_QUAL
Enterococcus_faecalis	N135_BC10	2951553	s_3213	150984	HIGH_QUAL
Enterococcus_faecalis	N135_BC11	3260827	s_3214	3228416	HIGH_QUAL
Enterococcus_faecalis	N137_BC05	2976895	s_3215	2947295	HIGH_QUAL
Enterococcus_faecalis	N137_BC06	2975421	s_3216	2945835	HIGH_QUAL
Enterococcus_faecalis	N137_BC07	2987785	s_3217	2932815	HIGH_QUAL
Enterococcus_faecalis	N137_BC08	2695205	s_3218	2668393	HIGH_QUAL
Enterococcus_faecalis	N138_BC11	2903357	s_3220	2874485	HIGH_QUAL
Enterococcus_faecalis	N145_BC09	2949938	s_3222	813286	HIGH_QUAL
Enterococcus_faecalis	N145_BC10	2857459	s_3223	188965	HIGH_QUAL
Enterococcus_faecalis	N147_BC08	3182377	s_3224	1955805	HIGH_QUAL
Enterococcus_faecalis	N147_BC09	3319365	s_3225	2146810	HIGH_QUAL
Enterococcus_faecalis	N147_BC10	3267921	s_3226	1865575	HIGH_QUAL
Enterococcus_faecalis	N148_BC05	2641725	s_3227	89409	HIGH_QUAL
Enterococcus_faecalis	N148_BC06	2974629	s_3228	2923180	HIGH_QUAL
Enterococcus_faecalis	N148_BC07	2913327	s_3229	2830769	HIGH_QUAL
Enterococcus_faecalis	N148_BC08	2957679	s_3230	2928268	HIGH_QUAL
Enterococcus_faecalis	N148_BC11	3184954	s_3233	2923135	HIGH_QUAL
Enterococcus_faecalis	N150_BC09	2962186	s_3234	2913055	HIGH_QUAL
Enterococcus_faecalis	N150_BC10	2951046	s_3235	2921701	HIGH_QUAL
Enterococcus_faecalis	N153_BC02	3213200	s_3237	1697366	HIGH_QUAL
Enterococcus_faecalis	N153_BC03	2313098	s_3238	37351	MEDIUM_QUAL
Enterococcus_faecalis	N153_BC04	2922102	s_3239	2893044	HIGH_QUAL
Enterococcus_faecalis	N153_BC05	3350384	s_3240	1091140	HIGH_QUAL
Enterococcus_faecalis	N153_BC06	2931756	s_3241	2902602	HIGH_QUAL
Enterococcus_faecalis	N153_BC07	2742791	s_3242	127446	HIGH_QUAL
Enterococcus_faecalis	N154_BC03	2958926	s_3243	2929503	HIGH_QUAL
Enterococcus_faecalis	N154_BC04	2895908	s_3244	402936	HIGH_QUAL
Enterococcus_faecalis	N154_BC06	3217947	s_3245	3185959	HIGH_QUAL
Enterococcus_faecalis	N158_BC07	3361926	s_3247	2866912	HIGH_QUAL
Enterococcus_faecalis	N158_BC08	3240084	s_3248	3207879	HIGH_QUAL
Enterococcus_faecalis	N158_BC09	3236721	s_3249	3204548	HIGH_QUAL
Enterococcus_faecalis	N158_BC12	3273137	s_3250	3035572	HIGH_QUAL
Enterococcus_faecalis	N159_BC02	3197092	s_3251	962702	HIGH_QUAL
Enterococcus_faecalis	N159_BC03	3321249	s_3252	1927492	HIGH_QUAL
Enterococcus_faecalis	N160_BC06	2976454	s_3253	2946858	HIGH_QUAL
Enterococcus_faecalis	N162_BC04	3291676	s_3254	2150003	HIGH_QUAL
Enterococcus_faecalis	N163_BC04	3234757	s_3255	3202604	HIGH_QUAL
Enterococcus_faecalis	N173_BC06	2662289	s_3257	1358728	HIGH_QUAL
Enterococcus_faecalis	N173_BC09	3264455	s_3258	520266	HIGH_QUAL
Enterococcus_faecalis	N173_BC10	2620485	s_3259	88438	HIGH_QUAL
Enterococcus_faecalis	N175_BC01	3133064	s_3260	3101916	HIGH_QUAL
Enterococcus_faecalis	N175_BC05	3237950	s_3261	1661833	HIGH_QUAL
Enterococcus_faecalis	N175_BC06	3247218	s_3262	3214940	HIGH_QUAL
Enterococcus_faecalis	N175_BC07	3242044	s_3263	3187260	HIGH_QUAL
Enterococcus_faecalis	N177_BC08	3250084	s_3264	540723	HIGH_QUAL
Enterococcus_faecalis	N177_BC09	2837975	s_3265	104481	HIGH_QUAL
Enterococcus_faecalis	N177_BC10	3345426	s_3266	2830648	HIGH_QUAL
Enterococcus_faecalis	N177_BC11	3359477	s_3267	3213717	HIGH_QUAL
Enterococcus_faecalis	N177_BC12	3369105	s_3268	1789167	HIGH_QUAL
Enterococcus_faecalis	N179_BC02	3282440	s_3269	2035317	HIGH_QUAL
Enterococcus_faecalis	N179_BC04	3327255	s_3271	3294186	HIGH_QUAL
Enterococcus_faecalis	N180_BC10	2719537	s_3274	2692485	HIGH_QUAL
Enterococcus_faecalis	N180_BC11	2725981	s_3275	2698863	HIGH_QUAL
Enterococcus_faecalis	N180_BC12	2739239	s_3276	2711991	HIGH_QUAL
Enterococcus_faecalis	N182_BC04	3118431	s_3277	3087429	HIGH_QUAL
Enterococcus_faecalis	N182_BC10	2884108	s_3278	2855426	HIGH_QUAL
Enterococcus_faecalis	N184_BC07	2320842	s_3282	49556	MEDIUM_QUAL
Enterococcus_faecalis	N186_BC06	2879832	s_3283	184192	HIGH_QUAL
Enterococcus_faecalis	N186_BC09	3368874	s_3284	1670904	HIGH_QUAL
Enterococcus_faecalis	N188_BC12	3086907	s_3285	3036993	HIGH_QUAL
Enterococcus_faecalis	N189_BC01	3064425	s_3286	3033958	HIGH_QUAL
Enterococcus_faecalis	N189_BC02	3164338	s_3287	3053812	HIGH_QUAL
Enterococcus_faecalis	N189_BC03	3092277	s_3288	3061534	HIGH_QUAL
Enterococcus_faecalis	N189_BC04	3100777	s_3289	3051279	HIGH_QUAL
Enterococcus_faecalis	N194_BC01	3126289	s_3291	2987634	HIGH_QUAL
Enterococcus_faecalis	N195_BC03	2916943	s_3292	2887936	HIGH_QUAL
Enterococcus_faecalis	N197_BC02	2961406	s_3293	78898	HIGH_QUAL
Enterococcus_faecalis	N197_BC03	3085992	s_3294	87506	HIGH_QUAL
Enterococcus_faecalis	N197_BC04	3014150	s_3295	62402	HIGH_QUAL
Enterococcus_faecalis	N198_BC02	3261437	s_3297	709301	HIGH_QUAL
Enterococcus_faecalis	N202_BC01	3006774	s_3302	1720846	HIGH_QUAL
Enterococcus_faecalis	N202_BC08	2948481	s_3304	2902226	HIGH_QUAL
Enterococcus_faecalis	N203_BC02	3044615	s_3305	3014343	HIGH_QUAL
Enterococcus_faecalis	N203_BC04	3067225	s_3306	3036730	HIGH_QUAL
Enterococcus_faecalis	N203_BC09	2639321	s_3307	84561	HIGH_QUAL
Enterococcus_faecalis	N204_BC08	2751258	s_3308	2723892	HIGH_QUAL
Enterococcus_faecalis	N204_BC11	2954335	s_3310	576363	HIGH_QUAL
Enterococcus_faecalis	N205_BC08	2763627	s_3311	2716359	HIGH_QUAL
Enterococcus_faecalis	N205_BC11	3056990	s_3312	3026596	HIGH_QUAL
Enterococcus_faecalis	N206_BC02	3158788	s_3313	3127386	HIGH_QUAL
Enterococcus_faecalis	N206_BC03	3055916	s_3314	3025533	HIGH_QUAL
Enterococcus_faecalis	N207_BC06	3203097	s_3317	684424	HIGH_QUAL
Enterococcus_faecalis	N208_BC02	3140860	s_3318	2986553	HIGH_QUAL
Enterococcus_faecalis	N209_BC05	2414247	s_3319	92404	MEDIUM_QUAL
Enterococcus_faecalis	N210_BC08	3314022	s_3321	1720431	HIGH_QUAL
Enterococcus_faecalis	N211_BC05	3040999	s_3322	309033	HIGH_QUAL
Enterococcus_faecalis	N214_BC09	2942217	s_3324	2912960	HIGH_QUAL
Enterococcus_faecalis	N216_BC02	3415274	s_3325	1285476	MEDIUM_QUAL
Enterococcus_faecalis	N218_BC11	3244579	s_3326	3212328	HIGH_QUAL
Enterococcus_faecalis	N219_BC10	3256157	s_3328	3223792	HIGH_QUAL
Enterococcus_faecalis	N221_BC09	3218968	s_3330	2451204	HIGH_QUAL
Enterococcus_faecalis	N223_BC03	3300727	s_3332	3254595	HIGH_QUAL
Enterococcus_faecalis	N223_BC07	3080614	s_3333	3049986	HIGH_QUAL
Enterococcus_faecalis	N225_BC05	3034045	s_3334	3003879	HIGH_QUAL
Enterococcus_faecalis	N228_BC09	3244451	s_3337	373520	HIGH_QUAL
Enterococcus_faecalis	N229_BC04	3251826	s_3340	2103380	HIGH_QUAL
Enterococcus_faecalis	N230_BC01	3256508	s_3341	3204754	HIGH_QUAL
Enterococcus_faecalis	N230_BC04	3347795	s_3342	1947410	HIGH_QUAL
Enterococcus_faecalis	N230_BC05	2498413	s_3343	68837	HIGH_QUAL
Enterococcus_faecalis	N230_BC06	3261668	s_3344	2477050	HIGH_QUAL
Enterococcus_faecalis	N230_BC09	3076927	s_3345	3046337	HIGH_QUAL
Enterococcus_faecalis	N231_BC04	2567802	s_3346	494407	HIGH_QUAL
Enterococcus_faecalis	N231_BC05	2587578	s_3347	180562	HIGH_QUAL
Enterococcus_faecalis	N232_BC04	3297705	s_3350	3191874	HIGH_QUAL
Enterococcus_faecalis	N233_BC07	3195942	s_3353	2554642	HIGH_QUAL
Enterococcus_faecalis	N233_BC08	3230163	s_3354	3186496	HIGH_QUAL
Enterococcus_faecalis	N236_BC03	3178364	s_3355	365209	HIGH_QUAL
Enterococcus_faecalis	N237_BC01	3254320	s_3356	2887464	HIGH_QUAL
Enterococcus_faecalis	N237_BC08	2733521	s_3357	2706329	HIGH_QUAL
Enterococcus_faecalis	N240_BC09	3238986	s_3358	360362	HIGH_QUAL
Enterococcus_faecium	N107_BC04	3104403	s_3359	319026	HIGH_QUAL
Enterococcus_faecium	N107_BC06	2911153	s_3360	2422110	HIGH_QUAL
Enterococcus_faecium	N110_BC09	2069942	s_3363	27522	MEDIUM_QUAL
Enterococcus_faecium	N110_BC10	3021916	s_3364	2570385	HIGH_QUAL
Enterococcus_faecium	N110_BC11	3064734	s_3365	2849054	HIGH_QUAL
Enterococcus_faecium	N110_BC12	3020965	s_3366	742985	HIGH_QUAL
Enterococcus_faecium	N145_BC01	1491021	s_3369	26802	MEDIUM_QUAL
Enterococcus_faecium	N154_BC05	2802233	s_3375	2270656	HIGH_QUAL
Enterococcus_faecium	N155_BC04	3003517	s_3376	2973654	HIGH_QUAL
Enterococcus_faecium	N156_BC07	3182100	s_3377	552848	MEDIUM_QUAL
Enterococcus_faecium	N156_BC08	2144270	s_3378	48173	MEDIUM_QUAL
Enterococcus_faecium	N156_BC09	2129388	s_3379	45116	MEDIUM_QUAL
Enterococcus_faecium	N156_BC10	3058256	s_3380	2877694	HIGH_QUAL
Enterococcus_faecium	N157_BC10	3009228	s_3383	2921230	HIGH_QUAL
Enterococcus_faecium	N160_BC03	2946257	s_3385	2916960	HIGH_QUAL
Enterococcus_faecium	N160_BC12	2893588	s_3386	193713	HIGH_QUAL
Enterococcus_faecium	N161_BC09	3003980	s_3388	204858	HIGH_QUAL
Enterococcus_faecium	N162_BC02	2968159	s_3389	723367	HIGH_QUAL
Enterococcus_faecium	N163_BC02	3019376	s_3391	2861188	HIGH_QUAL
Enterococcus_faecium	N171_BC07	3019524	s_3392	1853371	HIGH_QUAL
Enterococcus_faecium	N173_BC06	1806084	s_3394	54668	MEDIUM_QUAL
Enterococcus_faecium	N173_BC09	2985349	s_3396	2928756	HIGH_QUAL
Enterococcus_faecium	N173_BC11	2910416	s_3398	2865937	HIGH_QUAL
Enterococcus_faecium	N179_BC08	3124488	s_3400	654286	HIGH_QUAL
Enterococcus_faecium	N179_BC09	2938905	s_3401	1610221	HIGH_QUAL
Enterococcus_faecium	N179_BC10	3018185	s_3402	2964443	HIGH_QUAL
Enterococcus_faecium	N181_BC01	3071903	s_3405	2882010	HIGH_QUAL
Enterococcus_faecium	N181_BC02	3105824	s_3406	1034885	HIGH_QUAL
Enterococcus_faecium	N182_BC11	3227408	s_3409	3195327	MEDIUM_QUAL
Enterococcus_faecium	N185_BC10	2821377	s_3413	2753221	HIGH_QUAL
Enterococcus_faecium	N185_BC11	2942477	s_3414	1461927	HIGH_QUAL
Enterococcus_faecium	N186_BC11	3172613	s_3415	186879	MEDIUM_QUAL
Enterococcus_faecium	N189_BC09	2899901	s_3416	1580617	HIGH_QUAL
Enterococcus_faecium	N189_BC11	2312627	s_3418	41393	MEDIUM_QUAL
Enterococcus_faecium	N189_BC12	3177001	s_3419	130984	MEDIUM_QUAL
Enterococcus_faecium	N190_BC04	2828119	s_3421	819375	HIGH_QUAL
Enterococcus_faecium	N193_BC02	2940182	s_3422	477418	HIGH_QUAL
Enterococcus_faecium	N196_BC02	2894318	s_3423	2865535	HIGH_QUAL
Enterococcus_faecium	N197_BC10	3103509	s_3424	130545	HIGH_QUAL
Enterococcus_faecium	N198_BC05	2946901	s_3425	2902100	HIGH_QUAL
Enterococcus_faecium	N199_BC07	3231711	s_3427	3199588	MEDIUM_QUAL
Enterococcus_faecium	N199_BC08	3252466	s_3428	3220136	MEDIUM_QUAL
Enterococcus_faecium	N205_BC05	2916653	s_3431	2887649	HIGH_QUAL
Enterococcus_faecium	N208_BC08	2928141	s_3433	639173	HIGH_QUAL
Enterococcus_faecium	N215_BC10	2013113	s_3434	44731	MEDIUM_QUAL
Enterococcus_faecium	N216_BC06	1459073	s_3435	78976	MEDIUM_QUAL
Enterococcus_faecium	N220_BC05	1720223	s_3437	52601	MEDIUM_QUAL
Enterococcus_faecium	N223_BC03	2164642	s_3440	67929	MEDIUM_QUAL
Enterococcus_faecium	N223_BC09	1767092	s_3442	42996	MEDIUM_QUAL
Enterococcus_faecium	N226_BC04	2886910	s_3445	432678	HIGH_QUAL
Enterococcus_faecium	N226_BC06	2890841	s_3446	1839024	HIGH_QUAL
Enterococcus_faecium	N226_BC07	2865636	s_3447	1491579	HIGH_QUAL
Enterococcus_faecium	N226_BC08	2906268	s_3448	2728872	HIGH_QUAL
Enterococcus_faecium	N226_BC12	3102723	s_3449	1836206	HIGH_QUAL
Enterococcus_faecium	N227_BC10	3182464	s_3450	2431911	MEDIUM_QUAL
Enterococcus_faecium	N229_BC11	2646414	s_3452	2539362	HIGH_QUAL
Enterococcus_faecium	N229_BC12	2912606	s_3453	2664692	HIGH_QUAL
Enterococcus_faecium	N233_BC11	2782232	s_3457	2646801	HIGH_QUAL
Enterococcus_faecium	N233_BC12	2890086	s_3458	2668934	HIGH_QUAL
Enterococcus_faecium	N237_BC09	3087569	s_3464	2197154	HIGH_QUAL
Enterococcus_faecium	N238_BC05	2511841	s_3466	2486843	HIGH_QUAL
Enterococcus_sp.	N110_BC06	3711854	s_3498	3657797	MEDIUM_QUAL
Enterococcus_sp.	N112_BC03	2999709	s_3501	1761600	HIGH_QUAL
Enterococcus_sp.	N172_BC07	3264564	s_3505	2448254	HIGH_QUAL
Enterococcus_sp.	N225_BC03	2293041	s_3517	622409	MEDIUM_QUAL
Enterococcus_sp.	N230_BC02	3669337	s_3520	1126040	MEDIUM_QUAL
Enterococcus_sp.	N233_BC01	2832117	s_3522	2754659	HIGH_QUAL
Enterococcus_sp.	N233_BC08	1463129	s_3523	98472	MEDIUM_QUAL
Enterococcus_sp.	N234_BC09	3701938	s_3525	3651615	MEDIUM_QUAL
Enterococcus_sp.	N234_BC10	3716010	s_3526	3666581	MEDIUM_QUAL
Enterococcus_sp.	N234_BC11	3687181	s_3527	3650549	MEDIUM_QUAL
Enterococcus_sp.	N238_BC02	3707696	s_3528	3655714	MEDIUM_QUAL
Klebsiella_aerogenes	N134_BC04	4963398	s_3552	3016475	HIGH_QUAL
Klebsiella_aerogenes	N134_BC06	5368474	s_3553	5315194	HIGH_QUAL
Klebsiella_aerogenes	N204_BC10	4861752	s_3557	4813489	HIGH_QUAL
Klebsiella_aerogenes	N206_BC07	5404799	s_3558	5351158	HIGH_QUAL
Klebsiella_pneumoniae	N101_BC03	5312798	s_3578	755091	HIGH_QUAL
Klebsiella_pneumoniae	N101_BC04	5667283	s_3579	5298258	HIGH_QUAL
Klebsiella_pneumoniae	N106_BC07	5379373	s_3580	5325985	HIGH_QUAL
Klebsiella_pneumoniae	N106_BC08	5516696	s_3581	5310337	HIGH_QUAL
Klebsiella_pneumoniae	N107_BC04	5084425	s_3582	5033957	HIGH_QUAL
Klebsiella_pneumoniae	N112_BC02	5391383	s_3583	5337876	HIGH_QUAL
Klebsiella_pneumoniae	N112_BC08	5272235	s_3584	5219907	HIGH_QUAL
Klebsiella_pneumoniae	N112_BC09	5260901	s_3585	5208686	HIGH_QUAL
Klebsiella_pneumoniae	N112_BC10	5263034	s_3586	5210798	HIGH_QUAL
Klebsiella_pneumoniae	N115_BC04	5420761	s_3587	5366963	HIGH_QUAL
Klebsiella_pneumoniae	N115_BC05	5282239	s_3588	5229812	HIGH_QUAL
Klebsiella_pneumoniae	N115_BC06	5299119	s_3589	5246525	HIGH_QUAL
Klebsiella_pneumoniae	N115_BC07	5304898	s_3590	3141396	HIGH_QUAL
Klebsiella_pneumoniae	N126_BC04	5211635	s_3591	5159908	HIGH_QUAL
Klebsiella_pneumoniae	N126_BC05	5177184	s_3592	3966778	HIGH_QUAL
Klebsiella_pneumoniae	N126_BC07	5168145	s_3593	1243348	HIGH_QUAL
Klebsiella_pneumoniae	N136_BC12	5283668	s_3596	450432	HIGH_QUAL
Klebsiella_pneumoniae	N137_BC01	5150111	s_3597	220058	HIGH_QUAL
Klebsiella_pneumoniae	N137_BC02	5294695	s_3598	2865040	HIGH_QUAL
Klebsiella_pneumoniae	N137_BC03	5510649	s_3599	5303091	HIGH_QUAL
Klebsiella_pneumoniae	N137_BC04	5135724	s_3600	5071686	HIGH_QUAL
Klebsiella_pneumoniae	N150_BC07	4849385	s_3604	193433	HIGH_QUAL
Klebsiella_pneumoniae	N154_BC03	5345624	s_3606	5292571	HIGH_QUAL
Klebsiella_pneumoniae	N157_BC05	5148697	s_3607	3158490	HIGH_QUAL
Klebsiella_pneumoniae	N161_BC11	5179136	s_3608	3642799	HIGH_QUAL
Klebsiella_pneumoniae	N161_BC12	4979212	s_3609	268296	HIGH_QUAL
Klebsiella_pneumoniae	N182_BC09	5154418	s_3611	1019233	HIGH_QUAL
Klebsiella_pneumoniae	N194_BC12	5270192	s_3612	5064653	HIGH_QUAL
Klebsiella_pneumoniae	N195_BC10	5135615	s_3613	4764358	HIGH_QUAL
Klebsiella_pneumoniae	N197_BC12	5115178	s_3614	311594	HIGH_QUAL
Klebsiella_pneumoniae	N200_BC07	5450550	s_3615	1538736	HIGH_QUAL
Klebsiella_pneumoniae	N201_BC03	5262047	s_3616	2907302	HIGH_QUAL
Klebsiella_pneumoniae	N202_BC12	2948423	s_3617	2256274	MEDIUM_QUAL
Klebsiella_pneumoniae	N203_BC09	3349756	s_3618	49791	MEDIUM_QUAL
Klebsiella_pneumoniae	N211_BC09	3355861	s_3624	43205	MEDIUM_QUAL
Klebsiella_pneumoniae	N214_BC11	5397719	s_3625	5344150	HIGH_QUAL
Klebsiella_pneumoniae	N215_BC08	5197623	s_3626	795339	HIGH_QUAL
Klebsiella_pneumoniae	N215_BC09	5143916	s_3627	3550152	HIGH_QUAL
Klebsiella_pneumoniae	N216_BC03	5766000	s_3628	2917872	HIGH_QUAL
Klebsiella_pneumoniae	N222_BC10	5327310	s_3632	5120835	HIGH_QUAL
Klebsiella_pneumoniae	N225_BC01	5740779	s_3633	5317051	HIGH_QUAL
Klebsiella_pneumoniae	N225_BC04	5322582	s_3634	2835865	HIGH_QUAL
Klebsiella_pneumoniae	N225_BC12	5148721	s_3635	940276	HIGH_QUAL
Klebsiella_pneumoniae	N226_BC09	3766656	s_3636	142102	MEDIUM_QUAL
Klebsiella_pneumoniae	N229_BC03	5789342	s_3638	5368669	HIGH_QUAL
Klebsiella_pneumoniae	N233_BC07	5561355	s_3641	5349754	HIGH_QUAL
Klebsiella_pneumoniae	N233_BC08	4246272	s_3642	139267	MEDIUM_QUAL
Klebsiella_pneumoniae	N237_BC04	5274853	s_3643	3203125	HIGH_QUAL
Klebsiella_quasipneumoniae	N106_BC12	5085152	s_3645	5034678	HIGH_QUAL
Klebsiella_quasipneumoniae	N107_BC02	5087902	s_3646	5037400	HIGH_QUAL
Klebsiella_quasipneumoniae	N186_BC02	5372702	s_3652	5319379	HIGH_QUAL
Klebsiella_variicola	N107_BC01	5084342	s_3685	5033875	HIGH_QUAL
Lactococcus_garvieae	N165_BC07	1492877	s_3716	881248	MEDIUM_QUAL
Lactococcus_garvieae	N217_BC02	1815835	s_3717	367819	HIGH_QUAL
Lysinibacillus_sp.	N160_BC04	4550189	s_3793	1235184	HIGH_QUAL
Lysinibacillus_sp.	N170_BC01	5097062	s_3794	3011210	MEDIUM_QUAL
Lysinibacillus_sp.	N183_BC10	4418019	s_3795	345808	HIGH_QUAL
Lysinibacillus_sp.	N193_BC02	4650956	s_3797	2493454	HIGH_QUAL
Lysinibacillus_sp.	N220_BC01	4829938	s_3798	1638999	HIGH_QUAL
Lysinibacillus_sp.	N223_BC01	4163198	s_3799	238011	MEDIUM_QUAL
Lysinibacillus_sp.	N234_BC11	4756930	s_3800	4625563	HIGH_QUAL
Macrococcus_sp.	N125_BC08	1854957	s_3803	1836466	MEDIUM_QUAL
Micrococcus_luteus	N119_BC08	2518910	s_3816	2493843	HIGH_QUAL
Micrococcus_luteus	N119_BC10	2564587	s_3817	2539068	HIGH_QUAL
Morganella_morganii	N180_BC09	3989514	s_3822	3910243	HIGH_QUAL
Morganella_morganii	N237_BC08	3927275	s_3823	3296783	HIGH_QUAL
Neisseria_sicca	N227_BC05	1191331	s_3826	71092	MEDIUM_QUAL
Paenibacillus_sp.	N130_BC11	7347903	s_3856	7275024	HIGH_QUAL
Paenibacillus_sp.	N132_BC08	7327121	s_3857	1109109	HIGH_QUAL
Paenibacillus_sp.	N143_BC11	7384667	s_3858	973458	HIGH_QUAL
Paenibacillus_sp.	N173_BC04	7236049	s_3860	7164277	HIGH_QUAL
Paenibacillus_sp.	N190_BC10	5224571	s_3863	57188	HIGH_QUAL
Paenibacillus_sp.	N198_BC04	7230087	s_3866	2370655	HIGH_QUAL
Paenibacillus_sp.	N207_BC01	7104915	s_3867	1809330	HIGH_QUAL
Paenibacillus_sp.	N220_BC06	7228303	s_3869	3908985	HIGH_QUAL
Paenibacillus_xylanexedens	N101_BC06	6514003	s_3876	6153901	HIGH_QUAL
Paenibacillus_xylanexedens	N195_BC10	5488389	s_3878	128245	HIGH_QUAL
Pantoea_calida	N195_BC01	2447963	s_3888	405618	MEDIUM_QUAL
Pantoea_calida	N205_BC03	4350010	s_3889	4306814	HIGH_QUAL
Pantoea_calida	N239_BC08	4262796	s_3890	632607	HIGH_QUAL
