s_3356	s_3441	s_3349	s_3444	s_3331	s_3382	s_3436	s_3377	s_3277	s_3280	s_3402	s_3378	s_3328	s_3287	s_3410	s_3254	s_3428	s_3393	s_3386	s_3417	s_3415	s_3326	s_3395	s_3301	s_3274	s_3351	s_3421	s_3256	s_3358	s_3297	s_3425	s_3304	s_3357	s_3264	s_3338	s_3342	s_3353	s_3325	s_3368	s_3335	s_3303	s_3432	s_3292	s_3257	s_3266	s_3366	s_3306	s_3409	s_3355	s_3334	s_3399	s_3375	s_3265	s_3253	s_3288	s_3413	s_3345	s_3341	s_3299	s_3282	s_3319	s_3380	s_3397	s_3339	s_3259	s_3284	s_3435	s_3330	s_3423	s_3261	s_3446	s_3437	s_3384	s_3285	s_3448	s_3445	s_3329	s_3360	s_3369	s_3315	s_3309	s_3343	s_3383	s_3405	s_3258	s_3348	s_3294	s_3305	s_3296	s_3313	s_3450	s_3317	s_3359	s_3376	s_3262	s_3416	s_3362	s_3276	s_3332	s_3286	s_3401	s_3324	s_3278	s_3260	s_3350	s_3281	s_3321	s_3424	s_3293	s_3307	s_3403	s_3255	s_3269	s_3340	s_3316	s_3388	s_3336	s_3252	s_3279	s_3344	s_3396	s_3434	s_3352	s_3419	s_3298	s_3365	s_3320	s_3373	s_3354	s_3367	s_3438	s_3291	s_3300	s_3447	s_3308	s_3346	s_3404	s_3318	s_3295	s_3412	s_3272	s_3379	s_3433	s_3385	s_3333	s_3398	s_3374	s_3431	s_3314	s_3311	s_3449	s_3408
s_3340 0.00027850 0.00002999 0.00017056 0.00004708 0.00383566 0.00431864 0.00379256 0.00383694 0.00396818 0.00395821 0.00223727 0.00381516 0.00004283 0.00376173 0.00029896 0.00003946 0.00423297 0.00370174 0.00017298 0.00002562 0.00383619 0.00407849 0.00424523 0.00314823 0.00360804 0.00003789 0.00010056 0.00002271 0.00007992 0.00029009 0.00409155 0.00021256 0.00008663 0.00374556 0.00003852 0.00030400 0.00002781 0.00401778 0.00004175 0.00443618 0.00012789 0.00002718 0.00404380 0.00002172 0.00416998 0.00485318 0.00391685 0.00423339 0.00008687 0.00468195 0.00225305 0.00007433 0.00002152 0.00002511 0.00390934 0.00399386 0.00012078 0.00013614 0.00007509 0.00418647 0.00397479 0.00380293 0.00370171 0.00003434 0.00002538 0.00378561 0.00003229 0.00400081 0.00007656 0.00002066 0.00008780 0.00223640 0.00017414 0.00398266 0.00504602 0.00002722 0.00361785 0.00011246 0.05322802 0.00025745 0.00378310 0.00010869 0.00425432 0.00435038 0.00002389 0.00476732 0.00217438 0.00008048 0.00218784 0.00379593 0.00369846 0.00018511 0.00008499 0.00380608 0.00002642 0.00009456 0.00004881 0.00370573 0.00404836 0.00390194 0.00368977 0.00020113 0.00376007 0.00002183 0.00397487 0.00413809 0.00400887 0.00380386 0.00380988 0.00396328 0.00402137 0.00002002 0.00005097 0 0.00009067 0.00005834 0.00003806 0.00008092 0.00403399 0.00397338 0.00427353 0.00014937 0.00003199 0.00002717 0.00015036 0.00485418 0.00390117 0.00035521 0.00003531 0.00489977 0.00349664 0.00403896 0.00018166 0.00002843 0.00399873 0.00010289 0.00392011 0.00367264 0.00211337 0.00003133 0.00403174 0.00381584 0.00003604 0.00018348 0.00367384 0.00399932 0.00020180 0.00004600 0.00385072 0.00391990 0.00006684 0.00003898
s_3316 0.00026221 0.00007923 0.00020618 0.00009570 0.00371639 0.00419383 0.00381230 0.00376164 0.00393371 0.00392692 0.00224616 0.00372546 0.00009393 0.00376413 0.00028819 0.00009678 0.00416254 0.00361613 0.00021044 0.00009699 0.00377805 0.00386436 0.00416374 0.00308173 0.00360995 0.00008255 0.00010820 0.00007941 0.00010338 0.00027709 0.00405700 0.00019272 0.00010808 0.00371596 0.00009847 0.00027599 0.00007862 0.00384069 0.00008672 0.00430518 0.00011295 0.00008016 0.00405532 0.00008413 0.00417529 0.00484770 0.00393427 0.00413129 0.00010665 0.00462130 0.00227285 0.00010073 0.00007803 0.00007916 0.00392271 0.00397039 0.00011646 0.00011114 0.00005832 0.00418103 0.00384835 0.00368887 0.00371659 0.00008143 0.00008282 0.00370273 0.00008168 0.00380381 0.00010162 0.00008035 0.00014265 0.00225625 0.00019148 0.00389368 0.00506360 0.00008439 0.00338484 0.00014679 0.00677359 0.00021938 0.00378418 0.00010933 0.00417202 0.00416105 0.00008401 0.00477039 0.00217144 0.00007073 0.00217163 0.00378191 0.00362962 0.00014903 0.00011720 0.00370215 0.00007674 0.00008751 0.00008792 0.00371039 0.00384128 0.00384420 0.00363333 0.00023945 0.00372954 0.00008021 0.00388290 0.00412301 0.00384446 0.00370934 0.00383020 0.00393079 0.00398692 0.00007416 0.00010093 0.00009067 0 0.00009632 0.00009664 0.00014632 0.00399418 0.00389589 0.00410283 0.00020656 0.00008358 0.00008291 0.00012091 0.00486459 0.00379109 0.00037063 0.00008759 0.00490542 0.00347351 0.00399284 0.00016239 0.00007861 0.00394903 0.00008707 0.00386480 0.00349758 0.00210147 0.00007975 0.00401327 0.00372537 0.00008719 0.00019083 0.00360195 0.00390713 0.00023520 0.00009788 0.00379093 0.00389476 0.00011591 0.00008995
s_3388 0.00025936 0.00005355 0.00014734 0.00006621 0.00383986 0.00444349 0.00394931 0.00408874 0.00403499 0.00396341 0.00234295 0.00391039 0.00006299 0.00379938 0.00030312 0.00005990 0.00438268 0.00382763 0.00017287 0.00007670 0.00400528 0.00397893 0.00437368 0.00308338 0.00368275 0.00004481 0.00008153 0.00004823 0.00007318 0.00028552 0.00426565 0.00019976 0.00007491 0.00373368 0.00006015 0.00030440 0.00004892 0.00399367 0.00005062 0.00434528 0.00013550 0.00005260 0.00402714 0.00004560 0.00423029 0.00508132 0.00389373 0.00436078 0.00006527 0.00457899 0.00242273 0.00007527 0.00004804 0.00004963 0.00393340 0.00416272 0.00013233 0.00012701 0.00009488 0.00423670 0.00392789 0.00400139 0.00386258 0.00005542 0.00005338 0.00382855 0.00005437 0.00396073 0.00005586 0.00004661 0.00011457 0.00234318 0.00016375 0.00397289 0.00534353 0.00005394 0.00359981 0.00011663 0.05709926 0.00024266 0.00372719 0.00012914 0.00449977 0.00451365 0.00005131 0.00495767 0.00213865 0.00009090 0.00214965 0.00378211 0.00392170 0.00016248 0.00007727 0.00403201 0.00004816 0.00011716 0.00006307 0.00378244 0.00402619 0.00393601 0.00381394 0.00022157 0.00375224 0.00004995 0.00407444 0.00416784 0.00398788 0.00397338 0.00371723 0.00388945 0.00416475 0.00004755 0.00006588 0.00005834 0.00009632 0 0.00006321 0.00010010 0.00404836 0.00403348 0.00438750 0.00015948 0.00005543 0.00005386 0.00014894 0.00510650 0.00394842 0.00036040 0.00005855 0.00510323 0.00360927 0.00394468 0.00017816 0.00005607 0.00390386 0.00009567 0.00406385 0.00367706 0.00208626 0.00005624 0.00405915 0.00401288 0.00005784 0.00016564 0.00368904 0.00404796 0.00020347 0.00006471 0.00376721 0.00386471 0.00009201 0.00005640
s_3336 0.00028682 0.00002987 0.00017739 0.00004518 0.00386749 0.00431765 0.00383233 0.00387269 0.00397705 0.00396808 0.00228632 0.00385624 0.00004634 0.00378179 0.00030234 0.00003824 0.00426376 0.00373161 0.00017404 0.00003050 0.00388464 0.00407648 0.00425237 0.00315097 0.00363795 0.00004243 0.00010480 0.00002865 0.00008690 0.00029225 0.00413371 0.00021173 0.00009076 0.00374858 0.00004691 0.00030569 0.00003114 0.00402077 0.00004503 0.00443533 0.00013359 0.00003145 0.00405873 0.00002394 0.00418461 0.00491142 0.00397606 0.00424113 0.00008973 0.00467748 0.00229809 0.00007515 0.00002498 0.00002766 0.00392913 0.00402726 0.00012161 0.00013611 0.00007711 0.00419414 0.00399823 0.00383616 0.00372736 0.00003020 0.00002760 0.00376793 0.00003219 0.00401856 0.00008436 0.00002413 0.00009707 0.00226504 0.00018325 0.00396971 0.00510964 0.00003055 0.00363195 0.00011897 0.04447717 0.00025836 0.00380016 0.00012267 0.00430231 0.00437987 0.00002989 0.00481352 0.00218415 0.00008345 0.00220051 0.00384821 0.00375881 0.00018783 0.00009105 0.00384119 0.00002800 0.00010103 0.00005294 0.00372268 0.00407144 0.00390460 0.00374765 0.00020935 0.00376047 0.00002685 0.00398723 0.00413149 0.00403684 0.00386252 0.00384552 0.00398718 0.00407477 0.00002161 0.00005577 0.00003806 0.00009664 0.00006321 0 0.00008728 0.00402488 0.00400013 0.00426787 0.00015418 0.00003441 0.00003584 0.00015084 0.00492178 0.00397380 0.00035028 0.00003901 0.00496515 0.00358053 0.00403846 0.00018876 0.00003019 0.00403035 0.00009938 0.00395483 0.00369911 0.00213514 0.00003658 0.00405661 0.00385151 0.00003974 0.00019291 0.00372085 0.00401241 0.00020545 0.00004787 0.00381922 0.00393560 0.00007600 0.00003671
s_3252 0.00029952 0.00007388 0.00019870 0.00009054 0.00349909 0.00399467 0.00352136 0.00351954 0.00363854 0.00365412 0.00200753 0.00350560 0.00009299 0.00349083 0.00030019 0.00008535 0.00399046 0.00348254 0.00019056 0.00007358 0.00358008 0.00361159 0.00394660 0.00284619 0.00334031 0.00007940 0.00013947 0.00007241 0.00011859 0.00029221 0.00379257 0.00023471 0.00012501 0.00337669 0.00008527 0.00031225 0.00007062 0.00360993 0.00008450 0.00401862 0.00016540 0.00007852 0.00369339 0.00007296 0.00374741 0.00448447 0.00358316 0.00397500 0.00012059 0.00425358 0.00205274 0.00011331 0.00007228 0.00007431 0.00359386 0.00368033 0.00015636 0.00016749 0.00012053 0.00378550 0.00364109 0.00347583 0.00344663 0.00008556 0.00006966 0.00343717 0.00007450 0.00357905 0.00011480 0.00007295 0.00012384 0.00200238 0.00020703 0.00363500 0.00470484 0.00007567 0.00321304 0.00014130 0.05514032 0.00026469 0.00341760 0.00015302 0.00397628 0.00403224 0.00007331 0.00441663 0.00193088 0.00013149 0.00192776 0.00342867 0.00352113 0.00021536 0.00012747 0.00351164 0.00007431 0.00013108 0.00009410 0.00344884 0.00362779 0.00362665 0.00346173 0.00022840 0.00344677 0.00007295 0.00369148 0.00372254 0.00358610 0.00351485 0.00351449 0.00355033 0.00371007 0.00007393 0.00009163 0.00008092 0.00014632 0.00010010 0.00008728 0 0.00371772 0.00366025 0.00395739 0.00019180 0.00007821 0.00007421 0.00017901 0.00449967 0.00354272 0.00035297 0.00007987 0.00454744 0.00332588 0.00366802 0.00021444 0.00007849 0.00358891 0.00014049 0.00367070 0.00332114 0.00189761 0.00008271 0.00369137 0.00348652 0.00007611 0.00020124 0.00335769 0.00374114 0.00021535 0.00008789 0.00341328 0.00349037 0.00010602 0.00008335
s_3279 0.00367849 0.00408125 0.00397821 0.00406902 0.00391347 0.00016540 0.00395009 0.00401923 0.00256922 0.00007928 0.00406695 0.00395478 0.00398740 0.00393088 0.00370406 0.00390676 0.00012088 0.00247842 0.00388747 0.00409082 0.00400734 0.00253760 0.00016528 0.00202630 0.00239999 0.00409324 0.00398370 0.00398146 0.00401579 0.00322932 0.00324888 0.00352462 0.00399269 0.00313601 0.00404294 0.00375489 0.00408914 0.00254224 0.00404513 0.00422795 0.00378927 0.00408547 0.00313162 0.00405563 0.00328635 0.00462583 0.00250128 0.00016333 0.00399228 0.00449649 0.00411009 0.00403173 0.00405025 0.00401108 0.00404535 0.00314398 0.00390658 0.00388264 0.00394878 0.00328327 0.00404182 0.00397909 0.00385334 0.00404408 0.00403428 0.00015602 0.00407223 0.00400703 0.00399019 0.00404936 0.00384889 0.00396608 0.00387264 0.00012019 0.00470798 0.00405974 0.00357762 0.00396146 0.06526905 0.00377995 0.00400150 0.00399918 0.00010402 0.00015393 0.00403259 0.00459810 0.00394776 0.00396961 0.00400298 0.00242255 0.00249479 0.00382215 0.00396602 0.00399783 0.00395138 0.00401561 0.00403679 0.00245242 0.00404777 0.00012609 0.00243865 0.00381336 0.00016170 0.00406146 0.00035536 0.00321040 0.00405411 0.00401422 0.00394740 0.00248754 0.00310227 0.00406548 0.00389839 0.00403399 0.00399418 0.00404836 0.00402488 0.00371772 0 0.00253549 0.00021986 0.00375331 0.00406838 0.00409166 0.00362402 0.00460335 0.00393089 0.00357665 0.00406895 0.00464729 0.00218830 0.00007125 0.00351727 0.00409642 0.00253730 0.00395635 0.00382149 0.00368406 0.00391072 0.00407186 0.00316142 0.00401546 0.00406122 0.00390306 0.00367626 0.00031986 0.00377507 0.00401943 0.00242227 0.00278795 0.00396160 0.00399379
s_3344 0.00363755 0.00402934 0.00392548 0.00404729 0.00130031 0.00284605 0.00390849 0.00404424 0.00008412 0.00248012 0.00400026 0.00400987 0.00396263 0.00387034 0.00376112 0.00387915 0.00286721 0.00023155 0.00385997 0.00403180 0.00125830 0.00009836 0.00283121 0.00025559 0.00016340 0.00406416 0.00390611 0.00392699 0.00396699 0.00331823 0.00366402 0.00351602 0.00395158 0.00323513 0.00384146 0.00370400 0.00405828 0.00009891 0.00402564 0.00447444 0.00371036 0.00404094 0.00355885 0.00397486 0.00364847 0.00487592 0.00008546 0.00282271 0.00394134 0.00470408 0.00406877 0.00396915 0.00397570 0.00395873 0.00398771 0.00354623 0.00385794 0.00377651 0.00394863 0.00368756 0.00134673 0.00403125 0.00384152 0.00400613 0.00397139 0.00235199 0.00404228 0.00134268 0.00394846 0.00395063 0.00383415 0.00388493 0.00382224 0.00245850 0.00501118 0.00403221 0.00129837 0.00393104 0.06217675 0.00373660 0.00367374 0.00379347 0.00280253 0.00283053 0.00395997 0.00475083 0.00390620 0.00384980 0.00391243 0.00011682 0.00008656 0.00376983 0.00393882 0.00403839 0.00389511 0.00395381 0.00401765 0.00012862 0.00134602 0.00239987 0.00029030 0.00379560 0.00235892 0.00399242 0.00260903 0.00362419 0.00135732 0.00402324 0.00391337 0.00007858 0.00357998 0.00400615 0.00386249 0.00397338 0.00389589 0.00403348 0.00400013 0.00366025 0.00253549 0 0.00284196 0.00374088 0.00405129 0.00405187 0.00364652 0.00486174 0.00138415 0.00360747 0.00403619 0.00491478 0.00023373 0.00246483 0.00353830 0.00405338 0.00008170 0.00391522 0.00384708 0.00157624 0.00384322 0.00404002 0.00351831 0.00403497 0.00404150 0.00389032 0.00138620 0.00274092 0.00373559 0.00397577 0.00017807 0.00345221 0.00393054 0.00399434
s_3396 0.00392499 0.00448438 0.00410827 0.00445234 0.00420225 0.00041021 0.00422681 0.00438035 0.00290510 0.00022907 0.00445492 0.00414203 0.00424744 0.00413006 0.00408688 0.00418390 0.00039748 0.00290923 0.00428795 0.00446682 0.00440109 0.00283972 0.00042494 0.00233701 0.00272090 0.00446198 0.00436052 0.00421986 0.00429339 0.00354563 0.00364398 0.00378555 0.00418351 0.00337363 0.00406855 0.00400760 0.00440063 0.00283521 0.00445237 0.00423117 0.00400070 0.00447122 0.00345667 0.00427336 0.00360526 0.00476494 0.00278181 0.00041752 0.00425459 0.00443564 0.00447820 0.00427671 0.00430186 0.00427142 0.00423260 0.00352494 0.00399778 0.00401484 0.00415050 0.00357528 0.00427405 0.00425782 0.00419504 0.00423652 0.00426779 0.00022960 0.00442511 0.00432765 0.00439697 0.00428503 0.00422476 0.00435338 0.00416850 0.00021870 0.00482798 0.00446168 0.00395815 0.00428984 0.05959756 0.00397241 0.00386688 0.00405909 0.00038786 0.00036620 0.00427409 0.00496430 0.00421759 0.00408544 0.00424716 0.00276214 0.00285721 0.00403478 0.00414929 0.00432913 0.00417461 0.00433497 0.00436427 0.00278512 0.00435204 0.00021336 0.00281794 0.00409124 0.00030223 0.00428883 0.00053899 0.00355418 0.00431054 0.00433647 0.00411162 0.00276297 0.00354577 0.00429764 0.00420503 0.00427353 0.00410283 0.00438750 0.00426787 0.00395739 0.00021986 0.00284196 0 0.00409494 0.00438314 0.00449060 0.00387569 0.00474975 0.00429098 0.00404134 0.00440278 0.00469980 0.00254733 0.00021813 0.00376361 0.00447486 0.00279968 0.00413886 0.00417857 0.00403530 0.00414603 0.00445650 0.00347938 0.00431546 0.00446023 0.00430339 0.00403431 0.00052836 0.00417681 0.00440209 0.00276113 0.00314831 0.00437957 0.00442678
s_3434 0.00033079 0.00015178 0.00023653 0.00015791 0.00352040 0.00412795 0.00356285 0.00374189 0.00373657 0.00365386 0.00229464 0.00351760 0.00016411 0.00343861 0.00037724 0.00015457 0.00387143 0.00366508 0.00025074 0.00014773 0.00371245 0.00371091 0.00411948 0.00301205 0.00348173 0.00016997 0.00020313 0.00014888 0.00017993 0.00038282 0.00399664 0.00030924 0.00018951 0.00357490 0.00015043 0.00039248 0.00014505 0.00370529 0.00017314 0.00395609 0.00025243 0.00014646 0.00376672 0.00015364 0.00396414 0.00453043 0.00361303 0.00411366 0.00017914 0.00413988 0.00234146 0.00016644 0.00014104 0.00014305 0.00357201 0.00393206 0.00023219 0.00024428 0.00020334 0.00391606 0.00358756 0.00361391 0.00351872 0.00015243 0.00014547 0.00351445 0.00015870 0.00364266 0.00018088 0.00014488 0.00019409 0.00230138 0.00026335 0.00365413 0.00472954 0.00015087 0.00337044 0.00020736 0.06250974 0.00032823 0.00336284 0.00022913 0.00410896 0.00417842 0.00015207 0.00450333 0.00214058 0.00021060 0.00213872 0.00358419 0.00371196 0.00028201 0.00018460 0.00367550 0.00014784 0.00021373 0.00016428 0.00354394 0.00367083 0.00362752 0.00367400 0.00029342 0.00350833 0.00014344 0.00391403 0.00390333 0.00363574 0.00371440 0.00348364 0.00359674 0.00389136 0.00014402 0.00016340 0.00014937 0.00020656 0.00015948 0.00015418 0.00019180 0.00375331 0.00374088 0.00409494 0 0.00014804 0.00014545 0.00026821 0.00459163 0.00360627 0.00043260 0.00014951 0.00457304 0.00343360 0.00364968 0.00030609 0.00015464 0.00362438 0.00022341 0.00374799 0.00341408 0.00210072 0.00014821 0.00381397 0.00367990 0.00014677 0.00025410 0.00342683 0.00383743 0.00030766 0.00015868 0.00353759 0.00358069 0.00017527 0.00014976
s_3352 0.00027344 0.00002435 0.00017158 0.00003889 0.00380544 0.00442824 0.00395516 0.00401856 0.00402994 0.00399726 0.00231761 0.00399870 0.00003541 0.00379310 0.00030219 0.00003136 0.00440078 0.00383060 0.00017000 0.00002467 0.00399464 0.00399926 0.00440825 0.00309649 0.00368685 0.00003728 0.00010048 0.00002341 0.00008019 0.00027051 0.00424130 0.00019202 0.00008562 0.00376991 0.00002930 0.00028569 0.00002217 0.00397151 0.00003860 0.00433145 0.00012312 0.00002404 0.00403620 0.00001927 0.00425671 0.00509687 0.00391256 0.00437731 0.00008775 0.00455882 0.00238622 0.00007237 0.00001816 0.00002205 0.00393264 0.00411903 0.00010754 0.00012490 0.00006754 0.00422478 0.00391759 0.00398465 0.00386392 0.00002914 0.00002296 0.00377539 0.00003200 0.00395686 0.00008059 0.00001948 0.00008963 0.00231659 0.00017572 0.00396083 0.00532340 0.00002470 0.00356197 0.00011458 0.03487895 0.00023980 0.00370927 0.00010320 0.00441559 0.00450174 0.00002303 0.00496872 0.00213604 0.00008112 0.00214269 0.00378888 0.00396578 0.00017283 0.00008526 0.00399412 0.00001153 0.00009580 0.00004878 0.00378354 0.00400207 0.00391860 0.00382892 0.00019415 0.00378369 0.00001753 0.00410066 0.00417676 0.00397137 0.00400611 0.00378756 0.00389436 0.00411921 0.00002010 0.00004384 0.00003199 0.00008358 0.00005543 0.00003441 0.00007821 0.00406838 0.00405129 0.00438314 0.00014804 0 0.00002747 0.00013347 0.00507610 0.00392459 0.00034407 0.00002998 0.00512500 0.00362438 0.00396166 0.00017505 0.00002747 0.00393377 0.00009287 0.00407352 0.00364583 0.00207134 0.00002787 0.00408635 0.00398706 0.00003356 0.00017995 0.00367085 0.00409229 0.00019291 0.00004158 0.00375648 0.00387196 0.00006425 0.00003204
s_3419 0.00027087 0.00002732 0.00016126 0.00004023 0.00383852 0.00448768 0.00395761 0.00413903 0.00403386 0.00400264 0.00228601 0.00394361 0.00002864 0.00374889 0.00029679 0.00003344 0.00445937 0.00395197 0.00017243 0.00002804 0.00410765 0.00399664 0.00450713 0.00306556 0.00369831 0.00003776 0.00009699 0.00001990 0.00008009 0.00027729 0.00416240 0.00018858 0.00008443 0.00369704 0.00002677 0.00027983 0.00002179 0.00396896 0.00004377 0.00434416 0.00012128 0.00002422 0.00399406 0.00001950 0.00421251 0.00511463 0.00389222 0.00446009 0.00008541 0.00457953 0.00236098 0.00007046 0.00001870 0.00001694 0.00394457 0.00414360 0.00010139 0.00011732 0.00006498 0.00416629 0.00391960 0.00403218 0.00390270 0.00002777 0.00002098 0.00378911 0.00002928 0.00396645 0.00007856 0.00002377 0.00008149 0.00232859 0.00017489 0.00396911 0.00533103 0.00002394 0.00357173 0.00010917 0.05622302 0.00023449 0.00369292 0.00009712 0.00453298 0.00460119 0.00002419 0.00499383 0.00210311 0.00007726 0.00211288 0.00376999 0.00400821 0.00015661 0.00008458 0.00407754 0.00002142 0.00009816 0.00004983 0.00380295 0.00401093 0.00393334 0.00392918 0.00019137 0.00379123 0.00001933 0.00409198 0.00412821 0.00396882 0.00404295 0.00380566 0.00388356 0.00413089 0.00001907 0.00004365 0.00002717 0.00008291 0.00005386 0.00003584 0.00007421 0.00409166 0.00405187 0.00449060 0.00014545 0.00002747 0 0.00012764 0.00512208 0.00392094 0.00036470 0.00003025 0.00512450 0.00363186 0.00396671 0.00017142 0.00002390 0.00389031 0.00008700 0.00415921 0.00366561 0.00204904 0.00002991 0.00403569 0.00405680 0.00003238 0.00018606 0.00367292 0.00417734 0.00018973 0.00003979 0.00375637 0.00387226 0.00006418 0.00003285
s_3298 0.00031447 0.00013359 0.00025479 0.00014756 0.00351565 0.00394936 0.00344965 0.00348252 0.00357728 0.00360421 0.00202057 0.00343633 0.00014858 0.00337591 0.00030629 0.00015136 0.00390412 0.00344081 0.00026314 0.00012978 0.00351865 0.00365399 0.00388608 0.00289875 0.00333729 0.00013716 0.00018067 0.00013120 0.00017285 0.00027621 0.00380729 0.00022765 0.00018422 0.00339140 0.00015671 0.00031906 0.00013291 0.00364463 0.00014004 0.00407790 0.00015806 0.00012940 0.00369942 0.00013568 0.00378565 0.00440891 0.00361744 0.00389994 0.00017291 0.00431046 0.00204240 0.00016926 0.00013487 0.00013943 0.00348962 0.00373133 0.00015360 0.00016066 0.00008563 0.00380976 0.00361906 0.00345726 0.00338633 0.00014549 0.00013691 0.00341542 0.00013339 0.00360218 0.00016855 0.00013625 0.00017369 0.00202931 0.00025339 0.00354843 0.00459084 0.00013032 0.00326402 0.00018725 0.06726283 0.00026047 0.00344068 0.00015259 0.00388804 0.00395062 0.00013721 0.00440278 0.00193131 0.00012986 0.00193992 0.00352503 0.00344872 0.00021281 0.00017981 0.00347640 0.00013771 0.00013050 0.00013456 0.00339012 0.00363804 0.00349798 0.00348380 0.00027962 0.00342395 0.00013655 0.00371539 0.00374675 0.00360905 0.00348389 0.00341079 0.00362205 0.00378315 0.00013415 0.00014680 0.00015036 0.00012091 0.00014894 0.00015084 0.00017901 0.00362402 0.00364652 0.00387569 0.00026821 0.00013347 0.00012764 0 0.00440955 0.00357250 0.00043440 0.00013882 0.00445189 0.00332406 0.00362594 0.00017447 0.00013216 0.00362776 0.00014348 0.00362869 0.00336514 0.00189688 0.00013503 0.00368605 0.00344059 0.00014062 0.00024709 0.00337288 0.00373455 0.00028083 0.00014283 0.00347764 0.00359735 0.00016080 0.00013246
s_3365 0.00461866 0.00509486 0.00448665 0.00507207 0.00469306 0.00484046 0.00491873 0.00507560 0.00491549 0.00445553 0.00497750 0.00504945 0.00487157 0.00473691 0.00458484 0.00482964 0.00481341 0.00480852 0.00486702 0.00508721 0.00493792 0.00485917 0.00477563 0.00383277 0.00452682 0.00508325 0.00500664 0.00489027 0.00506361 0.00400035 0.00502594 0.00436735 0.00497101 0.00434518 0.00478092 0.00463611 0.00505336 0.00485365 0.00504197 0.00054323 0.00466724 0.00510844 0.00474143 0.00491804 0.00486049 0.00023249 0.00471272 0.00478361 0.00502315 0.00037732 0.00508579 0.00505671 0.00498147 0.00491288 0.00488351 0.00488796 0.00479318 0.00472096 0.00478348 0.00487326 0.00475673 0.00498981 0.00478709 0.00488768 0.00494240 0.00424066 0.00503918 0.00483044 0.00497646 0.00492882 0.00482615 0.00489437 0.00480575 0.00442082 0.00027011 0.00508504 0.00435233 0.00498873 0.09211451 0.00462558 0.00441426 0.00488530 0.00486087 0.00478845 0.00491245 0.00187476 0.00469324 0.00481905 0.00470297 0.00460311 0.00488452 0.00467050 0.00493563 0.00505452 0.00489359 0.00505605 0.00505413 0.00465397 0.00487467 0.00437132 0.00480104 0.00468095 0.00423088 0.00497023 0.00456947 0.00487358 0.00478234 0.00503907 0.00472796 0.00475117 0.00488718 0.00494064 0.00481061 0.00485418 0.00486459 0.00510650 0.00492178 0.00449967 0.00460335 0.00486174 0.00474975 0.00459163 0.00507610 0.00512208 0.00440955 0 0.00475385 0.00447766 0.00504050 0.00024496 0.00463411 0.00445222 0.00428221 0.00510347 0.00471381 0.00485686 0.00496192 0.00438819 0.00461472 0.00508397 0.00466756 0.00505946 0.00505515 0.00482031 0.00443879 0.00445072 0.00467003 0.00501747 0.00458436 0.00487371 0.00494166 0.00504247
s_3320 0.00353496 0.00388355 0.00380134 0.00390244 0.00015763 0.00434917 0.00344630 0.00387288 0.00136146 0.00392132 0.00378241 0.00390102 0.00392928 0.00339777 0.00356660 0.00374095 0.00429490 0.00139014 0.00372573 0.00389996 0.00014785 0.00137151 0.00425790 0.00121657 0.00130264 0.00392269 0.00375231 0.00377143 0.00382683 0.00331906 0.00401284 0.00343274 0.00382264 0.00352130 0.00395291 0.00376012 0.00388193 0.00135197 0.00391720 0.00442651 0.00363944 0.00389894 0.00387996 0.00386668 0.00391747 0.00474157 0.00133649 0.00429534 0.00380950 0.00474614 0.00380881 0.00381775 0.00384282 0.00383147 0.00349656 0.00390570 0.00385689 0.00382709 0.00382768 0.00399828 0.00015892 0.00384799 0.00340470 0.00398700 0.00381760 0.00375866 0.00386966 0.00014552 0.00383122 0.00381541 0.00372905 0.00367401 0.00370767 0.00392146 0.00494506 0.00388444 0.00041335 0.00378795 0.06826129 0.00365201 0.00336305 0.00390282 0.00428604 0.00432057 0.00384416 0.00468774 0.00364200 0.00375901 0.00365116 0.00135640 0.00131212 0.00370103 0.00379787 0.00386806 0.00377143 0.00383475 0.00377889 0.00130059 0.00013918 0.00386299 0.00145628 0.00374885 0.00373376 0.00383095 0.00407235 0.00395111 0.00015266 0.00384866 0.00345162 0.00133623 0.00394235 0.00383720 0.00372570 0.00390117 0.00379109 0.00394842 0.00397380 0.00354272 0.00393089 0.00138415 0.00429098 0.00360627 0.00392459 0.00392094 0.00357250 0.00475385 0 0.00360893 0.00391520 0.00479456 0.00153483 0.00396186 0.00348105 0.00390931 0.00131467 0.00386747 0.00362012 0.00050110 0.00359748 0.00389136 0.00381324 0.00386713 0.00390229 0.00372980 0.00030350 0.00411386 0.00366472 0.00386008 0.00137822 0.00378629 0.00384788 0.00385693
