	Acinetobacter_lwoffii_N199_BC07	Acinetobacter_pittii_N104_BC09	Acinetobacter_pittii_N214_BC03	Aerococcus_viridans_N127_BC12	Bacillus_cereus_N128_BC08	Bacillus_cereus_N204_BC03	Bacillus_thuringiensis_N101_BC05	Bacillus_thuringiensis_N118_BC06	Bacillus_thuringiensis_N128_BC08	Bacillus_thuringiensis_N162_BC02	Bacillus_thuringiensis_N183_BC12	Bacillus_thuringiensis_N219_BC01	Bacillus_thuringiensis_N221_BC09	Bacillus_thuringiensis_N236_BC05	Bacillus_thuringiensis_N238_BC12	Burkholderia_cenocepacia_N139_BC07	Burkholderia_cenocepacia_N209_BC12	Burkholderia_contaminans_N151_BC06	Burkholderia_lata_N104_BC06	Burkholderia_lata_N127_BC08	Burkholderia_lata_N127_BC10	Burkholderia_lata_N139_BC07	Burkholderia_lata_N139_BC08	Burkholderia_lata_N150_BC11	Burkholderia_lata_N151_BC06	Burkholderia_lata_N200_BC05	Candida_albicans_N235_BC07	Candida_dubliniensis_N235_BC07	Candida_dubliniensis_N239_BC02	Chromobacterium_vaccinii_N175_BC04	Chromobacterium_vaccinii_N183_BC04	Chromobacterium_vaccinii_N187_BC02	Chromobacterium_vaccinii_N196_BC09	Chromobacterium_vaccinii_N208_BC01	Chromobacterium_vaccinii_N227_BC02	Chromobacterium_vaccinii_N228_BC06	Chromobacterium_violaceum_N196_BC11	Chromobacterium_violaceum_N221_BC06	Comamonas_testosteroni_N114_BC09	Corynebacterium_striatum_N230_BC07	Elizabethkingia_anophelis_N109_BC09	Elizabethkingia_anophelis_N167_BC01	Elizabethkingia_anophelis_N221_BC03	Elizabethkingia_genomosp._N155_BC09	Elizabethkingia_genomosp._N221_BC03	Elizabethkingia_miricola_N109_BC06	Elizabethkingia_miricola_N109_BC10	Elizabethkingia_miricola_N138_BC07	Elizabethkingia_miricola_N161_BC04	Elizabethkingia_miricola_N161_BC05	Elizabethkingia_miricola_N161_BC06	Elizabethkingia_miricola_N167_BC02	Elizabethkingia_miricola_N167_BC04	Elizabethkingia_miricola_N171_BC04	Elizabethkingia_miricola_N194_BC10	Elizabethkingia_miricola_N217_BC08	Elizabethkingia_miricola_N239_BC03	Enterococcus_sp._N233_BC08	Lysinibacillus_sp._N170_BC01	Lysinibacillus_sp._N220_BC01	Lysinibacillus_sp._N234_BC11	Macrococcus_sp._N125_BC08	Paenibacillus_sp._N132_BC08	Paenibacillus_sp._N143_BC11	Paenibacillus_sp._N173_BC04	Paenibacillus_sp._N190_BC10	Paenibacillus_sp._N198_BC04	Paenibacillus_sp._N220_BC06	Paenibacillus_xylanexedens_N101_BC06	Paenibacillus_xylanexedens_N195_BC10	Pantoea_rwandensis_N156_BC03	Plautia_stali_N105_BC01	Pseudomonas_oryzihabitans_N112_BC11	Pseudomonas_putida_N188_BC01	Pseudomonas_putida_N192_BC11	Pseudomonas_putida_N198_BC03	Pseudomonas_putida_N227_BC03	Pseudomonas_resinovorans_N133_BC12	Pseudomonas_sp._N104_BC04	Sphingomonas_sp._N156_BC01	Sphingomonas_sp._N156_BC02	Sphingomonas_sp._N162_BC07	Sphingomonas_sp._N182_BC07	Sphingomonas_sp._N182_BC08	Sphingomonas_sp._N215_BC02	Sphingomonas_sp._N216_BC07	Sphingomonas_sp._N223_BC05	Staphylococcus_capitis_N103_BC08	Staphylococcus_capitis_N108_BC10	Staphylococcus_capitis_N113_BC01	Staphylococcus_capitis_N113_BC02	Staphylococcus_capitis_N113_BC03	Staphylococcus_capitis_N114_BC03	Staphylococcus_capitis_N116_BC10	Staphylococcus_capitis_N121_BC07	Staphylococcus_capitis_N125_BC06	Staphylococcus_capitis_N125_BC07	Staphylococcus_capitis_N125_BC08	Staphylococcus_capitis_N128_BC08	Staphylococcus_capitis_N128_BC10	Staphylococcus_capitis_N128_BC11	Staphylococcus_capitis_N131_BC08	Staphylococcus_capitis_N131_BC09	Staphylococcus_capitis_N131_BC10	Staphylococcus_capitis_N135_BC02	Staphylococcus_capitis_N135_BC03	Staphylococcus_capitis_N136_BC10	Staphylococcus_capitis_N140_BC11	Staphylococcus_capitis_N154_BC02	Staphylococcus_capitis_N165_BC06	Staphylococcus_capitis_N169_BC03	Staphylococcus_capitis_N176_BC05	Staphylococcus_capitis_N176_BC06	Staphylococcus_capitis_N178_BC01	Staphylococcus_capitis_N181_BC06	Staphylococcus_capitis_N188_BC05	Staphylococcus_capitis_N200_BC09	Staphylococcus_capitis_N202_BC02	Staphylococcus_capitis_N203_BC06	Staphylococcus_capitis_N209_BC03	Staphylococcus_capitis_N210_BC05	Staphylococcus_capitis_N212_BC03	Staphylococcus_capitis_N217_BC06	Staphylococcus_capitis_N218_BC02	Staphylococcus_capitis_N220_BC11	Staphylococcus_capitis_N221_BC07	Staphylococcus_capitis_N225_BC11	Staphylococcus_capitis_N233_BC04	Staphylococcus_capitis_N235_BC02	Staphylococcus_capitis_N237_BC11	Staphylococcus_capitis_N238_BC04	Staphylococcus_cohnii_N101_BC08	Staphylococcus_cohnii_N129_BC02	Staphylococcus_kloosii_N232_BC10	Staphylococcus_piscifermentans_N233_BC03	Staphylococcus_succinus_N168_BC08	Staphylococcus_succinus_N176_BC09	Staphylococcus_succinus_N176_BC11	Staphylococcus_succinus_N176_BC12	Staphylococcus_succinus_N202_BC08	Staphylococcus_succinus_N225_BC07	Stenotrophomonas_maltophilia_N116_BC12	Stenotrophomonas_maltophilia_N117_BC02	Stenotrophomonas_maltophilia_N131_BC06	Stenotrophomonas_maltophilia_N178_BC12	Stenotrophomonas_maltophilia_N188_BC07	Stenotrophomonas_maltophilia_N188_BC09	Stenotrophomonas_maltophilia_N188_BC10	Stenotrophomonas_maltophilia_N201_BC07	Stenotrophomonas_maltophilia_N203_BC03	Stenotrophomonas_maltophilia_N216_BC11	Stenotrophomonas_maltophilia_N228_BC08	Streptococcus_salivarius_N174_BC07	
Staphylococcus_capitis_N203_BC06	0.405585	1.0	0.35328	0.320287	0.35328	0.328965	0.405585	0.372583	0.328965	0.339586	0.339586	0.372583	0.339586	0.372583	0.339586	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.35328	0.339586	0.328965	0.328965	0.300994	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.35328	0.372583	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.372583	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00747888	0.0183314	0.00770681	0.00875545	0.0136447	0.0241214	0.0158608	0.0116525	0.0310544	0.00756679	0.0113485	0.0114374	0.00836129	0.00937399	0.0160642	0.0149969	0.0262015	0.00798245	0.00753744	0.00882192	0.0114374	0.0100582	0.00649613	0.00785159	0.02559	0.0067969	0.0107664	0.00639579	0.0412986	0.00754844	0.0157136	0	0.00682512	0.00659004	0.00698824	0.0172715	0.00901478	0.0185887	0.00666341	0.00995425	0.0139536	0.0069491	0.0111233	0.00621721	0.239237	0.236445	0.217673	0.236445	0.248764	0.23782	0.240698	0.239237	0.250557	0.23782	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	
Staphylococcus_capitis_N209_BC03	0.405585	1.0	0.35328	0.295981	0.35328	0.328965	0.405585	0.372583	0.328965	0.339586	0.339586	0.372583	0.339586	0.372583	0.339586	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.320287	0.35328	0.339586	0.339586	0.300994	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.35328	0.372583	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.372583	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00296617	0.0146108	0.00350444	0.00418777	0.00820507	0.0229674	0.0119657	0.00772531	0.028753	0.00395703	0.00750814	0.00698824	0.00426741	0.00570154	0.0183254	0.0185272	0.0293387	0.00322164	0.00199164	0.00439062	0.00726447	0.00630972	0.00202126	0.003361	0.0208213	0.00251625	0.00615579	0.00186034	0.0389959	0.00343111	0.0156485	0.00682512	0	0.0014621	0.00256349	0.0166287	0.00480971	0.0165496	0.00229294	0.00535258	0.013267	0.00332024	0.00935386	0.00333479	0.236445	0.23782	0.216771	0.236445	0.247037	0.236445	0.239237	0.23782	0.250557	0.232543	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.35328	
Staphylococcus_capitis_N210_BC05	0.405585	1.0	0.35328	0.295981	0.35328	0.328965	0.405585	0.372583	0.328965	0.339586	0.339586	0.372583	0.339586	0.372583	0.339586	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.320287	0.35328	0.339586	0.339586	0.300994	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.35328	0.372583	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.372583	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00289792	0.0146522	0.00348094	0.00408417	0.00824686	0.0228277	0.0119383	0.00769202	0.0285697	0.00392087	0.00736592	0.00688878	0.00424593	0.00569822	0.018095	0.018368	0.0290675	0.00352208	0.00232584	0.0043999	0.00726808	0.00625142	0.00193524	0.00332606	0.0206663	0.0025218	0.00625827	0.00176452	0.038878	0.00329118	0.0155026	0.00659004	0.0014621	0	0.00249961	0.016691	0.00464278	0.0164933	0.0021783	0.00529723	0.0131942	0.00312359	0.00933376	0.00317543	0.236445	0.23782	0.217673	0.236445	0.247037	0.236445	0.240698	0.23782	0.250557	0.235108	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.35328	
Staphylococcus_capitis_N212_BC03	1.0	1.0	0.35328	0.295981	0.328965	0.312952	0.405585	0.339586	0.312952	0.339586	0.320287	0.339586	0.320287	0.339586	0.320287	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	1.0	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.320287	0.35328	0.339586	0.339586	0.300994	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.35328	0.372583	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.372583	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00301182	0.0142772	0.00359284	0.00421224	0.00845332	0.0228204	0.0117564	0.00757046	0.0286154	0.0039842	0.00728255	0.00661097	0.00418472	0.00561864	0.0180288	0.0181494	0.0289932	0.00445255	0.00325058	0.00453339	0.0070596	0.00616602	0.00195402	0.00327087	0.0201742	0.0025107	0.00594242	0.00200779	0.039167	0.00345161	0.0156268	0.00698824	0.00256349	0.00249961	0	0.0174409	0.00459581	0.0162526	0.00213483	0.00516121	0.012982	0.00340479	0.00917761	0.00330861	0.236445	0.239237	0.214163	0.231311	0.242205	0.232543	0.235108	0.236445	0.247037	0.231311	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.35328	
Staphylococcus_capitis_N217_BC06	0.405585	1.0	0.405585	0.320287	0.35328	0.328965	0.405585	0.372583	0.339586	0.339586	0.339586	0.372583	0.339586	0.372583	0.339586	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.35328	0.35328	0.339586	0.328965	0.300994	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.35328	0.372583	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.372583	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0182463	0.0291421	0.0184536	0.0193269	0.0239139	0.0355869	0.0252815	0.0224855	0.0419852	0.0182828	0.0220695	0.0221907	0.0190301	0.0199709	0.0254678	0.0283241	0.0394055	0.0178312	0.0173941	0.0196339	0.0223125	0.0204256	0.0170629	0.0183193	0.0375228	0.0173415	0.0214028	0.0171091	0.0513178	0.018368	0.0182039	0.0172715	0.0166287	0.016691	0.0174409	0	0.0195568	0.0290675	0.0172076	0.0203658	0.0250885	0.0175762	0.021313	0.0167251	0.23782	0.242205	0.214163	0.235108	0.243761	0.235108	0.236445	0.236445	0.248764	0.23011	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	
Staphylococcus_capitis_N218_BC02	0.405585	1.0	0.339586	0.300994	0.372583	0.339586	0.372583	0.372583	0.328965	0.35328	0.35328	0.372583	0.339586	0.372583	0.339586	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.328965	0.35328	0.328965	0.339586	0.291447	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.35328	0.372583	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.372583	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00507751	0.0152191	0.00545723	0.0064096	0.00858058	0.0249686	0.013233	0.00980554	0.0291981	0.00598962	0.00879061	0.00884936	0.00630285	0.00750814	0.0198018	0.0183254	0.0302075	0.00641305	0.00532651	0.00663542	0.00901083	0.00795246	0.00423367	0.00540156	0.0225361	0.00455521	0.00806139	0.00420306	0.0416686	0.00558558	0.0180108	0.00901478	0.00480971	0.00464278	0.00459581	0.0195568	0	0.0172308	0.00429506	0.00739865	0.0157953	0.00535258	0.0104325	0.00538849	0.239237	0.243761	0.221466	0.233808	0.248764	0.236445	0.239237	0.23782	0.248764	0.235108	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.35328	
Staphylococcus_capitis_N220_BC11	1.0	1.0	0.405585	0.35328	0.35328	0.328965	0.35328	0.35328	0.328965	0.339586	0.328965	0.372583	0.35328	0.372583	0.372583	0.372583	0.372583	0.35328	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	0.405585	0.372583	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.339586	0.372583	0.339586	0.372583	0.312952	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.372583	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.016674	0.0281257	0.017167	0.0178969	0.0214236	0.0316302	0.0237309	0.0202533	0.036782	0.0166627	0.0190804	0.0198993	0.0173648	0.018083	0.0279912	0.0274951	0.0369654	0.0166854	0.0169593	0.0183924	0.0203393	0.0187184	0.0159156	0.0167137	0.0322076	0.0161637	0.0193333	0.0158772	0.0483865	0.0167763	0.0276006	0.0185887	0.0165496	0.0164933	0.0162526	0.0290675	0.0172308	0	0.01602	0.0192635	0.0230043	0.0164371	0.017324	0.0154327	0.248764	0.25242	0.222464	0.250557	0.250557	0.247037	0.247037	0.248764	0.25242	0.245371	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	
Staphylococcus_capitis_N221_BC07	0.405585	1.0	0.35328	0.295981	0.35328	0.328965	0.405585	0.372583	0.328965	0.339586	0.339586	0.372583	0.339586	0.372583	0.339586	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.320287	0.35328	0.339586	0.339586	0.300994	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.35328	0.372583	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.372583	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00271163	0.0139687	0.00332897	0.00406595	0.00825066	0.0227107	0.0116525	0.00728616	0.0284239	0.00380387	0.00704174	0.00652738	0.00398722	0.00532326	0.0179029	0.0177716	0.028524	0.00423061	0.00292348	0.00420306	0.00696333	0.00609458	0.00160868	0.00300325	0.020161	0.00219463	0.00557898	0.00167189	0.0389041	0.00323321	0.0153203	0.00666341	0.00229294	0.0021783	0.00213483	0.0172076	0.00429506	0.01602	0	0.00461146	0.0129102	0.00300896	0.00873984	0.00294623	0.235108	0.23782	0.220489	0.236445	0.245371	0.233808	0.23782	0.239237	0.248764	0.235108	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.35328	
Staphylococcus_capitis_N225_BC11	0.405585	1.0	0.339586	0.295981	0.35328	0.320287	0.372583	0.372583	0.320287	0.339586	0.328965	0.372583	0.328965	0.35328	0.328965	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.320287	0.35328	0.328965	0.339586	0.300994	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.35328	0.372583	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.372583	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0055988	0.0157571	0.00626855	0.0069918	0.00949519	0.0262685	0.0143129	0.00952763	0.0293199	0.00661097	0.00929761	0.00917761	0.00674058	0.00813688	0.0199709	0.0211343	0.0308253	0.0071133	0.00577481	0.0069918	0.00952763	0.00869309	0.0047781	0.0059795	0.0204057	0.00513863	0.00833835	0.00473708	0.0424661	0.00595252	0.0169823	0.00995425	0.00535258	0.00529723	0.00516121	0.0203658	0.00739865	0.0192635	0.00461146	0	0.0169881	0.00617624	0.0112864	0.00612176	0.236445	0.242205	0.216771	0.239237	0.248764	0.239237	0.240698	0.239237	0.25242	0.233808	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.339586	
Staphylococcus_capitis_N233_BC04	0.405585	1.0	0.372583	0.35328	0.35328	0.328965	0.35328	0.35328	0.328965	0.328965	0.328965	0.372583	0.339586	0.372583	0.339586	0.372583	0.372583	0.35328	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	0.405585	0.372583	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.35328	0.35328	0.328965	0.339586	0.312952	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.35328	0.372583	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.372583	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0135706	0.0233837	0.0138885	0.015166	0.0233163	0.0287714	0.0215486	0.0140946	0.0330427	0.0138385	0.0170976	0.0180168	0.0143333	0.0150549	0.0228644	0.024315	0.0336061	0.0138085	0.0138985	0.0152297	0.0179627	0.0153898	0.0126111	0.0141401	0.0311646	0.0130493	0.0176116	0.0126725	0.0495721	0.0138635	0.0247146	0.0139536	0.013267	0.0131942	0.012982	0.0250885	0.0157953	0.0230043	0.0129102	0.0169881	0	0.011657	0.0167991	0.0124982	0.245371	0.248764	0.224525	0.235108	0.258493	0.256381	0.258493	0.256381	0.260703	0.258493	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	
Staphylococcus_capitis_N235_BC02	0.405585	1.0	0.339586	0.295981	0.339586	0.320287	0.372583	0.35328	0.328965	0.339586	0.339586	0.372583	0.328965	0.35328	0.328965	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.320287	0.35328	0.339586	0.339586	0.291447	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.35328	0.372583	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.372583	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00371142	0.0143589	0.00417555	0.00504862	0.00946684	0.0230486	0.0124046	0.006974	0.027813	0.00432891	0.00817094	0.00758883	0.00495587	0.00541464	0.0183558	0.0183132	0.0292449	0.004924	0.00386677	0.0052032	0.00783669	0.00692779	0.00283277	0.00423061	0.0217866	0.00325637	0.00697044	0.00270882	0.0396728	0.0040781	0.0155943	0.0069491	0.00332024	0.00312359	0.00340479	0.0175762	0.00535258	0.0164371	0.00300896	0.00617624	0.011657	0	0.00961304	0.00365499	0.239237	0.243761	0.216771	0.231311	0.248764	0.23782	0.240698	0.236445	0.250557	0.236445	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	
Staphylococcus_capitis_N237_BC11	0.405585	1.0	0.35328	0.291447	0.35328	0.328965	0.35328	0.372583	0.320287	0.339586	0.328965	0.372583	0.339586	0.372583	0.339586	0.372583	0.372583	0.35328	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.320287	0.35328	0.328965	0.339586	0.291447	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.35328	0.372583	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.372583	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00976033	0.019679	0.0100207	0.010775	0.0137836	0.026143	0.0178969	0.0142365	0.0281437	0.00991283	0.0131265	0.0134329	0.010458	0.0111409	0.0201676	0.0209093	0.0298605	0.0100582	0.00992525	0.0112555	0.0131942	0.0117112	0.0088572	0.00985499	0.0253138	0.00920555	0.0120069	0.00881017	0.0430142	0.0101124	0.0201478	0.0111233	0.00935386	0.00933376	0.00917761	0.021313	0.0104325	0.017324	0.00873984	0.0112864	0.0167991	0.00961304	0	0.00863481	0.239237	0.243761	0.222464	0.239237	0.250557	0.240698	0.242205	0.240698	0.25242	0.240698	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	
Staphylococcus_capitis_N238_BC04	0.405585	1.0	0.35328	0.295981	0.35328	0.328965	0.405585	0.35328	0.328965	0.339586	0.339586	0.372583	0.339586	0.372583	0.339586	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.320287	0.35328	0.339586	0.339586	0.300994	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.35328	0.372583	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.372583	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00394798	0.0151024	0.00434432	0.00516121	0.00966202	0.0214721	0.01177	0.00815958	0.0284421	0.00341941	0.00717794	0.00776237	0.00495268	0.00595926	0.017653	0.0179988	0.028652	0.00513219	0.0041359	0.00540483	0.00812554	0.0066005	0.00272567	0.00418166	0.0218217	0.00327377	0.00708464	0.00288657	0.0382696	0.00433815	0.015299	0.00621721	0.00333479	0.00317543	0.00330861	0.0167251	0.00538849	0.0154327	0.00294623	0.00612176	0.0124982	0.00365499	0.00863481	0	0.242205	0.245371	0.217673	0.236445	0.247037	0.235108	0.239237	0.239237	0.250557	0.239237	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	
Staphylococcus_cohnii_N101_BC08	0.405585	1.0	0.372583	0.339586	0.372583	0.372583	0.405585	0.35328	0.35328	0.35328	0.372583	0.372583	0.35328	0.372583	0.35328	0.372583	0.372583	0.372583	1.0	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.372583	0.339586	0.339586	0.328965	0.291447	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	0.372583	1.0	1.0	0.405585	0.405585	0.405585	0.405585	0.372583	0.405585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.235108	0.250557	0.239237	0.236445	0.239237	0.254359	0.240698	0.25242	0.240698	0.242205	0.240698	0.22668	0.233808	0.242205	0.245371	0.243761	0.256381	0.235108	0.236445	0.233808	0.240698	0.245371	0.233808	0.232543	0.236445	0.236445	0.236445	0.235108	0.243761	0.23782	0.247037	0.239237	0.236445	0.236445	0.236445	0.23782	0.239237	0.248764	0.235108	0.236445	0.245371	0.239237	0.239237	0.242205	0	0.0103098	0.190183	0.242205	0.205675	0.192258	0.192258	0.198488	0.196705	0.183134	0.405585	0.405585	0.405585	1.0	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.405585	0.372583	
