species	sample	contig	start	end	AR_gene
Staphylococcus_capitis	N110_BC07	tig00000431	219035	221025	MECA_Bla
Staphylococcus_capitis	N111_BC06	tig00000000	6987	7767	Spc_AGly
Staphylococcus_capitis	N111_BC06	tig00000000	1197144	1197923	Spc_AGly
Staphylococcus_capitis	N111_BC06	tig00000000	22927	23695	AadD_AGly
Staphylococcus_capitis	N111_BC06	tig00000000	7893	8620	ErmA_MLS
Staphylococcus_capitis	N111_BC06	tig00000000	17519	19509	MECA_Bla
Staphylococcus_capitis	N111_BC06	tig00000000	1198044	1198768	ErmA_MLS
Staphylococcus_capitis	N111_BC06	tig00000000	862131	863554	Aac6-Aph2_AGly
Staphylococcus_capitis	N111_BC06	tig00000000	859908	860390	DfrC_Tmt
Staphylococcus_capitis	N111_BC06	tig00000023	1381831	1382609	Spc_AGly
Staphylococcus_capitis	N111_BC06	tig00000023	243	962	ErmA_MLS
Staphylococcus_capitis	N111_BC06	tig00000023	1382735	1383442	ErmA_MLS
Staphylococcus_capitis	N113_BC01	tig00000239	796472	797899	Aac6-Aph2_AGly
Staphylococcus_capitis	N113_BC02	tig00000002	507714	509139	Aac6-Aph2_AGly
Staphylococcus_capitis	N113_BC02	tig00000073	229463	231451	MECA_Bla
Staphylococcus_capitis	N113_BC03	tig00000022	15742	17165	Aac6-Aph2_AGly
Staphylococcus_capitis	N114_BC03	tig00000010	39876	40702	BlaZ_Bla
Staphylococcus_capitis	N114_BC03	tig00000172	3180	3956	Spc_AGly
Staphylococcus_capitis	N114_BC03	tig00000172	4081	4804	ErmA_MLS
Staphylococcus_capitis	N116_BC08	tig00000000	2631599	2632369	AadD_AGly
Staphylococcus_capitis	N116_BC08	tig00000000	1185369	1186148	Spc_AGly
Staphylococcus_capitis	N116_BC08	tig00000000	2615643	2616422	Spc_AGly
Staphylococcus_capitis	N116_BC08	tig00000000	9236	10004	AadD_AGly
Staphylococcus_capitis	N116_BC08	tig00000000	1186274	1187001	ErmA_MLS
Staphylococcus_capitis	N116_BC08	tig00000000	2616547	2617274	ErmA_MLS
Staphylococcus_capitis	N116_BC08	tig00000000	2626183	2628175	MECA_Bla
Staphylococcus_capitis	N116_BC08	tig00000000	849912	851337	Aac6-Aph2_AGly
Staphylococcus_capitis	N116_BC08	tig00000000	3839	5819	MECA_Bla
Staphylococcus_capitis	N116_BC08	tig00000000	847685	848168	DfrC_Tmt
Staphylococcus_capitis	N116_BC10	tig00000006	12592	14015	Aac6-Aph2_AGly
Staphylococcus_capitis	N117_BC03	tig00000000	2594824	2596251	Aac6-Aph2_AGly
Staphylococcus_capitis	N117_BC03	tig00000000	2168791	2168253	Sat4A_AGly
Staphylococcus_capitis	N117_BC03	tig00000000	2168160	2167370	Aph3-III_AGly
Staphylococcus_capitis	N117_BC03	tig00000000	2575993	2574001	MECA_Bla
Staphylococcus_capitis	N117_BC03	tig00000000	3540385	3541019	Far1_Fcd
Staphylococcus_capitis	N117_BC03	tig00000000	2181015	2181853	BlaZ_Bla
Staphylococcus_capitis	N117_BC03	tig00000000	6805	8169	TetK_Tet
Staphylococcus_capitis	N117_BC04	tig00000055	69367	67377	MECA_Bla
Staphylococcus_capitis	N117_BC04	tig00000057	197751	198387	Far1_Fcd
Staphylococcus_capitis	N117_BC04	tig00000057	227469	226636	BlaZ_Bla
Staphylococcus_capitis	N117_BC04	tig00000055	88236	89662	Aac6-Aph2_AGly
Staphylococcus_capitis	N117_BC05	tig00000170	2548	3183	Far1_Fcd
Staphylococcus_capitis	N117_BC05	tig00000170	846051	844626	Aac6-Aph2_AGly
Staphylococcus_capitis	N117_BC07	tig00000013	172062	173490	Aac6-Aph2_AGly
Staphylococcus_capitis	N117_BC07	tig00000013	2059143	2061133	MECA_Bla
Staphylococcus_capitis	N117_BC08	tig00000032	357	1779	Aac6-Aph2_AGly
Staphylococcus_capitis	N117_BC09	tig00000007	1339484	1340911	Aac6-Aph2_AGly
Staphylococcus_capitis	N119_BC04	tig00000153	24597	22607	MECA_Bla
Staphylococcus_capitis	N119_BC06	tig00000001	443957	445385	Aac6-Aph2_AGly
Staphylococcus_capitis	N119_BC06	tig00000003	56893	57527	Far1_Fcd
Staphylococcus_capitis	N121_BC07	tig00000005	182167	183589	Aac6-Aph2_AGly
Staphylococcus_capitis	N123_BC03	tig00000000	1399113	1399893	Spc_AGly
Staphylococcus_capitis	N123_BC03	tig00000000	1415062	1415832	AadD_AGly
Staphylococcus_capitis	N123_BC03	tig00000000	2471907	2472635	ErmA_MLS
Staphylococcus_capitis	N123_BC03	tig00000000	2471005	2471782	Spc_AGly
Staphylococcus_capitis	N123_BC03	tig00000000	1400018	1400744	ErmA_MLS
Staphylococcus_capitis	N123_BC03	tig00000000	1409645	1411635	MECA_Bla
Staphylococcus_capitis	N123_BC03	tig00000005	43286	45256	MECA_Bla
Staphylococcus_capitis	N123_BC04	tig00000000	1841532	1842959	Aac6-Aph2_AGly
Staphylococcus_capitis	N123_BC04	tig00000000	646318	648307	MECA_Bla
Staphylococcus_capitis	N123_BC05	tig00000000	685067	687057	MECA_Bla
Staphylococcus_capitis	N123_BC05	tig00000000	1838029	1839455	Aac6-Aph2_AGly
Staphylococcus_capitis	N123_BC12	tig00000000	173996	174627	Far1_Fcd
Staphylococcus_capitis	N123_BC12	tig00000003	428286	429712	Aac6-Aph2_AGly
Staphylococcus_capitis	N123_BC12	tig00000051	1576	3568	MECA_Bla
Staphylococcus_capitis	N124_BC01	tig00000001	114151	115579	Aac6-Aph2_AGly
Staphylococcus_capitis	N124_BC01	tig00000011	206433	208420	MECA_Bla
Staphylococcus_capitis	N124_BC01	tig00000012	14355	16344	MECA_Bla
Staphylococcus_capitis	N124_BC02	tig00000000	294797	292808	MECA_Bla
Staphylococcus_capitis	N124_BC02	tig00000000	1492419	1493843	Aac6-Aph2_AGly
Staphylococcus_capitis	N124_BC07	tig00000001	758629	760056	Aac6-Aph2_AGly
Staphylococcus_capitis	N124_BC07	tig00000001	1891063	1893051	MECA_Bla
Staphylococcus_capitis	N125_BC01	tig00000032	698102	700088	MECA_Bla
Staphylococcus_capitis	N125_BC01	tig00000032	2039954	2038529	Aac6-Aph2_AGly
Staphylococcus_capitis	N125_BC05	tig00000000	713276	715263	MECA_Bla
Staphylococcus_capitis	N125_BC05	tig00000000	2058765	2060189	Aac6-Aph2_AGly
Staphylococcus_capitis	N125_BC07	tig00000000	294841	296830	MECA_Bla
Staphylococcus_capitis	N125_BC07	tig00000000	82631	84057	Aac6-Aph2_AGly
Staphylococcus_capitis	N125_BC08	tig00000005	259819	260648	BlaZ_Bla
Staphylococcus_capitis	N125_BC08	tig00000041	63513	64931	Aac6-Aph2_AGly
Staphylococcus_capitis	N125_BC09	tig00000000	989102	987115	MECA_Bla
Staphylococcus_capitis	N125_BC09	tig00000056	65086	64254	BlaZ_Bla
Staphylococcus_capitis	N125_BC09	tig00000000	1007971	1009395	Aac6-Aph2_AGly
Staphylococcus_capitis	N128_BC08	tig00000437	266699	268691	MECA_Bla
Staphylococcus_capitis	N128_BC08	tig00000437	287488	288913	Aac6-Aph2_AGly
Staphylococcus_capitis	N128_BC10	tig00000012	1207529	1209502	MECA_Bla
Staphylococcus_capitis	N128_BC11	tig00000018	424594	426017	Aac6-Aph2_AGly
Staphylococcus_capitis	N129_BC10	tig00000000	1062367	1064357	MECA_Bla
Staphylococcus_capitis	N129_BC10	tig00000000	2402828	2404253	Aac6-Aph2_AGly
Staphylococcus_capitis	N131_BC04	tig00000000	1738349	1739775	Aac6-Aph2_AGly
Staphylococcus_capitis	N131_BC04	tig00000000	586677	588663	MECA_Bla
Staphylococcus_capitis	N131_BC07	tig00000001	759908	761332	Aac6-Aph2_AGly
Staphylococcus_capitis	N131_BC07	tig00000001	1901258	1903209	MECA_Bla
Staphylococcus_capitis	N132_BC06	tig00000001	81818	82543	ErmA_MLS
Staphylococcus_capitis	N132_BC06	tig00000001	82668	83440	Spc_AGly
Staphylococcus_capitis	N132_BC06	tig00000001	70982	72962	MECA_Bla
Staphylococcus_capitis	N132_BC06	tig00000001	66564	67315	AadD_AGly
Staphylococcus_capitis	N132_BC06	tig00000003	329783	330509	ErmA_MLS
Staphylococcus_capitis	N132_BC06	tig00000003	328886	329662	Spc_AGly
Staphylococcus_capitis	N132_BC09	tig00000075	271701	273680	MECA_Bla
Staphylococcus_capitis	N132_BC09	tig00000075	1999329	2000749	Aac6-Aph2_AGly
Staphylococcus_capitis	N132_BC09	tig00000075	1682204	1683604	Aac6-Aph2_AGly
Staphylococcus_capitis	N132_BC09	tig00000075	734427	735970	VgaA_MLS
Staphylococcus_capitis	N134_BC05	tig00000155	2264210	2266196	MECA_Bla
Staphylococcus_capitis	N134_BC05	tig00000155	1135590	1137011	Aac6-Aph2_AGly
Staphylococcus_capitis	N134_BC05	tig00000155	298437	299063	Far1_Fcd
Staphylococcus_capitis	N135_BC01	tig00000022	663525	664302	Spc_AGly
Staphylococcus_capitis	N135_BC01	tig00000022	662675	663401	ErmA_MLS
Staphylococcus_capitis	N135_BC01	tig00000024	684527	685254	ErmA_MLS
Staphylococcus_capitis	N135_BC01	tig00000024	699528	700294	AadD_AGly
Staphylococcus_capitis	N135_BC01	tig00000024	683627	684402	Spc_AGly
Staphylococcus_capitis	N135_BC01	tig00000024	694135	696123	MECA_Bla
Staphylococcus_capitis	N135_BC01	tig00000028	6557	7918	TetK_Tet
Staphylococcus_capitis	N135_BC01	tig00000028	1623	2980	TetK_Tet
Staphylococcus_capitis	N135_BC02	tig00000001	274	2261	MECA_Bla
Staphylococcus_capitis	N135_BC03	tig00000012	2382995	2384983	MECA_Bla
Staphylococcus_capitis	N135_BC03	tig00000012	2361762	2363186	Aac6-Aph2_AGly
Staphylococcus_capitis	N135_BC03	tig00000014	10809	12796	MECA_Bla
Staphylococcus_capitis	N135_BC05	tig00000001	1388441	1389864	Aac6-Aph2_AGly
Staphylococcus_capitis	N135_BC05	tig00000001	5820	7804	MECA_Bla
Staphylococcus_capitis	N136_BC10	tig00000055	2298101	2300087	MECA_Bla
Staphylococcus_capitis	N136_BC10	tig00000055	2276864	2278287	Aac6-Aph2_AGly
Staphylococcus_capitis	N137_BC09	tig00000001	2363262	2364041	Spc_AGly
Staphylococcus_capitis	N137_BC09	tig00000001	2347343	2348112	AadD_AGly
Staphylococcus_capitis	N137_BC09	tig00000001	1173534	1174312	Spc_AGly
Staphylococcus_capitis	N137_BC09	tig00000001	2362412	2363137	ErmA_MLS
Staphylococcus_capitis	N137_BC09	tig00000001	1172685	1173409	ErmA_MLS
Staphylococcus_capitis	N137_BC09	tig00000001	2351534	2353520	MECA_Bla
Staphylococcus_capitis	N137_BC09	tig00000001	1507651	1509073	Aac6-Aph2_AGly
Staphylococcus_capitis	N137_BC09	tig00000001	1510810	1511294	DfrC_Tmt
Staphylococcus_capitis	N140_BC11	tig00000036	205699	207122	Aac6-Aph2_AGly
Staphylococcus_capitis	N142_BC01	tig00000007	16146	18130	MECA_Bla
Staphylococcus_capitis	N142_BC04	tig00000003	9838	7854	MECA_Bla
Staphylococcus_capitis	N142_BC04	tig00000003	18721	19446	ErmA_MLS
Staphylococcus_capitis	N142_BC04	tig00000003	20348	19571	Spc_AGly
Staphylococcus_capitis	N142_BC04	tig00000003	4435	3669	AadD_AGly
Staphylococcus_capitis	N142_BC06	tig00000001	1229000	1230985	MECA_Bla
Staphylococcus_capitis	N142_BC06	tig00000001	126100	127521	Aac6-Aph2_AGly
Staphylococcus_capitis	N142_BC06	tig00000001	1692347	1693891	VgaA_MLS
Staphylococcus_capitis	N143_BC01	tig00000004	226228	227650	Aac6-Aph2_AGly
Staphylococcus_capitis	N143_BC01	tig00000327	981248	983230	MECA_Bla
Staphylococcus_capitis	N143_BC03	tig00000068	1035887	1037310	Aac6-Aph2_AGly
Staphylococcus_capitis	N144_BC11	tig00000177	23337	25322	MECA_Bla
Staphylococcus_capitis	N145_BC02	tig00000001	575715	576494	Spc_AGly
Staphylococcus_capitis	N145_BC02	tig00000001	1912319	1913088	AadD_AGly
Staphylococcus_capitis	N145_BC02	tig00000001	1927386	1928113	ErmA_MLS
Staphylococcus_capitis	N145_BC02	tig00000001	1928238	1929015	Spc_AGly
Staphylococcus_capitis	N145_BC02	tig00000001	576619	577345	ErmA_MLS
Staphylococcus_capitis	N145_BC02	tig00000001	1916510	1918499	MECA_Bla
Staphylococcus_capitis	N145_BC02	tig00000001	240912	242337	Aac6-Aph2_AGly
Staphylococcus_capitis	N145_BC02	tig00000001	238691	239174	DfrC_Tmt
Staphylococcus_capitis	N147_BC08	tig00000120	15100	13113	MECA_Bla
Staphylococcus_capitis	N147_BC08	tig00000001	2553909	2554744	BlaZ_Bla
Staphylococcus_capitis	N147_BC10	tig00000024	68296	69133	BlaZ_Bla
Staphylococcus_capitis	N149_BC10	tig00000158	68978	69746	AadD_AGly
Staphylococcus_capitis	N149_BC10	tig00000158	312	1072	AadD_AGly
Staphylococcus_capitis	N149_BC10	tig00000183	9141	9918	Spc_AGly
Staphylococcus_capitis	N149_BC10	tig00000183	8289	9015	ErmA_MLS
Staphylococcus_capitis	N150_BC01	tig00000030	216980	218399	Aac6-Aph2_AGly
Staphylococcus_capitis	N154_BC02	tig00000043	215485	216906	Aac6-Aph2_AGly
Staphylococcus_capitis	N154_BC08	tig00008030	1896377	1897802	Aac6-Aph2_AGly
Staphylococcus_capitis	N154_BC08	tig00008030	556499	558484	MECA_Bla
Staphylococcus_capitis	N155_BC04	tig00000395	1346663	1348088	Aac6-Aph2_AGly
Staphylococcus_capitis	N155_BC04	tig00000395	3980	5959	MECA_Bla
Staphylococcus_capitis	N155_BC11	tig00000038	1284560	1285983	Aac6-Aph2_AGly
Staphylococcus_capitis	N155_BC11	tig00000038	2483325	2485303	MECA_Bla
Staphylococcus_capitis	N157_BC03	tig00000010	1289536	1290961	Aac6-Aph2_AGly
Staphylococcus_capitis	N158_BC10	tig00000001	1597627	1599616	MECA_Bla
Staphylococcus_capitis	N158_BC10	tig00000001	474018	475439	Aac6-Aph2_AGly
Staphylococcus_capitis	N158_BC10	tig00000001	736053	736685	Far1_Fcd
Staphylococcus_capitis	N158_BC10	tig00000001	2062372	2063921	VgaA_MLS
Staphylococcus_capitis	N158_BC11	tig00000001	1772377	1774366	MECA_Bla
Staphylococcus_capitis	N158_BC11	tig00000001	648532	649956	Aac6-Aph2_AGly
Staphylococcus_capitis	N158_BC11	tig00000001	911053	911687	Far1_Fcd
Staphylococcus_capitis	N158_BC11	tig00000001	2237073	2238624	VgaA_MLS
Staphylococcus_capitis	N160_BC02	tig00000001	947580	949570	MECA_Bla
Staphylococcus_capitis	N160_BC02	tig00000001	2052016	2053440	Aac6-Aph2_AGly
Staphylococcus_capitis	N160_BC02	tig00000001	482736	484282	VgaA_MLS
Staphylococcus_capitis	N162_BC12	tig00000001	65143	65923	Spc_AGly
Staphylococcus_capitis	N162_BC12	tig00000001	1343293	1344063	AadD_AGly
Staphylococcus_capitis	N162_BC12	tig00000001	1327379	1328157	Spc_AGly
Staphylococcus_capitis	N162_BC12	tig00000001	1328282	1329007	ErmA_MLS
Staphylococcus_capitis	N162_BC12	tig00000001	64293	65018	ErmA_MLS
Staphylococcus_capitis	N162_BC12	tig00000001	1337888	1339873	MECA_Bla
Staphylococcus_capitis	N162_BC12	tig00000001	399124	400546	Aac6-Aph2_AGly
Staphylococcus_capitis	N162_BC12	tig00000001	402274	402756	DfrC_Tmt
Staphylococcus_capitis	N163_BC01	tig00003344	2187513	2188292	Spc_AGly
Staphylococcus_capitis	N163_BC01	tig00003344	909471	910240	AadD_AGly
Staphylococcus_capitis	N163_BC01	tig00003344	925395	926172	Spc_AGly
Staphylococcus_capitis	N163_BC01	tig00003344	2188417	2189143	ErmA_MLS
Staphylococcus_capitis	N163_BC01	tig00003344	924544	925270	ErmA_MLS
Staphylococcus_capitis	N163_BC01	tig00003344	913662	915649	MECA_Bla
Staphylococcus_capitis	N163_BC01	tig00003344	1852537	1853959	Aac6-Aph2_AGly
Staphylococcus_capitis	N163_BC01	tig00003344	1850317	1850799	DfrC_Tmt
Staphylococcus_capitis	N163_BC03	tig00000001	191922	192702	Spc_AGly
Staphylococcus_capitis	N163_BC03	tig00000001	1543779	1544558	Spc_AGly
Staphylococcus_capitis	N163_BC03	tig00000001	207846	208615	AadD_AGly
Staphylococcus_capitis	N163_BC03	tig00000001	192827	193552	ErmA_MLS
Staphylococcus_capitis	N163_BC03	tig00000001	202437	204426	MECA_Bla
Staphylococcus_capitis	N163_BC03	tig00000001	1542930	1543654	ErmA_MLS
Staphylococcus_capitis	N163_BC03	tig00000001	1878128	1879550	Aac6-Aph2_AGly
Staphylococcus_capitis	N163_BC03	tig00000001	1881291	1881773	DfrC_Tmt
Staphylococcus_capitis	N164_BC11	tig00000001	680574	682564	MECA_Bla
Staphylococcus_capitis	N164_BC11	tig00000001	1809745	1811167	Aac6-Aph2_AGly
Staphylococcus_capitis	N164_BC11	tig00000001	169855	170487	Far1_Fcd
Staphylococcus_capitis	N165_BC03	tig00000377	6214	7052	BlaZ_Bla
Staphylococcus_capitis	N165_BC03	tig00000695	146	784	Far1_Fcd
Staphylococcus_capitis	N165_BC05	tig00000001	977904	978685	Spc_AGly
Staphylococcus_capitis	N165_BC05	tig00000001	2409977	2410757	Spc_AGly
Staphylococcus_capitis	N165_BC05	tig00000001	2425945	2426715	AadD_AGly
Staphylococcus_capitis	N165_BC05	tig00000001	978811	979539	ErmA_MLS
Staphylococcus_capitis	N165_BC05	tig00000001	2410882	2411609	ErmA_MLS
Staphylococcus_capitis	N165_BC05	tig00000001	642216	643646	Aac6-Aph2_AGly
Staphylococcus_capitis	N165_BC05	tig00000001	2420527	2422519	MECA_Bla
Staphylococcus_capitis	N165_BC05	tig00000001	639985	640469	DfrC_Tmt
Staphylococcus_capitis	N165_BC06	tig00000001	296112	297542	Aac6-Aph2_AGly
Staphylococcus_capitis	N165_BC06	tig00000001	317408	319398	MECA_Bla
Staphylococcus_capitis	N167_BC07	tig00000067	241823	243814	MECA_Bla
Staphylococcus_capitis	N167_BC07	tig00000096	391494	393048	VgaA_MLS
Staphylococcus_capitis	N167_BC07	tig00000347	208074	209502	Aac6-Aph2_AGly
Staphylococcus_capitis	N167_BC07	tig00000347	1285036	1287026	MECA_Bla
Staphylococcus_capitis	N167_BC07	tig00000348	16500	18493	MECA_Bla
Staphylococcus_capitis	N167_BC07	tig00000348	30398	31758	TetK_Tet
Staphylococcus_capitis	N169_BC03	tig00000038	110	2102	MECA_Bla
Staphylococcus_capitis	N169_BC03	tig00000049	19663	21091	Aac6-Aph2_AGly
Staphylococcus_capitis	N169_BC07	tig00000030	316570	318561	MECA_Bla
Staphylococcus_capitis	N169_BC07	tig00000043	113527	114957	Aac6-Aph2_AGly
Staphylococcus_capitis	N169_BC09	tig00000034	1190338	1192332	MECA_Bla
Staphylococcus_capitis	N169_BC09	tig00000034	56198	57627	Aac6-Aph2_AGly
Staphylococcus_capitis	N172_BC07	tig00001117	1345970	1347397	Aac6-Aph2_AGly
Staphylococcus_capitis	N172_BC07	tig00001117	140452	142440	MECA_Bla
Staphylococcus_capitis	N172_BC08	tig00000002	1085955	1087947	MECA_Bla
Staphylococcus_capitis	N172_BC08	tig00000002	2386158	2387582	Aac6-Aph2_AGly
Staphylococcus_capitis	N176_BC05	tig00000121	15411	16840	Aac6-Aph2_AGly
Staphylococcus_capitis	N176_BC06	tig00000002	158381	159810	Aac6-Aph2_AGly
Staphylococcus_capitis	N176_BC06	tig00000002	179668	181659	MECA_Bla
Staphylococcus_capitis	N177_BC04	tig00000001	842095	843522	Aac6-Aph2_AGly
Staphylococcus_capitis	N177_BC04	tig00000001	2030007	2031997	MECA_Bla
Staphylococcus_capitis	N177_BC04	tig00000001	1103793	1104427	Far1_Fcd
Staphylococcus_capitis	N178_BC01	tig00000100	36008	37999	MECA_Bla
Staphylococcus_capitis	N178_BC01	tig00000100	57855	59282	Aac6-Aph2_AGly
Staphylococcus_capitis	N178_BC06	tig00002128	782179	784173	MECA_Bla
Staphylococcus_capitis	N178_BC06	tig00002128	762302	760875	Aac6-Aph2_AGly
Staphylococcus_capitis	N179_BC06	tig00000015	676	2096	Aac6-Aph2_AGly
Staphylococcus_capitis	N179_BC06	tig00000045	98952	100941	MECA_Bla
Staphylococcus_capitis	N179_BC06	tig00003725	54835	56385	VgaA_MLS
Staphylococcus_capitis	N179_BC07	tig00002533	971520	972947	Aac6-Aph2_AGly
Staphylococcus_capitis	N179_BC07	tig00002533	2049284	2051274	MECA_Bla
Staphylococcus_capitis	N179_BC07	tig00002533	29451	31006	VgaA_MLS
Staphylococcus_capitis	N180_BC01	tig00000002	6545	8535	MECA_Bla
Staphylococcus_capitis	N180_BC01	tig00000032	2232	3064	BlaZ_Bla
Staphylococcus_capitis	N180_BC01	tig00003251	2874	4301	Aac6-Aph2_AGly
Staphylococcus_capitis	N180_BC07	tig00000265	8364	9822	MsrA_MLS
Staphylococcus_capitis	N180_BC07	tig00000267	451005	452432	Aac6-Aph2_AGly
Staphylococcus_capitis	N180_BC07	tig00000271	213384	215376	MECA_Bla
Staphylococcus_capitis	N180_BC07	tig00000271	712495	714044	VgaA_MLS
Staphylococcus_capitis	N180_BC08	tig00000051	30754	32746	MECA_Bla
Staphylococcus_capitis	N180_BC10	tig00000002	2403592	2405583	MECA_Bla
Staphylococcus_capitis	N180_BC10	tig00000002	2383739	2382312	Aac6-Aph2_AGly
Staphylococcus_capitis	N181_BC04	tig00000080	15607	17034	Aac6-Aph2_AGly
Staphylococcus_capitis	N181_BC06	tig00000001	926008	927999	MECA_Bla
Staphylococcus_capitis	N181_BC06	tig00000001	904720	906147	Aac6-Aph2_AGly
Staphylococcus_capitis	N181_BC10	tig00000020	202044	204031	MECA_Bla
Staphylococcus_capitis	N181_BC10	tig00000020	701728	703282	VgaA_MLS
Staphylococcus_capitis	N181_BC10	tig00000034	186083	187510	Aac6-Aph2_AGly
Staphylococcus_capitis	N181_BC12	tig00004922	419575	421565	MECA_Bla
Staphylococcus_capitis	N181_BC12	tig00004922	1861371	1862795	Aac6-Aph2_AGly
Staphylococcus_capitis	N181_BC12	tig00004922	919568	921125	VgaA_MLS
Staphylococcus_capitis	N187_BC09	tig00001907	2057717	2059709	MECA_Bla
Staphylococcus_capitis	N187_BC09	tig00001907	712011	713439	Aac6-Aph2_AGly
Staphylococcus_capitis	N187_BC09	tig00001907	2329658	2330496	BlaZ_Bla
Staphylococcus_capitis	N187_BC10	tig00000001	641839	643266	Aac6-Aph2_AGly
Staphylococcus_capitis	N187_BC10	tig00000001	1987882	1989872	MECA_Bla
Staphylococcus_capitis	N187_BC10	tig00000001	2259809	2260648	BlaZ_Bla
Staphylococcus_capitis	N187_BC11	tig00000001	1180231	1182222	MECA_Bla
Staphylococcus_capitis	N187_BC11	tig00000001	38806	40233	Aac6-Aph2_AGly
Staphylococcus_capitis	N187_BC12	tig00000001	833090	834518	Aac6-Aph2_AGly
Staphylococcus_capitis	N187_BC12	tig00000001	2177184	2179175	MECA_Bla
Staphylococcus_capitis	N188_BC03	tig00000047	2880	4870	MECA_Bla
Staphylococcus_capitis	N188_BC03	tig00000171	61026	61755	ErmA_MLS
Staphylococcus_capitis	N188_BC03	tig00000171	62661	61880	Spc_AGly
Staphylococcus_capitis	N188_BC03	tig00000183	95704	96540	BlaZ_Bla
Staphylococcus_capitis	N188_BC03	tig00000046	3361	4131	AadD_AGly
Staphylococcus_capitis	N188_BC03	tig00000183	6468	5042	Aac6-Aph2_AGly
Staphylococcus_capitis	N188_BC04	tig00000491	72108	72878	AadD_AGly
Staphylococcus_capitis	N188_BC04	tig00000491	88065	88844	Spc_AGly
Staphylococcus_capitis	N188_BC04	tig00000491	1519046	1519774	ErmA_MLS
Staphylococcus_capitis	N188_BC04	tig00000491	87212	87940	ErmA_MLS
Staphylococcus_capitis	N188_BC04	tig00000491	1519899	1520677	Spc_AGly
Staphylococcus_capitis	N188_BC04	tig00000491	1854899	1856329	Aac6-Aph2_AGly
Staphylococcus_capitis	N188_BC04	tig00000491	76308	78298	MECA_Bla
Staphylococcus_capitis	N188_BC04	tig00000491	1858076	1858560	DfrC_Tmt
Staphylococcus_capitis	N188_BC05	tig00000189	1533	2960	Aac6-Aph2_AGly
Staphylococcus_capitis	N188_BC05	tig00000281	36631	37399	AadD_AGly
Staphylococcus_capitis	N188_BC05	tig00000281	40815	42802	MECA_Bla
Staphylococcus_capitis	N188_BC05	tig00000284	19915	20643	ErmA_MLS
Staphylococcus_capitis	N188_BC05	tig00000284	19012	19790	Spc_AGly
Staphylococcus_capitis	N188_BC09	tig00000017	368405	369957	VgaA_MLS
Staphylococcus_capitis	N188_BC09	tig00000174	1647294	1649286	MECA_Bla
Staphylococcus_capitis	N188_BC09	tig00000174	570090	571518	Aac6-Aph2_AGly
Staphylococcus_capitis	N188_BC09	tig00000174	1697463	1698827	TetK_Tet
Staphylococcus_capitis	N189_BC05	tig00000049	825622	827612	MECA_Bla
Staphylococcus_capitis	N189_BC05	tig00000056	314574	316003	Aac6-Aph2_AGly
Staphylococcus_capitis	N189_BC09	tig00000001	1092532	1093960	Aac6-Aph2_AGly
Staphylococcus_capitis	N189_BC09	tig00000001	579257	581247	MECA_Bla
Staphylococcus_capitis	N189_BC10	tig00000864	1079564	1080992	Aac6-Aph2_AGly
Staphylococcus_capitis	N189_BC10	tig00000866	45059	47050	MECA_Bla
Staphylococcus_capitis	N189_BC11	tig00000778	1634	3060	Aac6-Aph2_AGly
Staphylococcus_capitis	N191_BC01	tig00000001	370985	371765	Spc_AGly
Staphylococcus_capitis	N191_BC01	tig00000001	1565868	1566647	Spc_AGly
Staphylococcus_capitis	N191_BC01	tig00000001	1549916	1550685	AadD_AGly
Staphylococcus_capitis	N191_BC01	tig00000001	1565014	1565742	ErmA_MLS
Staphylococcus_capitis	N191_BC01	tig00000001	370134	370860	ErmA_MLS
Staphylococcus_capitis	N191_BC01	tig00000001	1554113	1556105	MECA_Bla
Staphylococcus_capitis	N191_BC01	tig00000001	705966	707392	Aac6-Aph2_AGly
Staphylococcus_capitis	N191_BC01	tig00000001	709137	709621	DfrC_Tmt
Staphylococcus_capitis	N191_BC02	tig00000095	8356	9783	Aac6-Aph2_AGly
Staphylococcus_capitis	N191_BC02	tig00001848	2985	3828	BlaZ_Bla
Staphylococcus_capitis	N191_BC03	tig00000001	1283790	1285781	MECA_Bla
Staphylococcus_capitis	N191_BC03	tig00000001	2446299	2447725	Aac6-Aph2_AGly
Staphylococcus_capitis	N191_BC03	tig00000001	1554446	1555283	BlaZ_Bla
Staphylococcus_capitis	N192_BC10	tig00004072	15225	16637	Aac6-Aph2_AGly
Staphylococcus_capitis	N192_BC10	tig00004073	12109	13536	Aac6-Aph2_AGly
Staphylococcus_capitis	N192_BC12	tig00000005	1155852	1157842	MECA_Bla
Staphylococcus_capitis	N192_BC12	tig00000005	82638	84061	Aac6-Aph2_AGly
Staphylococcus_capitis	N193_BC11	tig00000001	2638855	2636866	MECA_Bla
Staphylococcus_capitis	N193_BC11	tig00004227	2868	1321	VgaA_MLS
Staphylococcus_capitis	N193_BC11	tig00000001	9390	10818	Aac6-Aph2_AGly
Staphylococcus_capitis	N194_BC01	tig00004478	2093616	2095606	MECA_Bla
Staphylococcus_capitis	N194_BC01	tig00000109	5525	3969	VgaA_MLS
Staphylococcus_capitis	N194_BC01	tig00004487	937122	935694	Aac6-Aph2_AGly
Staphylococcus_capitis	N194_BC08	tig00000001	2389723	2391151	Aac6-Aph2_AGly
Staphylococcus_capitis	N194_BC08	tig00000001	1547242	1547878	Far1_Fcd
Staphylococcus_capitis	N194_BC08	tig00000001	1025219	1027210	MECA_Bla
