s_2377	s_2405	F_28	s_2393	F_47	F_17	F_12	s_2384	F_53	F_35	s_2373	F_51	s_2382	F_58	F_13	s_2370	F_37	s_2366	s_2414	s_2399	s_2368	F_39	s_2344	s_2371	F_44	s_2408	s_2401	s_2364	F_64	F_31	s_2387	F_61	G_2	s_2367	F_26	F_19	s_2390	F_21	s_2337	s_2360	G_5	s_2396	F_32	s_2391	s_2349	s_2336	F_56	s_2410	F_59	s_2412	F_41	s_2379	F_27	F_54	F_15	s_2340	s_2356	F_45	s_2361	s_2389	s_2335	F_24	s_2345	s_2397	s_2354	G_9	s_2403	G_4	s_2369	F_52	F_34	s_2363	F_25	F_11	F_18	F_62	s_2404	s_2378	F_43	F_29	s_2347	s_2409	F_42	F_40	s_2406	F_14	F_60	s_2353	F_48	F_20	s_2376	F_23	F_57	s_2343	s_2372	s_2388	s_2386	s_2400	F_36	F_66	F_38	G_7	s_2385	s_2338	s_2380	F_55	s_2398	s_2413	F_67	F_46	F_65	s_2350	G_8	s_2362	s_2381	F_63	s_2395	F_16	G_1	s_2355	F_22	s_2407	s_2415	G_6	F_30	s_2392	s_2411	s_2374	s_2348	s_2394	G_3	s_2351	s_2402	F_33	F_50	s_2383	F_49	s_2359	s_2365	s_2346
F_67 0.00003689 0.00501813 0.00002250 0.00486669 0.00002035 0.00002159 0.00531143 0.00493657 0.00531281 0.00003063 0.00489800 0.00001294 0.00004566 0.00555788 0.00540317 0.00003640 0.00540621 0.00003664 0.00489486 0.00501018 0.00003496 0.00002283 0.00501745 0.00004345 0.07539698 0.00506560 0.00500922 0.00487039 0.15210933 0.00510177 0.00003841 0.00002176 0.00532281 0.00003656 0.00548975 0.00002858 0.00003817 0.00002149 0.00003603 0.00003639 0.00000993 0.00498397 0.00530097 0.00003849 0.00004529 0.00003712 0.00547882 0.00003848 0.00003428 0.00509094 0.00002864 0.00515244 0.00002207 0.00506883 0.00492244 0.00469025 0.00490102 0.00509074 0.00482302 0.00003874 0.08325373 0.00494762 0.00513929 0.00509983 0.00489210 0.00000693 0.00507080 0.00002950 0.00005248 0.00520258 0.00524708 0.00497666 0.00003078 0.00491920 0.00002279 0.00000000 0.00504454 0.07931078 0.00002221 0.00513738 0.00507066 0.00501459 0.00529644 0.00521988 0.00506971 0.00002620 0.07539180 0.00478693 0.00510480 0.00487997 0.00507022 0.00003070 0.00501580 0.00509805 0.00460516 0.00003921 0.00004589 0.00500947 0.00002385 0.00002351 0.00539141 0.00000458 0.00004543 0.00503557 0.07847861 0.00002075 0.00504043 0.00501889 0 0.00002224 0.00542854 0.00004195 0.00532171 0.00491047 0.00004509 0.00002122 0.00504265 0.00002322 0.00507051 0.00491635 0.00000902 0.00507219 0.00002967 0.00000970 0.00522039 0.00003848 0.00003823 0.00488437 0.00003323 0.00507111 0.00487071 0.05595670 0.00498714 0.00531022 0.15117324 0.00004570 0.00003525 0.00003664 0.00490557 0.00472418
F_46 0.00003464 0.00530140 0.00000258 0.00513370 0.00001976 0.00001910 0.00528233 0.00521460 0.00532031 0.00003242 0.00466266 0.00003663 0.00004511 0.00553128 0.00541078 0.00003440 0.00540738 0.00003513 0.00467585 0.00529872 0.00003346 0.00002109 0.00530146 0.00004268 0.07523463 0.00536296 0.00529868 0.00469425 0.15238212 0.00509463 0.00003458 0.00000211 0.00532920 0.00003555 0.00548948 0.00001814 0.00003458 0.00001534 0.00003296 0.00003489 0.00003088 0.00527130 0.00529003 0.00003368 0.00003285 0.00003487 0.00554110 0.00003343 0.00003196 0.00538078 0.00001784 0.00545428 0.00001987 0.00510042 0.00505574 0.00470194 0.00469425 0.00508131 0.00486260 0.00003391 0.08040805 0.00508826 0.00544257 0.00538890 0.00468292 0.00002544 0.00535772 0.00001811 0.00005057 0.00524247 0.00525017 0.00463696 0.00002027 0.00508608 0.00002105 0.00000000 0.00533422 0.07626598 0.00002106 0.00511097 0.00535728 0.00529904 0.00529565 0.00520830 0.00536403 0.00000728 0.07519423 0.00485868 0.00509266 0.00527483 0.00535649 0.00001976 0.00536186 0.00538673 0.00473184 0.00003439 0.00004510 0.00529793 0.00001713 0.00000399 0.00539956 0.00002133 0.00004490 0.00535946 0.07545202 0.00001886 0.00532675 0.00530237 0.00002224 0 0.00575636 0.00002750 0.00532638 0.00471098 0.00004479 0.00001686 0.00532933 0.00000399 0.00521071 0.00471488 0.00002302 0.00535840 0.00002440 0.00002495 0.00521644 0.00003415 0.00003366 0.00468742 0.00003272 0.00535672 0.00500461 0.62304263 0.00527402 0.00530937 0.15203286 0.00004491 0.00003246 0.00003490 0.00469650 0.00497794
F_65 0.00566743 0.00519327 0.00573363 0.00495287 0.00563984 0.00564477 0.00516532 0.00519514 0.00515279 0.00573354 0.00555146 0.00546976 0.00566361 0.00474507 0.00091200 0.00565900 0.00508746 0.00563133 0.00555339 0.00518415 0.00563010 0.00565441 0.00520000 0.00563795 0.07607013 0.00524693 0.00517819 0.00549505 0.15129400 0.00534314 0.00564598 0.00572545 0.00520782 0.00565171 0.00083292 0.00568508 0.00561831 0.00575288 0.00562887 0.00565960 0.00547002 0.00517655 0.00511274 0.00565820 0.00560053 0.00563042 0.00517792 0.00562866 0.00564642 0.00520448 0.00568313 0.00527454 0.00561536 0.00530718 0.00591325 0.00536339 0.00550562 0.00534233 0.00547750 0.00565860 0.08398807 0.00591090 0.00526172 0.00521921 0.00552821 0.00549756 0.00519492 0.00568659 0.00564003 0.00559038 0.00364813 0.00572798 0.00571600 0.00590751 0.00564389 0.00000000 0.00519120 0.08331738 0.00575737 0.00532435 0.00519535 0.00519292 0.00513991 0.00351814 0.00524117 0.00574652 0.07593082 0.00550005 0.00534367 0.00588723 0.00519792 0.00570516 0.00520117 0.00522744 0.00527249 0.00562622 0.00563812 0.00518136 0.00570528 0.00572232 0.00455529 0.00542150 0.00563777 0.00522876 0.08034105 0.00574357 0.00522239 0.00518930 0.00542854 0.00575636 0 0.00558710 0.00520731 0.00554192 0.00565539 0.00575503 0.00521650 0.00575080 0.00591721 0.00554883 0.00547094 0.00518973 0.00573997 0.00550209 0.00550565 0.00565721 0.00565721 0.00549144 0.00565920 0.00522685 0.00586873 0.05828560 0.00518242 0.00512773 0.15173719 0.00566486 0.00560700 0.00563238 0.00576903 0.00479746
s_2350 0.00000580 0.00519348 0.00002798 0.00519033 0.00001873 0.00001873 0.00523190 0.00515183 0.00523574 0.00006284 0.00466079 0.00005690 0.00001978 0.00545102 0.00534801 0.00000700 0.00532698 0.00000844 0.00466646 0.00519586 0.00000652 0.00002245 0.00526412 0.00001737 0.07501884 0.00526359 0.00519435 0.00467219 0.15210838 0.00501118 0.00001093 0.00002677 0.00546664 0.00000844 0.00544557 0.00002419 0.00001043 0.00003500 0.00000587 0.00000724 0.00005124 0.00520231 0.00520871 0.00001068 0.00000493 0.00000855 0.00536494 0.00001044 0.00000892 0.00518791 0.00002018 0.00524456 0.00002076 0.00502370 0.00515078 0.00441173 0.00467123 0.00500917 0.00468735 0.00001117 0.08364610 0.00515541 0.00537910 0.00518482 0.00466220 0.00004465 0.00518844 0.00002393 0.00002677 0.00518907 0.00521203 0.00481541 0.00002513 0.00515475 0.00001796 1.00000000 0.00520057 0.07895466 0.00004601 0.00503324 0.00532969 0.00519155 0.00523012 0.00520317 0.00524804 0.00003019 0.07501740 0.00468179 0.00501838 0.00509234 0.00518601 0.00002584 0.00518706 0.00533055 0.00475136 0.00001020 0.00002003 0.00519542 0.00001786 0.00002801 0.00530387 0.00004123 0.00001957 0.00527507 0.08123620 0.00004947 0.00518310 0.00518986 0.00004195 0.00002750 0.00558710 0 0.00543378 0.00468189 0.00001906 0.00003097 0.00519867 0.00002823 0.00528344 0.00469377 0.00004396 0.00518717 0.00003620 0.00004611 0.00518279 0.00000971 0.00001215 0.00470887 0.00000562 0.00519123 0.00501603 0.06147824 0.00520186 0.00523593 0.14888517 0.00001978 0.00001110 0.00000724 0.00476445 0.00491867
G_8 0.00552632 0.00491686 0.00532432 0.00464088 0.00539431 0.00533307 0.00342774 0.00485292 0.00342559 0.00533289 0.00557616 0.00539430 0.00552424 0.00480407 0.00501202 0.00550923 0.00504472 0.00552703 0.00548836 0.00484755 0.00550808 0.00533222 0.00492075 0.00552321 0.07527933 0.00494826 0.00491449 0.00544833 0.15000499 0.00548494 0.00551629 0.00532413 0.00000370 0.00552136 0.00507806 0.00539151 0.00551578 0.00532640 0.00551906 0.00551940 0.00544320 0.00490967 0.00342057 0.00539856 0.00548019 0.00551830 0.00494816 0.00552344 0.00532541 0.00486682 0.00534285 0.00497737 0.00531839 0.00550263 0.00557267 0.00537549 0.00556552 0.00548345 0.00544710 0.00552544 0.08393967 0.00547797 0.00489442 0.00486867 0.00558352 0.00531711 0.00491045 0.00545579 0.00551156 0.00557985 0.00495636 0.00555933 0.00539809 0.00547677 0.00532945 0.00000000 0.00486064 0.08096169 0.00540576 0.00551876 0.00491087 0.00491831 0.00341286 0.00498373 0.00495299 0.00532204 0.07532965 0.00550549 0.00547894 0.00552961 0.00491097 0.00539337 0.00474320 0.00491893 0.00532007 0.00552055 0.00553376 0.00491356 0.00539997 0.00532310 0.00493262 0.00541783 0.00551091 0.00485212 0.07924219 0.00532616 0.00493856 0.00491049 0.00532171 0.00532638 0.00520731 0.00543378 0 0.00545403 0.00552486 0.00538765 0.00485685 0.00532912 0.00565193 0.00550851 0.00532205 0.00484744 0.00551116 0.00552952 0.00558682 0.00551610 0.00552410 0.00548325 0.00551506 0.00494266 0.00560554 0.05538934 0.00484734 0.00342774 0.15031619 0.00553503 0.00539096 0.00545434 0.00552090 0.00455363
s_2362 0.00480986 0.00560922 0.00471026 0.00560910 0.00481339 0.00481558 0.00559257 0.00556356 0.00559446 0.00468562 0.00000520 0.00492702 0.00482318 0.00551017 0.00546829 0.00481474 0.00483369 0.00481496 0.00000562 0.00561315 0.00481680 0.00481039 0.00560974 0.00481837 0.07566422 0.00563671 0.00561339 0.00001345 0.15208333 0.00521700 0.00481255 0.00471093 0.00545398 0.00481581 0.00551101 0.00480490 0.00481569 0.00469449 0.00481231 0.00481769 0.00492154 0.00561291 0.00560041 0.00481554 0.00477794 0.00481697 0.00564855 0.00481782 0.00481343 0.00561505 0.00481044 0.00563923 0.00481441 0.00517096 0.00076286 0.00005704 0.00000471 0.00516296 0.00001523 0.00481574 0.08032265 0.00074777 0.00564046 0.00561538 0.00000424 0.00491377 0.00561709 0.00480793 0.00481926 0.00498248 0.00543801 0.00009512 0.00482948 0.00074746 0.00481793 1.00000000 0.00561878 0.07522883 0.00474056 0.00524319 0.00560956 0.00560880 0.00559203 0.00544714 0.00564198 0.00471290 0.07566653 0.00001619 0.00516430 0.00080990 0.00561467 0.00482725 0.00561604 0.00561338 0.00005931 0.00481275 0.00481942 0.00560956 0.00483121 0.00471285 0.00550904 0.00490648 0.00482265 0.00563970 0.07726360 0.00473929 0.00561489 0.00561547 0.00491047 0.00471098 0.00554192 0.00468189 0.00545403 0 0.00482005 0.00470042 0.00561516 0.00471048 0.00078161 0.00000361 0.00491586 0.00561233 0.00469981 0.00489935 0.00535865 0.00481589 0.00481671 0.00001296 0.00478776 0.00561263 0.00073628 0.05479017 0.00560948 0.00559308 0.14801742 0.00482392 0.00480542 0.00481842 0.00005273 0.00516686
s_2381 0.00001800 0.00531507 0.00004528 0.00530836 0.00002415 0.00002415 0.00532830 0.00526152 0.00533187 0.00006568 0.00476819 0.00005936 0.00000072 0.00552668 0.00540250 0.00001691 0.00541942 0.00001763 0.00479075 0.00531621 0.00001643 0.00003774 0.00531061 0.00000266 0.07525094 0.00538079 0.00531618 0.00480229 0.15234245 0.00510771 0.00001668 0.00004431 0.00552600 0.00001735 0.00550463 0.00004049 0.00001644 0.00005094 0.00001522 0.00001764 0.00005462 0.00531446 0.00531099 0.00001671 0.00001663 0.00001884 0.00545856 0.00001623 0.00001421 0.00533217 0.00002759 0.00546005 0.00003701 0.00511916 0.00519778 0.00466348 0.00480582 0.00510263 0.00482599 0.00001671 0.08326842 0.00523024 0.00544812 0.00533167 0.00479539 0.00004804 0.00530981 0.00003997 0.00003236 0.00522620 0.00525228 0.00480705 0.00004261 0.00520116 0.00002485 0.00000000 0.00531398 0.07953690 0.00003795 0.00512541 0.00536349 0.00531272 0.00531198 0.00522869 0.00537664 0.00004896 0.07524936 0.00479292 0.00511429 0.00513099 0.00536270 0.00004210 0.00532594 0.00539298 0.00467589 0.00001744 0.00000097 0.00531679 0.00003361 0.00004581 0.00539172 0.00004462 0.00000072 0.00531064 0.07847699 0.00005187 0.00532989 0.00531452 0.00004509 0.00004479 0.00565539 0.00001906 0.00552486 0.00482005 0 0.00003623 0.00533378 0.00004552 0.00524908 0.00482426 0.00004760 0.00530796 0.00004358 0.00004901 0.00523687 0.00001696 0.00001768 0.00480685 0.00001522 0.00533572 0.00503202 0.05611101 0.00531682 0.00533129 0.15192142 0.00000097 0.00001783 0.00001715 0.00479338 0.00498714
F_63 0.00002836 0.00532282 0.00001711 0.00515927 0.00002658 0.00002684 0.00531470 0.00523614 0.00531083 0.00002190 0.00465115 0.00003835 0.00003798 0.00558891 0.00539117 0.00002866 0.00541736 0.00002964 0.00466560 0.00532078 0.00002643 0.00002922 0.00532414 0.00003580 0.07598517 0.00538718 0.00532043 0.00461296 0.15231125 0.00514472 0.00002894 0.00001542 0.00539896 0.00002958 0.00546764 0.00003083 0.00003093 0.00000239 0.00002818 0.00002717 0.00002944 0.00529229 0.00528595 0.00003099 0.00002584 0.00002939 0.00550810 0.00003096 0.00002452 0.00540393 0.00003008 0.00548374 0.00002801 0.00509760 0.00509179 0.00478781 0.00469420 0.00513211 0.00481239 0.00003149 0.08024103 0.00509458 0.00545478 0.00541681 0.00467322 0.00002420 0.00538469 0.00003048 0.00004340 0.00524507 0.00525059 0.00457057 0.00003279 0.00509735 0.00002974 0.00000000 0.00535692 0.07603624 0.00001276 0.00515808 0.00538454 0.00532065 0.00527996 0.00526368 0.00539287 0.00002026 0.07615022 0.00489111 0.00513539 0.00519033 0.00538409 0.00003074 0.00530809 0.00541490 0.00465170 0.00002974 0.00003678 0.00531900 0.00002870 0.00001746 0.00539109 0.00001905 0.00003556 0.00535772 0.07512304 0.00000638 0.00535368 0.00532473 0.00002122 0.00001686 0.00575503 0.00003097 0.00538765 0.00470042 0.00003623 0 0.00535224 0.00001661 0.00522312 0.00470515 0.00002572 0.00538576 0.00002334 0.00002543 0.00522014 0.00003025 0.00003022 0.00457262 0.00002669 0.00537924 0.00497622 0.45985832 0.00529596 0.00530821 0.15163400 0.00003831 0.00002579 0.00002891 0.00463212 0.00499766
s_2395 0.00531872 0.00000812 0.00532726 0.00000531 0.00534758 0.00534110 0.00477099 0.00000810 0.00476949 0.00505924 0.00560161 0.00504905 0.00540774 0.00503342 0.00500171 0.00531130 0.00501842 0.00539549 0.00559207 0.00000740 0.00539109 0.00533268 0.00000739 0.00539837 0.07624880 0.00000685 0.00000835 0.00556106 0.15209304 0.00573577 0.00533848 0.00533216 0.00489344 0.00539478 0.00509237 0.00533672 0.00539106 0.00534366 0.00530924 0.00539287 0.00504486 0.00000310 0.00477138 0.00538597 0.00529018 0.00530942 0.00450198 0.00533718 0.00533335 0.00000597 0.00534472 0.00000465 0.00534244 0.00571207 0.00532796 0.00543470 0.00560897 0.00580193 0.00559405 0.00542606 0.08217179 0.00534357 0.00001093 0.00000286 0.00560630 0.00503872 0.00000358 0.00533463 0.00538207 0.00567812 0.00495266 0.00546962 0.00534716 0.00534024 0.00533055 1.00000000 0.00001169 0.07905449 0.00505216 0.00571373 0.00000429 0.00000716 0.00477801 0.00492390 0.00000514 0.00534024 0.07625679 0.00555136 0.00578734 0.00533358 0.00000477 0.00534669 0.00002983 0.00000501 0.00483563 0.00538925 0.00540729 0.00000837 0.00535269 0.00534057 0.00500679 0.00503991 0.00533542 0.00005783 0.07733455 0.00504734 0.00000310 0.00000453 0.00504265 0.00532933 0.00521650 0.00519867 0.00485685 0.00561516 0.00533378 0.00535224 0 0.00533166 0.00547348 0.00561234 0.00504642 0.00000478 0.00535183 0.00504565 0.00573586 0.00541543 0.00533674 0.00553533 0.00533203 0.00000553 0.00532525 0.02801311 0.00000907 0.00476866 0.15161572 0.00534775 0.00531876 0.00539003 0.00553795 0.00000651
F_16 0.00003538 0.00530366 0.00000352 0.00513592 0.00001951 0.00001902 0.00528372 0.00521530 0.00531817 0.00003466 0.00463554 0.00003810 0.00004560 0.00553254 0.00540922 0.00003513 0.00540540 0.00003611 0.00467782 0.00529623 0.00003443 0.00002077 0.00530381 0.00004390 0.07514975 0.00536250 0.00529550 0.00469343 0.15227350 0.00510903 0.00003555 0.00000282 0.00533023 0.00003628 0.00549197 0.00001896 0.00003531 0.00001526 0.00003369 0.00003587 0.00003235 0.00526840 0.00529964 0.00003490 0.00003358 0.00003561 0.00553962 0.00003440 0.00003170 0.00538312 0.00001795 0.00545702 0.00002029 0.00512232 0.00505815 0.00470562 0.00469868 0.00510842 0.00486527 0.00003489 0.08040086 0.00504009 0.00544467 0.00539184 0.00468471 0.00002642 0.00536009 0.00001859 0.00005106 0.00524182 0.00523600 0.00466873 0.00001942 0.00505764 0.00002073 0.00000000 0.00533377 0.07619788 0.00002145 0.00512663 0.00535994 0.00529967 0.00531366 0.00520851 0.00536638 0.00000681 0.07513222 0.00483259 0.00511730 0.00516969 0.00535945 0.00002130 0.00530047 0.00538940 0.00473449 0.00003561 0.00004559 0.00529509 0.00001869 0.00000493 0.00539646 0.00002181 0.00004563 0.00536128 0.07544154 0.00002100 0.00532877 0.00530502 0.00002322 0.00000399 0.00575080 0.00002823 0.00532912 0.00471048 0.00004552 0.00001661 0.00533166 0 0.00521668 0.00471427 0.00002473 0.00536111 0.00002464 0.00002691 0.00522271 0.00003488 0.00003464 0.00465976 0.00003369 0.00535934 0.00501291 0.63153017 0.00527197 0.00531771 0.15198205 0.00004540 0.00003317 0.00003587 0.00469495 0.00498034
G_1 0.00536818 0.00547335 0.00520652 0.00522989 0.00537137 0.00537194 0.00568069 0.00546683 0.00567711 0.00484864 0.00080085 0.00507099 0.00528823 0.00582457 0.00558092 0.00528495 0.00564887 0.00537266 0.00083207 0.00546506 0.00533786 0.00536115 0.00547223 0.00537671 0.07522020 0.00550051 0.00546510 0.00086542 0.15132957 0.00548498 0.00524463 0.00521628 0.00565965 0.00528005 0.00560185 0.00541206 0.00536453 0.00521779 0.00533706 0.00528316 0.00507538 0.00546122 0.00568305 0.00528514 0.00533878 0.00536847 0.00575160 0.00533301 0.00535951 0.00547390 0.00541199 0.00550301 0.00536146 0.00545066 0.00000514 0.00086029 0.00081221 0.00542929 0.00085496 0.00525396 0.08029729 0.00001346 0.00550251 0.00547380 0.00081161 0.00506977 0.00547276 0.00541037 0.00534552 0.00489699 0.00549410 0.00092289 0.00541579 0.00001297 0.00536832 0.00000000 0.00547626 0.07762174 0.00488554 0.00536860 0.00547000 0.00547288 0.00567973 0.00551867 0.00550156 0.00520936 0.07522139 0.00087798 0.00533813 0.00009625 0.00547459 0.00542624 0.00546869 0.00547390 0.00090003 0.00536736 0.00533921 0.00546573 0.00541591 0.00521155 0.00555230 0.00506609 0.00536533 0.00549531 0.07573636 0.00488201 0.00547564 0.00547048 0.00507051 0.00521071 0.00591721 0.00528344 0.00565193 0.00078161 0.00524908 0.00522312 0.00547348 0.00521668 0 0.00077979 0.00507088 0.00547415 0.00520608 0.00507121 0.00524087 0.00528512 0.00528345 0.00085337 0.00528100 0.00547144 0.00003568 0.05434051 0.00546521 0.00567343 0.15056593 0.00528865 0.00535533 0.00537258 0.00090911 0.00504106
s_2355 0.00481484 0.00560940 0.00471410 0.00560689 0.00481792 0.00481983 0.00559501 0.00555996 0.00559534 0.00469196 0.00000149 0.00493183 0.00482827 0.00550784 0.00547681 0.00482011 0.00484463 0.00482033 0.00000281 0.00561126 0.00482349 0.00481450 0.00560545 0.00482370 0.07569082 0.00563444 0.00561124 0.00000979 0.15211125 0.00521932 0.00481895 0.00471478 0.00550846 0.00481958 0.00551710 0.00481153 0.00481990 0.00469952 0.00484643 0.00481845 0.00492931 0.00560961 0.00560223 0.00481981 0.00475565 0.00482196 0.00564842 0.00482209 0.00481747 0.00561322 0.00481621 0.00563743 0.00481965 0.00517254 0.00076111 0.00005369 0.00000297 0.00516475 0.00001275 0.00482042 0.08045962 0.00074611 0.00563613 0.00561523 0.00000125 0.00491845 0.00561493 0.00481208 0.00482109 0.00498425 0.00544437 0.00009161 0.00483803 0.00074662 0.00482199 1.00000000 0.00561696 0.07528174 0.00474455 0.00524467 0.00560707 0.00560657 0.00559436 0.00545434 0.00564014 0.00471711 0.07569530 0.00001291 0.00516410 0.00080843 0.00561460 0.00483513 0.00561681 0.00560637 0.00005599 0.00481898 0.00482482 0.00560731 0.00483653 0.00471743 0.00550842 0.00490998 0.00482761 0.00563631 0.07742623 0.00474319 0.00561309 0.00561531 0.00491635 0.00471488 0.00554883 0.00469377 0.00550851 0.00000361 0.00482426 0.00470515 0.00561234 0.00471427 0.00077979 0 0.00492173 0.00560973 0.00470508 0.00490426 0.00535486 0.00482033 0.00482092 0.00000987 0.00479307 0.00561020 0.00073451 0.05488353 0.00560731 0.00559336 0.14823051 0.00482941 0.00480952 0.00482005 0.00004937 0.00516365
F_22 0.00003940 0.00502061 0.00002400 0.00487063 0.00002307 0.00002286 0.00531375 0.00493982 0.00532302 0.00003612 0.00487464 0.00000925 0.00004816 0.00556615 0.00539774 0.00003864 0.00541308 0.00003889 0.00489971 0.00501676 0.00003720 0.00002428 0.00502133 0.00004620 0.07541727 0.00507063 0.00501737 0.00487453 0.15222921 0.00501798 0.00004116 0.00002329 0.00532316 0.00003930 0.00549670 0.00002713 0.00004092 0.00002523 0.00003827 0.00003888 0.00001204 0.00499340 0.00531826 0.00004075 0.00004754 0.00003936 0.00548757 0.00004050 0.00003663 0.00509526 0.00002635 0.00515641 0.00002257 0.00503165 0.00492210 0.00469543 0.00490701 0.00501527 0.00482903 0.00004099 0.08332600 0.00486494 0.00514310 0.00510154 0.00489973 0.00001017 0.00507541 0.00002857 0.00005427 0.00524238 0.00524254 0.00499082 0.00002921 0.00491917 0.00002382 0.00000000 0.00505202 0.07958812 0.00002229 0.00505128 0.00507477 0.00501754 0.00530295 0.00521733 0.00507199 0.00002745 0.07540293 0.00479261 0.00502626 0.00487528 0.00507422 0.00002872 0.00503249 0.00510222 0.00460976 0.00004123 0.00004791 0.00501756 0.00002581 0.00002426 0.00540889 0.00000689 0.00004844 0.00502525 0.07867815 0.00002011 0.00504423 0.00502277 0.00000902 0.00002302 0.00547094 0.00004396 0.00532205 0.00491586 0.00004760 0.00002572 0.00504642 0.00002473 0.00507088 0.00492173 0 0.00507607 0.00003448 0.00000925 0.00522872 0.00004074 0.00004074 0.00489168 0.00003572 0.00507428 0.00486874 0.05621033 0.00499388 0.00532297 0.15153223 0.00004796 0.00003856 0.00003889 0.00487923 0.00472728
s_2407 0.00529285 0.00000524 0.00535669 0.00000576 0.00537723 0.00537073 0.00478633 0.00000856 0.00478007 0.00509067 0.00559848 0.00507837 0.00538157 0.00503315 0.00497415 0.00528560 0.00501595 0.00536922 0.00558643 0.00000858 0.00536486 0.00535840 0.00000715 0.00537330 0.07602309 0.00000611 0.00000833 0.00555849 0.15211604 0.00574372 0.00531162 0.00536113 0.00488366 0.00536863 0.00509181 0.00536230 0.00536384 0.00537751 0.00528344 0.00536672 0.00507444 0.00000500 0.00470201 0.00535890 0.00527371 0.00528363 0.00447192 0.00535828 0.00535836 0.00000453 0.00539050 0.00000416 0.00536727 0.00577118 0.00532936 0.00543035 0.00560761 0.00574312 0.00559197 0.00539870 0.08232509 0.00534490 0.00000969 0.00000525 0.00560222 0.00506937 0.00000405 0.00536021 0.00535999 0.00569797 0.00492167 0.00546909 0.00537297 0.00534272 0.00536394 1.00000000 0.00001239 0.07924804 0.00508217 0.00572467 0.00000572 0.00000524 0.00479100 0.00498455 0.00000489 0.00536964 0.07602994 0.00554651 0.00580307 0.00533760 0.00000691 0.00537126 0.00003170 0.00000549 0.00483239 0.00536203 0.00538265 0.00000905 0.00537769 0.00536998 0.00498091 0.00507272 0.00530943 0.00005782 0.07751191 0.00508149 0.00000477 0.00000286 0.00507219 0.00535840 0.00518973 0.00518717 0.00484744 0.00561233 0.00530796 0.00538576 0.00000478 0.00536111 0.00547415 0.00560973 0.00507607 0 0.00537932 0.00507559 0.00570304 0.00538815 0.00535791 0.00553445 0.00530620 0.00000337 0.00532360 0.02997365 0.00001072 0.00479043 0.15163223 0.00532187 0.00534346 0.00536380 0.00553398 0.00000764
s_2415 0.00003392 0.00532418 0.00002489 0.00515225 0.00003338 0.00003387 0.00531439 0.00523429 0.00531573 0.00003274 0.00462226 0.00004658 0.00004402 0.00560508 0.00539375 0.00003417 0.00543768 0.00003466 0.00466636 0.00532188 0.00003293 0.00003481 0.00532387 0.00004184 0.07629205 0.00538637 0.00532184 0.00461285 0.15270814 0.00515011 0.00003654 0.00002367 0.00551231 0.00003465 0.00546129 0.00004049 0.00003676 0.00002214 0.00003419 0.00003395 0.00003823 0.00529523 0.00529980 0.00003602 0.00003258 0.00003540 0.00552220 0.00003699 0.00003013 0.00540214 0.00003823 0.00547781 0.00003359 0.00516417 0.00504585 0.00478717 0.00469443 0.00514854 0.00481159 0.00003627 0.08038979 0.00505155 0.00546712 0.00541180 0.00467279 0.00003167 0.00538110 0.00003893 0.00004798 0.00521342 0.00524455 0.00456551 0.00003789 0.00505102 0.00003507 1.00000000 0.00535630 0.07625430 0.00002358 0.00516968 0.00538066 0.00532011 0.00531020 0.00526346 0.00538755 0.00002808 0.07629150 0.00489076 0.00516122 0.00523233 0.00537986 0.00003687 0.00533239 0.00541017 0.00465289 0.00003705 0.00004457 0.00532267 0.00003414 0.00002516 0.00539121 0.00002915 0.00004367 0.00536760 0.07527109 0.00002164 0.00534986 0.00532340 0.00002967 0.00002440 0.00573997 0.00003620 0.00551116 0.00469981 0.00004358 0.00002334 0.00535183 0.00002464 0.00520608 0.00470508 0.00003448 0.00537932 0 0.00003619 0.00522032 0.00003553 0.00003730 0.00456954 0.00003194 0.00537912 0.00500857 0.49609233 0.00529746 0.00531543 0.15241824 0.00004408 0.00003287 0.00003392 0.00470786 0.00499512
