Genome_ID	Nanopore_ID	Species	Sequence_size	N50	AR_gene_list	Genome_quality	Illumina_Library_ID	Sample_ID.x	Culturing_Sample_ID	Antibiotics	Sample_ID.y	Cubicle_room	Sample_type	Material	Human_Traffic	timept	Room_type	bed_number
s_5291	N167_BC07	Staphylococcus_capitis	2552045	1291696	MECA;VgaA;Aac6-Aph2;MECA;MECA;TetK;	HIGH_QUAL	WEE216	HMBR043_02	HMBR045_02	KAN	HMBR043	Ward_3	Bed_Rail	Plastic	Low_(less_than_2)	2	MDRO_wards	5
s_939	N167_BC08	Bacillus_cereus	5537465	4301189	BLA;	HIGH_QUAL	WEE216	HMBR043_02	HMBR045_02	STREP	HMBR043	Ward_3	Bed_Rail	Plastic	Low_(less_than_2)	2	MDRO_wards	5
s_2937	N167_BC10	Elizabethkingia_anophelis	4300522	4257815	GOB-1;B-1;	HIGH_QUAL	WEE358	HMA021_02	HMA023_02	STREP	HMA021	Ward_2	Aerator	Metal	Moderate_(2-5)	2	Standard_wards	NA
s_62	N167_BC11	Achromobacter_sp.	6681224	340971		HIGH_QUAL	WEE358	HMA021_02	HMA023_02	TET	HMA021	Ward_2	Aerator	Metal	Moderate_(2-5)	2	Standard_wards	NA
s_4428	N167_BC12	Serratia_marcescens	5361472	5308263	Tet-41;SRT-SST;Aac6-Ic;	HIGH_QUAL	WEE249	HMST007_02	HMST009_02	AMP	HMST007	Ward_3	Sink_Trap	Metal	Empty	2	MDRO_wards	NA
s_2834	N168_BC01	Cupriavidus_sp.	2066359	32913		MEDIUM_QUAL	WEE249	HMST007_02	HMST009_02	CHLOR	HMST007	Ward_3	Sink_Trap	Metal	Empty	2	MDRO_wards	NA
s_64	N168_BC02	Achromobacter_sp.	6488544	299198		HIGH_QUAL	WEE249	HMST007_02	HMST009_02	STREP	HMST007	Ward_3	Sink_Trap	Metal	Empty	2	MDRO_wards	NA
s_4429	N168_BC02	Serratia_marcescens	5316229	4484214	Aac6-Ic;SRT-SST;	HIGH_QUAL	WEE249	HMST007_02	HMST009_02	STREP	HMST007	Ward_3	Sink_Trap	Metal	Empty	2	MDRO_wards	NA
s_4430	N168_BC03	Serratia_marcescens	5293779	5241239	Tet-41;SRT-SST;Aac6-Ic;	HIGH_QUAL	WEE249	HMST007_02	HMST009_02	TET	HMST007	Ward_3	Sink_Trap	Metal	Empty	2	MDRO_wards	NA
s_65	N168_BC03	Achromobacter_sp.	6846762	5760508		HIGH_QUAL	WEE249	HMST007_02	HMST009_02	TET	HMST007	Ward_3	Sink_Trap	Metal	Empty	2	MDRO_wards	NA
s_6297	N168_BC06	Staphylococcus_haemolyticus	2666287	2606808	MphC;Aph3-III;BlaZ;Aac6-Aph2;MECA;Aac6-Aph2;Sat4A;MsrA;	HIGH_QUAL	WEE238	HMBR124_02	HMBR126_02	STREP	HMBR124	Room_2	Bed_Rail	Plastic	Empty	2	Isolation_rooms	NA
s_6299	N168_BC08	Staphylococcus_haemolyticus	2175917	94143		MEDIUM_QUAL	WEE325	HMBR094_02	HMBR096_02	AMP	HMBR094	Ward_3	Bed_Rail	Metal	Empty	2	Standard_wards	2
s_7219	N168_BC08	Staphylococcus_succinus	3081378	2859543		HIGH_QUAL	WEE325	HMBR094_02	HMBR096_02	AMP	HMBR094	Ward_3	Bed_Rail	Metal	Empty	2	Standard_wards	2
s_940	N168_BC08	Bacillus_cereus	5213579	5161833	BLA;	HIGH_QUAL	WEE325	HMBR094_02	HMBR096_02	AMP	HMBR094	Ward_3	Bed_Rail	Metal	Empty	2	Standard_wards	2
s_6300	N168_BC09	Staphylococcus_haemolyticus	2597917	2572068		HIGH_QUAL	WEE325	HMBR094_02	HMBR096_02	KAN	HMBR094	Ward_3	Bed_Rail	Metal	Empty	2	Standard_wards	2
s_6301	N168_BC10	Staphylococcus_haemolyticus	2718920	326454	MECA;CatA;TetK;BlaZ;Dfr;	HIGH_QUAL	WEE124	HMP001_02	HMP003_02	AMP	HMP001	Ward_1	Pulse_Oxymeter	Rubber	Empty	2	MDRO_wards	NA
s_4880	N168_BC10	Staphylococcus_aureus	2618243	598819	APH-Stph;Dha1;FosB;Tet-38;NorA;Aac3-Ik;BlaZ;	HIGH_QUAL	WEE124	HMP001_02	HMP003_02	AMP	HMP001	Ward_1	Pulse_Oxymeter	Rubber	Empty	2	MDRO_wards	NA
s_6302	N168_BC11	Staphylococcus_haemolyticus	2557083	1129425	MECA;Aph3-III;Sat4A;Far1;BlaZ;Aac6-Aph2;TetK;	HIGH_QUAL	WEE124	HMP001_02	HMP003_02	CHLOR	HMP001	Ward_1	Pulse_Oxymeter	Rubber	Empty	2	MDRO_wards	NA
s_5710	N168_BC12	Staphylococcus_epidermidis	2009504	127613	MphC;MsrA;MECA;	MEDIUM_QUAL	WEE124	HMP001_02	HMP003_02	KAN	HMP001	Ward_1	Pulse_Oxymeter	Rubber	Empty	2	MDRO_wards	NA
s_6304	N169_BC01	Staphylococcus_haemolyticus	2792259	365990	MECA;CatA;BlaZ;TetK;Dfr;	HIGH_QUAL	WEE124	HMP001_02	HMP003_02	TET	HMP001	Ward_1	Pulse_Oxymeter	Rubber	Empty	2	MDRO_wards	NA
s_944	N169_BC02	Bacillus_cereus	2548313	141069	BLA;	MEDIUM_QUAL	WEE122	HMCT088_02	HMCT090_02	AMP	HMCT088	Ward_2	Cardiac_Table	Metal_and_Wood	Empty	2	Standard_wards	5
s_5295	N169_BC03	Staphylococcus_capitis	2640213	746334	MECA;Aac6-Aph2;	HIGH_QUAL	WEE122	HMCT088_02	HMCT090_02	KAN	HMCT088	Ward_2	Cardiac_Table	Metal_and_Wood	Empty	2	Standard_wards	5
s_6306	N169_BC03	Staphylococcus_haemolyticus	2698924	2672078	MphC;Aph3-III;Sat4A;Aac6-Aph2;MECA;Aac6-Aph2;BlaZ;MsrA;	HIGH_QUAL	WEE122	HMCT088_02	HMCT090_02	KAN	HMCT088	Ward_2	Cardiac_Table	Metal_and_Wood	Empty	2	Standard_wards	5
s_6307	N169_BC04	Staphylococcus_haemolyticus	2701879	2675000	MphC;Aph3-III;Aac6-Aph2;Aac6-Aph2;MECA;BlaZ;Sat4A;MsrA;	HIGH_QUAL	WEE122	HMCT088_02	HMCT090_02	STREP	HMCT088	Ward_2	Cardiac_Table	Metal_and_Wood	Empty	2	Standard_wards	5
s_6847	N169_BC05	Staphylococcus_hominis	2360529	2337029	Aac6-Aph2;MECA;BlaZ;	HIGH_QUAL	WEE122	HMCT088_02	HMCT090_02	TET	HMCT088	Ward_2	Cardiac_Table	Metal_and_Wood	Empty	2	Standard_wards	5
s_7304	N169_BC06	Stenotrophomonas_maltophilia	4752252	3248493	Aac6-Iz;	HIGH_QUAL	WEE073	HMCT028_02	HMCT030_02	AMP	HMCT028	Ward_2	Cardiac_Table	Metal_and_Wood	Empty	2	MDRO_wards	5
s_7305	N169_BC07	Stenotrophomonas_maltophilia	4739656	4692601	Aac6-Iz;	HIGH_QUAL	WEE073	HMCT028_02	HMCT030_02	CHLOR	HMCT028	Ward_2	Cardiac_Table	Metal_and_Wood	Empty	2	MDRO_wards	5
s_5715	N169_BC07	Staphylococcus_epidermidis	2730919	1556398	DfrC;DfrC;Aph3-III;Sat4A;Far1;Aac6-Aph2;DfrC;BlaZ;BlaZ;	HIGH_QUAL	WEE073	HMCT028_02	HMCT030_02	CHLOR	HMCT028	Ward_2	Cardiac_Table	Metal_and_Wood	Empty	2	MDRO_wards	5
s_5297	N169_BC07	Staphylococcus_capitis	2488537	846803	MECA;Aac6-Aph2;	HIGH_QUAL	WEE073	HMCT028_02	HMCT030_02	CHLOR	HMCT028	Ward_2	Cardiac_Table	Metal_and_Wood	Empty	2	MDRO_wards	5
s_7306	N169_BC08	Stenotrophomonas_maltophilia	4719669	4242119	Aac6-Iz;	HIGH_QUAL	WEE073	HMCT028_02	HMCT030_02	STREP	HMCT028	Ward_2	Cardiac_Table	Metal_and_Wood	Empty	2	MDRO_wards	5
s_5716	N169_BC08	Staphylococcus_epidermidis	1259473	50489	Sat4A;Aac6-Aph2;Far1;Aph3-III;DfrC;DfrC;DfrC;BlaZ;	MEDIUM_QUAL	WEE073	HMCT028_02	HMCT030_02	STREP	HMCT028	Ward_2	Cardiac_Table	Metal_and_Wood	Empty	2	MDRO_wards	5
s_7307	N169_BC09	Stenotrophomonas_maltophilia	4761594	4693658	Aac6-Iz;	HIGH_QUAL	WEE073	HMCT028_02	HMCT030_02	TET	HMCT028	Ward_2	Cardiac_Table	Metal_and_Wood	Empty	2	MDRO_wards	5
s_5299	N169_BC09	Staphylococcus_capitis	2460161	1751908	MECA;Aac6-Aph2;	HIGH_QUAL	WEE073	HMCT028_02	HMCT030_02	TET	HMCT028	Ward_2	Cardiac_Table	Metal_and_Wood	Empty	2	MDRO_wards	5
s_4883	N169_BC10	Staphylococcus_aureus	2960694	1155477	APH-Stph;Dha1;FosB;NorA;Aac3-Ik;BlaZ;Tet-38;Tet-38;	HIGH_QUAL	WEE114	HMCT085_02	HMCT087_02	AMP	HMCT085	Ward_2	Cardiac_Table	Metal_and_Wood	Moderate_(2-5)	2	Standard_wards	4
s_5718	N169_BC10	Staphylococcus_epidermidis	2465433	273545	BlaZ;DfrC;	HIGH_QUAL	WEE114	HMCT085_02	HMCT087_02	AMP	HMCT085	Ward_2	Cardiac_Table	Metal_and_Wood	Moderate_(2-5)	2	Standard_wards	4
s_945	N169_BC10	Bacillus_cereus	5240575	1004338	BLA;	HIGH_QUAL	WEE114	HMCT085_02	HMCT087_02	AMP	HMCT085	Ward_2	Cardiac_Table	Metal_and_Wood	Moderate_(2-5)	2	Standard_wards	4
s_6309	N169_BC11	Staphylococcus_haemolyticus	2588951	2563191	MECA;Far1;	HIGH_QUAL	WEE114	HMCT085_02	HMCT087_02	CHLOR	HMCT085	Ward_2	Cardiac_Table	Metal_and_Wood	Moderate_(2-5)	2	Standard_wards	4
s_7251	N169_BC12	Staphylococcus_warneri	2564990	2539468	Aac6-Aph2;Dfr;	HIGH_QUAL	WEE114	HMCT085_02	HMCT087_02	KAN	HMCT085	Ward_2	Cardiac_Table	Metal_and_Wood	Moderate_(2-5)	2	Standard_wards	4
s_5719	N169_BC12	Staphylococcus_epidermidis	2707831	1441089	MECA;Aac6-Aph2;BlaZ;DfrC;DfrC;BlaZ;	HIGH_QUAL	WEE114	HMCT085_02	HMCT087_02	KAN	HMCT085	Ward_2	Cardiac_Table	Metal_and_Wood	Moderate_(2-5)	2	Standard_wards	4
s_1811	N170_BC01	Bacillus_subtilis	4258809	4216516		HIGH_QUAL	WEE114	HMCT085_02	HMCT087_02	STREP	HMCT085	Ward_2	Cardiac_Table	Metal_and_Wood	Moderate_(2-5)	2	Standard_wards	4
s_3892	N170_BC01	Lysinibacillus_sp.	5097062	3011210		MEDIUM_QUAL	WEE114	HMCT085_02	HMCT087_02	STREP	HMCT085	Ward_2	Cardiac_Table	Metal_and_Wood	Moderate_(2-5)	2	Standard_wards	4
s_6310	N170_BC02	Staphylococcus_haemolyticus	2664781	2573639	MsrA;BlaZ;	HIGH_QUAL	WEE114	HMCT085_02	HMCT087_02	TET	HMCT085	Ward_2	Cardiac_Table	Metal_and_Wood	Moderate_(2-5)	2	Standard_wards	4
s_5721	N170_BC02	Staphylococcus_epidermidis	2719061	2619959	DfrC;MECA;Aac6-Aph2;DfrC;BlaZ;	HIGH_QUAL	WEE114	HMCT085_02	HMCT087_02	TET	HMCT085	Ward_2	Cardiac_Table	Metal_and_Wood	Moderate_(2-5)	2	Standard_wards	4
s_7252	N170_BC02	Staphylococcus_warneri	1970628	113378	Dfr;	MEDIUM_QUAL	WEE114	HMCT085_02	HMCT087_02	TET	HMCT085	Ward_2	Cardiac_Table	Metal_and_Wood	Moderate_(2-5)	2	Standard_wards	4
s_946	N170_BC02	Bacillus_cereus	5220493	1297124	BLA;	HIGH_QUAL	WEE114	HMCT085_02	HMCT087_02	TET	HMCT085	Ward_2	Cardiac_Table	Metal_and_Wood	Moderate_(2-5)	2	Standard_wards	4
s_66	N170_BC04	Achromobacter_sp.	6611113	948207		HIGH_QUAL	WEE125	HMA001_02	HMA003_02	AMP	HMA001	Ward_1	Aerator	Metal	Empty	2	MDRO_wards	NA
s_2939	N170_BC04	Elizabethkingia_anophelis	4346084	4263321	GOB-1;B-1;CME-1;	HIGH_QUAL	WEE125	HMA001_02	HMA003_02	AMP	HMA001	Ward_1	Aerator	Metal	Empty	2	MDRO_wards	NA
s_67	N170_BC05	Achromobacter_sp.	6441760	658453		HIGH_QUAL	WEE125	HMA001_02	HMA003_02	KAN	HMA001	Ward_1	Aerator	Metal	Empty	2	MDRO_wards	NA
s_2940	N170_BC05	Elizabethkingia_anophelis	4305378	4262625	B-1;GOB-1;	HIGH_QUAL	WEE125	HMA001_02	HMA003_02	KAN	HMA001	Ward_1	Aerator	Metal	Empty	2	MDRO_wards	NA
s_2941	N170_BC06	Elizabethkingia_anophelis	4304956	4262207	GOB-1;B-1;	HIGH_QUAL	WEE125	HMA001_02	HMA003_02	STREP	HMA001	Ward_1	Aerator	Metal	Empty	2	MDRO_wards	NA
s_2942	N170_BC07	Elizabethkingia_anophelis	4312545	4269720	GOB-1;B-1;	HIGH_QUAL	WEE125	HMA001_02	HMA003_02	TET	HMA001	Ward_1	Aerator	Metal	Empty	2	MDRO_wards	NA
s_1915	N170_BC08	Bacillus_thuringiensis	6424537	1481168	BLA;	MEDIUM_QUAL	WEE258	HMST010_02	HMST012_02	AMP	HMST010	Ward_4	Sink_Trap	Metal	Empty	2	MDRO_wards	NA
s_4057	N170_BC09	Pseudomonas_aeruginosa	6630717	6061392	Aph3-IIb;OXA-50;CatB7;	HIGH_QUAL	WEE258	HMST010_02	HMST012_02	CHLOR	HMST010	Ward_4	Sink_Trap	Metal	Empty	2	MDRO_wards	NA
s_4885	N170_BC10	Staphylococcus_aureus	3011487	2940436	Aac6-Aph2;BlaZ;MECA;APH-Stph;TetK;Aac3-Ik;Tet-38;Dha1;NorA;	HIGH_QUAL	WEE258	HMST010_02	HMST012_02	KAN	HMST010	Ward_4	Sink_Trap	Metal	Empty	2	MDRO_wards	NA
s_70	N170_BC11	Achromobacter_sp.	7018622	6924398		HIGH_QUAL	WEE055	HMST036_02	HMST038_02	STREP	HMST036	Room_3	Sink_Trap	Metal	Empty	2	Isolation_rooms	NA
s_4431	N170_BC12	Serratia_marcescens	5463107	2871815	Aac6-Ic;Tet-41;SRT-SST;	HIGH_QUAL	WEE123	HMST021_02	HMST023_02	AMP	HMST021	Ward_2	Sink_Trap	Metal	Moderate_(2-5)	2	Standard_wards	NA
s_71	N170_BC12	Achromobacter_sp.	5553139	121813		MEDIUM_QUAL	WEE123	HMST021_02	HMST023_02	AMP	HMST021	Ward_2	Sink_Trap	Metal	Moderate_(2-5)	2	Standard_wards	NA
s_72	N171_BC01	Achromobacter_sp.	4113820	260924		MEDIUM_QUAL	WEE176	HMCT010_02	HMCT012_02	STREP	HMCT010	Ward_1	Cardiac_Table	Metal_and_Wood	Empty	2	MDRO_wards	4
s_73	N171_BC02	Achromobacter_sp.	5494389	166050		MEDIUM_QUAL	WEE123	HMST021_02	HMST023_02	KAN	HMST021	Ward_2	Sink_Trap	Metal	Moderate_(2-5)	2	Standard_wards	NA
s_4432	N171_BC02	Serratia_marcescens	5456977	5402820	Tet-41;SRT-SST;Aac6-Ic;	HIGH_QUAL	WEE123	HMST021_02	HMST023_02	KAN	HMST021	Ward_2	Sink_Trap	Metal	Moderate_(2-5)	2	Standard_wards	NA
s_4433	N171_BC03	Serratia_marcescens	5499538	5444960	Tet-41;SRT-SST;Aac6-Ic;	HIGH_QUAL	WEE123	HMST021_02	HMST023_02	STREP	HMST021	Ward_2	Sink_Trap	Metal	Moderate_(2-5)	2	Standard_wards	NA
s_3109	N171_BC04	Elizabethkingia_miricola	4403952	4360223	B-1;	HIGH_QUAL	WEE123	HMST021_02	HMST023_02	TET	HMST021	Ward_2	Sink_Trap	Metal	Moderate_(2-5)	2	Standard_wards	NA
s_75	N171_BC04	Achromobacter_sp.	7068965	2142208		HIGH_QUAL	WEE123	HMST021_02	HMST023_02	TET	HMST021	Ward_2	Sink_Trap	Metal	Moderate_(2-5)	2	Standard_wards	NA
s_1917	N171_BC05	Bacillus_thuringiensis	5057106	197897	BLA;	HIGH_QUAL	WEE231	HMCT058_02	HMCT060_02	AMP	HMCT058	Ward_4	Cardiac_Table	Plastic_and_Wood	Empty	2	MDRO_wards	5
s_4886	N171_BC05	Staphylococcus_aureus	2882145	2836613	MECA;Dha1;Aac3-Ik;Tet-38;APH-Stph;BlaZ;NorA;	HIGH_QUAL	WEE231	HMCT058_02	HMCT060_02	AMP	HMCT058	Ward_4	Cardiac_Table	Plastic_and_Wood	Empty	2	MDRO_wards	5
s_3485	N171_BC07	Enterococcus_faecium	3019524	1853371	Aac6-Ii;MsrC;TetM;TetL;	HIGH_QUAL	WEE231	HMCT058_02	HMCT060_02	STREP	HMCT058	Ward_4	Cardiac_Table	Plastic_and_Wood	Empty	2	MDRO_wards	5
s_4887	N171_BC07	Staphylococcus_aureus	3035982	3005797	FosB;NorA;Aph3-III;Spc;ErmA;Sat4A;Dha1;APH-Stph;BlaZ;Dfr;MECA;Aac6-Aph2;Aac3-Ik;Tet-38;TetM;	HIGH_QUAL	WEE231	HMCT058_02	HMCT060_02	STREP	HMCT058	Ward_4	Cardiac_Table	Plastic_and_Wood	Empty	2	MDRO_wards	5
s_5722	N171_BC09	Staphylococcus_epidermidis	2518167	2469920	DfrC;MECA;Aac6-Aph2;TetK;	HIGH_QUAL	WEE036	HMBR121_02	HMBR123_02	KAN	HMBR121	Room_1	Bed_Rail	Metal	Empty	2	Isolation_rooms	NA
s_6315	N171_BC10	Staphylococcus_haemolyticus	2661447	2488356	MECA;AadD;TetK;BlaZ;Aac6-Aph2;	HIGH_QUAL	WEE036	HMBR121_02	HMBR123_02	TET	HMBR121	Room_1	Bed_Rail	Metal	Empty	2	Isolation_rooms	NA
s_949	N171_BC12	Bacillus_cereus	5566332	1873496		HIGH_QUAL	WEE353	HMD013_02	HMD015_02	AMP	HMD013	Room_5	Door_Handle	Metal	Moderate_(2-5)	2	Isolation_rooms	NA
s_950	N172_BC01	Bacillus_cereus	5538345	5483385	BLA;	HIGH_QUAL	WEE353	HMD013_02	HMD015_02	STREP	HMD013	Room_5	Door_Handle	Metal	Moderate_(2-5)	2	Isolation_rooms	NA
s_1918	N172_BC02	Bacillus_thuringiensis	5614945	942663	BLA;	HIGH_QUAL	WEE316	HMBL115_02	HMBL117_02	AMP	HMBL115	Ward_4	Bedside_Locker	Wood	Empty	2	Standard_wards	4
s_1568	N172_BC02	Bacillus_pumilus	3836939	3798822	Cat-86;	HIGH_QUAL	WEE316	HMBL115_02	HMBL117_02	AMP	HMBL115	Ward_4	Bedside_Locker	Wood	Empty	2	Standard_wards	4
s_6850	N172_BC02	Staphylococcus_hominis	2320168	2297070	AadD;Aac6-Aph2;MECA;BlaZ;	HIGH_QUAL	WEE316	HMBL115_02	HMBL117_02	AMP	HMBL115	Ward_4	Bedside_Locker	Wood	Empty	2	Standard_wards	4
s_6851	N172_BC03	Staphylococcus_hominis	2458090	2313286	MsrA;MECA;Aac6-Aph2;	HIGH_QUAL	WEE316	HMBL115_02	HMBL117_02	CHLOR	HMBL115	Ward_4	Bedside_Locker	Wood	Empty	2	Standard_wards	4
s_6852	N172_BC04	Staphylococcus_hominis	2424116	2351536	AadD;MECA;Aac6-Aph2;BlaZ;	HIGH_QUAL	WEE316	HMBL115_02	HMBL117_02	KAN	HMBL115	Ward_4	Bedside_Locker	Wood	Empty	2	Standard_wards	4
s_5725	N172_BC04	Staphylococcus_epidermidis	1273750	47612	DfrC;	MEDIUM_QUAL	WEE316	HMBL115_02	HMBL117_02	KAN	HMBL115	Ward_4	Bedside_Locker	Wood	Empty	2	Standard_wards	4
s_6853	N172_BC05	Staphylococcus_hominis	2348016	2324641	Ant6-Ia;Aph3-III;MECA;BlaZ;Dfr;Sat4A;	HIGH_QUAL	WEE316	HMBL115_02	HMBL117_02	STREP	HMBL115	Ward_4	Bedside_Locker	Wood	Empty	2	Standard_wards	4
s_6854	N172_BC06	Staphylococcus_hominis	1520901	100775		MEDIUM_QUAL	WEE316	HMBL115_02	HMBL117_02	TET	HMBL115	Ward_4	Bedside_Locker	Wood	Empty	2	Standard_wards	4
s_5727	N172_BC07	Staphylococcus_epidermidis	2599071	566055	DfrC;DfrC;Far1;BlaZ;Aac6-Aph2;	HIGH_QUAL	WEE210	HMCT109_02	HMCT111_02	AMP	HMCT109	Ward_4	Cardiac_Table	Metal_and_Wood	Empty	2	Standard_wards	2
s_952	N172_BC07	Bacillus_cereus	4761440	1128491		HIGH_QUAL	WEE210	HMCT109_02	HMCT111_02	AMP	HMCT109	Ward_4	Cardiac_Table	Metal_and_Wood	Empty	2	Standard_wards	2
s_3598	N172_BC07	Enterococcus_sp.	3264564	2448254	TetM;VanT;VanC1;VanR-C;VanS-C;VanX-Yc;	HIGH_QUAL	WEE210	HMCT109_02	HMCT111_02	AMP	HMCT109	Ward_4	Cardiac_Table	Metal_and_Wood	Empty	2	Standard_wards	2
s_5301	N172_BC07	Staphylococcus_capitis	2587897	2431724	Aac6-Aph2;MECA;	HIGH_QUAL	WEE210	HMCT109_02	HMCT111_02	AMP	HMCT109	Ward_4	Cardiac_Table	Metal_and_Wood	Empty	2	Standard_wards	2
s_5302	N172_BC08	Staphylococcus_capitis	2746624	2528332	MECA;Aac6-Aph2;	HIGH_QUAL	WEE210	HMCT109_02	HMCT111_02	KAN	HMCT109	Ward_4	Cardiac_Table	Metal_and_Wood	Empty	2	Standard_wards	2
s_5728	N172_BC08	Staphylococcus_epidermidis	2672446	2611034	DfrC;MECA;Aac6-Aph2;Far1;DfrC;BlaZ;	HIGH_QUAL	WEE210	HMCT109_02	HMCT111_02	KAN	HMCT109	Ward_4	Cardiac_Table	Metal_and_Wood	Empty	2	Standard_wards	2
s_6322	N172_BC09	Staphylococcus_haemolyticus	2644201	2570765	MphC;BlaZ;Sat4A;Aph3-III;Dfr;MECA;Aac6-Aph2;MsrA;	HIGH_QUAL	WEE210	HMCT109_02	HMCT111_02	STREP	HMCT109	Ward_4	Cardiac_Table	Metal_and_Wood	Empty	2	Standard_wards	2
s_5729	N172_BC10	Staphylococcus_epidermidis	2665366	2609611	DfrC;Aac6-Aph2;MECA;Far1;DfrC;BlaZ;	HIGH_QUAL	WEE210	HMCT109_02	HMCT111_02	TET	HMCT109	Ward_4	Cardiac_Table	Metal_and_Wood	Empty	2	Standard_wards	2
s_1920	N172_BC11	Bacillus_thuringiensis	5267748	5215466	BLA;	HIGH_QUAL	WEE203	HMCT046_02	HMCT048_02	AMP	HMCT046	Ward_4	Cardiac_Table	Metal_and_Wood	Empty	2	MDRO_wards	1
s_5453	N172_BC12	Staphylococcus_cohnii	2484401	221594	BlaZ;Dfr;	HIGH_QUAL	WEE203	HMCT046_02	HMCT048_02	CHLOR	HMCT046	Ward_4	Cardiac_Table	Metal_and_Wood	Empty	2	MDRO_wards	1
s_273	N172_BC12	Acinetobacter_baumannii	3822296	3784326	Mbl;OXA-51;BlaA2;Zn-dependent;ADC;BlaA1;	HIGH_QUAL	WEE203	HMCT046_02	HMCT048_02	CHLOR	HMCT046	Ward_4	Cardiac_Table	Metal_and_Wood	Empty	2	MDRO_wards	1
s_6325	N173_BC01	Staphylococcus_haemolyticus	2613449	2575643	MphC;MphC;Aph3-III;Aac6-Aph2;MECA;Sat4A;Aac6-Aph2;MsrA;TetK;BlaZ;MsrA;	HIGH_QUAL	WEE203	HMCT046_02	HMCT048_02	KAN	HMCT046	Ward_4	Cardiac_Table	Metal_and_Wood	Empty	2	MDRO_wards	1
s_6326	N173_BC02	Staphylococcus_haemolyticus	2646467	2577658	MphC;Sat4A;Aph3-III;MECA;Aac6-Aph2;BlaZ;TetK;MsrA;	HIGH_QUAL	WEE203	HMCT046_02	HMCT048_02	TET	HMCT046	Ward_4	Cardiac_Table	Metal_and_Wood	Empty	2	MDRO_wards	1
s_5730	N173_BC03	Staphylococcus_epidermidis	2545508	525114	DfrC;Aac6-Aph2;MECA;	HIGH_QUAL	WEE128	HMBL082_02	HMBL084_02	KAN	HMBL082	Ward_2	Bedside_Locker	Wood	Empty	2	Standard_wards	3
s_6327	N173_BC03	Staphylococcus_haemolyticus	2620736	2594664	Aac6-Aph2;MECA;BlaZ;	HIGH_QUAL	WEE128	HMBL082_02	HMBL084_02	KAN	HMBL082	Ward_2	Bedside_Locker	Wood	Empty	2	Standard_wards	3
s_6856	N173_BC03	Staphylococcus_hominis	2327885	1304758	MECA;Aac6-Aph2;	HIGH_QUAL	WEE128	HMBL082_02	HMBL084_02	KAN	HMBL082	Ward_2	Bedside_Locker	Wood	Empty	2	Standard_wards	3
s_3958	N173_BC04	Paenibacillus_sp.	7236049	7164277		HIGH_QUAL	WEE128	HMBL082_02	HMBL084_02	STREP	HMBL082	Ward_2	Bedside_Locker	Wood	Empty	2	Standard_wards	3
s_6857	N173_BC05	Staphylococcus_hominis	2375296	2309208	MECA;Aac6-Aph2;BlaZ;	HIGH_QUAL	WEE128	HMBL082_02	HMBL084_02	TET	HMBL082	Ward_2	Bedside_Locker	Wood	Empty	2	Standard_wards	3
s_5731	N173_BC05	Staphylococcus_epidermidis	2433042	468732	DfrC;MECA;Aac6-Aph2;	HIGH_QUAL	WEE128	HMBL082_02	HMBL084_02	TET	HMBL082	Ward_2	Bedside_Locker	Wood	Empty	2	Standard_wards	3
s_3487	N173_BC06	Enterococcus_faecium	1806084	54668	MsrC;Aac6-Ii;	MEDIUM_QUAL	WEE228	HMBL040_02	HMBL042_02	AMP	HMBL040	Ward_3	Bedside_Locker	Wood	Empty	2	MDRO_wards	4
s_4891	N173_BC06	Staphylococcus_aureus	1696299	51254	Tet-38;Dha1;	MEDIUM_QUAL	WEE228	HMBL040_02	HMBL042_02	AMP	HMBL040	Ward_3	Bedside_Locker	Wood	Empty	2	MDRO_wards	4
s_274	N173_BC06	Acinetobacter_baumannii	3885504	3834037	OXA-51;Zn-dependent;Mbl;BlaA2;ADC;	HIGH_QUAL	WEE228	HMBL040_02	HMBL042_02	AMP	HMBL040	Ward_3	Bedside_Locker	Wood	Empty	2	MDRO_wards	4
s_3348	N173_BC06	Enterococcus_faecalis	2662289	1358728	LsaA;MphD;	HIGH_QUAL	WEE228	HMBL040_02	HMBL042_02	AMP	HMBL040	Ward_3	Bedside_Locker	Wood	Empty	2	MDRO_wards	4
s_513	N173_BC06	Acinetobacter_radioresistens	2866518	129480	OXA-23;	MEDIUM_QUAL	WEE228	HMBL040_02	HMBL042_02	AMP	HMBL040	Ward_3	Bedside_Locker	Wood	Empty	2	MDRO_wards	4
s_6329	N173_BC07	Staphylococcus_haemolyticus	2549708	1571785	Aph3-III;MECA;BlaZ;Sat4A;BlaZ;	HIGH_QUAL	WEE228	HMBL040_02	HMBL042_02	CHLOR	HMBL040	Ward_3	Bedside_Locker	Wood	Empty	2	MDRO_wards	4
s_275	N173_BC07	Acinetobacter_baumannii	3883224	3532009	OXA-51;Mbl;ADC;BlaA2;BlaA1;Zn-dependent;	HIGH_QUAL	WEE228	HMBL040_02	HMBL042_02	CHLOR	HMBL040	Ward_3	Bedside_Locker	Wood	Empty	2	MDRO_wards	4
s_4892	N173_BC08	Staphylococcus_aureus	3176362	667907	TetK;Tet-38;MECA;TetK;BlaZ;Aac6-Aph2;APH-Stph;Dha1;Aac3-Ik;NorA;	HIGH_QUAL	WEE228	HMBL040_02	HMBL042_02	KAN	HMBL040	Ward_3	Bedside_Locker	Wood	Empty	2	MDRO_wards	4
